#Org.,Pro.,Eco.,Descripció,Crèdits inicials,f,Crèdits inicials_2
02,934,35200,INTERESSOS DE DEMORA,1000,,1000
02,934,35900,ALTRES DESPESES FINANCERES,4000,,4000
02,942,46600,A ALTRES AGRUPACIONS DE MUNICIPIS,5600,,5600
03,130,12003,RETRIBUCIONS BASIQUES FUNCIONARIS SOUS GRUP C1,245617,,245617
03,130,12006,TRIENNIS,43071,,43071
03,130,12100,COMPLEMENT DE DESTINACIÓ,114097,,114097
03,130,12101,COMPLEMENT ESPECÍFIC,459566,,459566
03,130,13000,RETRIBUCIONS BÀSIQUES PERSONAL LABORAL FIX,13390,,13390
03,130,13002,ALTRES REMUNERACIONS PERSONAL LABORAL FIX,20924,,20924
03,130,14300,Altre personal atípic,0,,0
03,130,15000,PRODUCTIVITAT,15000,,15000
03,130,15100,GRATIFICACIONS,70000,,70000
03,130,16000,SEGURETAT SOCIAL PERSONAL SEGURETAT CIUTADANA,267500,,267500
03,130,20400,LLOGUER DE MATERIAL DE TRANSPORT,12000,,12000
03,130,21300,"MANTENIMENT MAQUINARIA, INSTAL.LACIONS I UTILLATGE",1500,,1500
03,130,21400,MANTENIMENT VEHICLES,9000,,9000
03,130,21500,MANTENIMENT MOBILIARI I ESTRIS,2000,,2000
03,130,21900,MANTENIMENT PROGRAMES INFORMÀTICS,3000,,3000
03,130,22103,SUBMINISTRAMENT  COMBUSTIBLE,7000,,7000
03,130,22104,SUBMINISTRAMENT  VESTUARI,20000,,20000
03,130,22199,ALTRES SUBMINISTRAMENTS,3000,,3000
03,130,22200,SERVEIS DE TELECOMUNICACIONS,3500,,3500
03,130,22605,EDUCACIÓ PER A LA MOBILITAT SEGURA,4000,,4000
03,130,22699,DESPESES DIVERSES,1000,,1000
03,130,22706,ESTUDIS I TREBALLS TECNICS,0,,0
03,130,35800,INTERESSOS ARRENDAMENTS FINANCERS,500,,500
03,130,64800,QUOTES ARRENDAMENT FINANCER VEHICLES I EQUIPS DE TRANSMISSIÓ,22000,,22000
03,135,22699,ALTRES DESPESES DIVERSES- PROTECCIO CIVIL-,3000,,3000
03,135,22799,ALTRES DESPESESS DIVERSIS -UNITAT CANINA-,1100,,1100
04,135,22706,ESTUDIS I TREBALLS TECNICS,2000,,2000
04,150,12000,RETRIBUCIONS BASIQUES FUNCIONARIS SOUS GRUP A1,52940,,52940
04,150,12001,RETRIBUCIONS BASIQUES FUNCIONARIS SOUS GRUP A2,15517,,15517
04,150,12003,RETRIBUCIONS BASIQUES FUNCIONARIS SOUS GRUP C1,36645,,36645
04,150,12004,RETRIBUCIONS BASIQUES FUNCIONARIS SOUS GRUP C2,20147,,20147
04,150,12006,TRIENNIS,14932,,14932
04,150,12100,COMPLEMENT DE DESTINACIÓ,75828,,75828
04,150,12101,COMPLEMENT ESPECÍFIC,177284,,177284
04,150,13000,RETRIBUCIONS BÀSIQUES PERSONAL LABORAL FIX,39564,,39564
04,150,13002,ALTRES REMUNERACIONS PERSONAL LABORAL FIX,92113,,92113
04,150,13100,RETRIBUCIONS PERSONAL LABORAL TEMPORAL,36094,,36094
04,150,15000,PRODUCTIVITAT,7250,,7250
04,150,15100,GRATIFICACIONS,3000,,3000
04,150,16000,SEGURETAT SOCIAL PERSONAL DESENVOLUPAMENT URBÀ,170494,,170494
04,150,21400,MANTENIMENT VEHICLES,1000,,1000
04,150,21900,MANTENIMENT PROGRAMES INFORMÀTICS,12000,,12000
04,150,22103,SUBMINISTRAMENT COMBUSTIBLE,800,,800
04,150,22199,ALTRES SUBMINISTRAMENTS,200,,200
04,150,22200,SERVEIS DE TELECOMUNICACIONS,2000,,2000
04,150,22699,ALTRES DESPESES DIVERSES,500,,500
04,150,22706,"ESTUDIS, PROJECTES I ALTRES TREBALLS TÈCNICS URBANISME",10000,,10000
04,150,23300,Altres indemmitzacions,0,,0
04,150,48900,ALTRES TRANSFERÈNCIES,500,,500
04,1521,22605,ALTRES DESPESES,2000,,2000
04,1521,22703,TREBALLS REALITZATS PER ALTRES EMPRESES I PROFESSIONALS,0,,0
04,1521,45300,TRANSFERÈNCIES A EMPRESES PÚBLIQUES,96000,,96000
05,171,16003,SEG. SOCIAL PERSONAL PRÀCTIQUES PROGRAMA GARANTIA JUVENIL,0,,0
05,430,63300,"MAQUINÀRIA, INSTAL·LACIONS I UTILLATGE",0,,0
05,1530,61000,INVERSIONS EN TERRENYS,0,,0
06,137,21500,MANTENIMENT PARALLAMPS,2000,,2000
06,160,22714,MANTENIMENT CLAVEGUERAM,75000,,75000
06,163,22700,NETEJA VIÀRIA,475000,,475000
06,165,22715,MANTENIMENT ENLLUMENAT PÚBLIC,110000,,110000
06,171,22709,MANTENIMENT JOCS INFANTILS,30000,,30000
06,171,22710,MANTENIMENT PROGRAMA GESTIÓ XARXA DE REG,1716,,1716
06,171,22716,MANTENIMENT JARDINERIA,440000,,440000
06,231,22711,MANTENIMENT ALARMA PIS SOCIAL,400,,400
06,333,22700,NETEJA EQUIPAMENTS CULTURA,9900,,9900
06,333,22711,MANTENIMENT ALARMA EQUIPAMENTS CULTURALS,700,,700
06,333,22713,CLIMATITZACIÓ EQUIPAMENTS CULTURA,5100,,5100
06,337,22700,NETEJA EQUIPAMENT ESPAI JOVE,13197,,13197
06,337,22711,MANTENIMENT ALARMA EQUIPAMENT ESPAI JOVE,750,,750
06,337,22713,CLIMATITZACIÓ EQUIPAMENT ESPAI JOVE,4100,,4100
06,338,21500,MOBILIARI I ESTRIS,0,,0
06,338,22717,ENLLUMENAT NADAL,60000,,60000
06,342,22706,MANTENIMENT GESPA ARTIFICIAL I SISTEMA DE REG CAMP DE FUTBOL,5500,,5500
06,342,22707,MANTENIMENT EQUIPAMENTS ESPORTIUS,206000,,206000
06,342,22711,MANTENIMENT ALARMA EQUIPAMENTS ESPORTIUS,2800,,2800
06,342,22713,CLIMATITZACIÓ EQUIPAMENTS ESPORTIUS,28000,,28000
06,430,22700,NETEJA CENTRE DE EMPRESES CAN GAVARRA,26000,,26000
06,430,22712,MANTENIMENT ASCENSOR CENTRE D'EMPRESES CAN GAVARRA,1500,,1500
06,430,22713,CLIMATITZACIO CENTRE D'EMPRESES CAN GAVARRA,18000,,18000
06,451,22700,NETEJA MAGATZEM BRIGADA,5300,,5300
06,451,22711,MANTENIMENT ALARMA NAU BRIGADA,500,,500
06,451,22713,CLIMATITZACIÓ LOCAL BRIGADA MUNICIPAL,3100,,3100
06,920,22700,NETEJA EDIFICIS MUNICIPALS,70000,,70000
06,920,22712,MANTENIMENT ASCENSOR EDIFICI MUNICIPAL,1500,,1500
06,920,22713,CLIMATITZACIÓ EDIFICIS MUNICIPALS,18000,,18000
06,1530,62501,MOBILIARI I ESTRIS ESPAI PÚBLIC,0,,0
06,1621,22700,RECOLLIDA DE RESIDUS,530000,,530000
06,1622,22700,GESTIÓ DE RESIDUS SÒLIDS URBANS,70000,,70000
06,1622,22711,MANTENIMENT ALARMA DEIXALLERIA,500,,500
06,1623,22700,TRACTAMENT DE RESIDUS,390000,,390000
06,3230,22700,NETEJA ESCOLES PÚBLIQUES,240000,,240000
06,3230,22711,MANTENIMENT ALARMA ESCOLES PÚBLIQUES,1700,,1700
06,3230,22712,MANTENIMENT ASCENSOR ESCOLES PUBLIQUES,1500,,1500
06,3230,22713,CLIMATITZACIÓ ESCOLES PÚBLIQUES,13500,,13500
06,3231,22700,NETEJA ESCOLES BRESSOL MUNICIPALS,103400,,103400
06,3231,22711,MANTENIMENT ALARMA ESCOLES BRESSOL MUNICIPALS,1700,,1700
06,3231,22712,MANTENIMENT ASCENSOR ESCOLES BRESSOLS MUNICIPALS,750,,750
06,3231,22713,CLIMATITZACIÓ ESCOLES BRESSOL MUNICIPALS,11000,,11000
06,3261,22700,NETEJA I ACONDICIONAMENT,0,,0
06,3321,22700,NETEJA BIBLIOTECA,18100,,18100
06,3321,22712,TREBALLS REALITZATS PER ALTRES EMPRESES,0,,0
06,9290,22700,NETEJA LOCAL D'ÀREA ATENCIÓ A LES PERSONES,7920,,7920
06,9290,22713,CLIMATITZACIÓ LOCAL ÀREA ATENCIÓ A LES PERSONES,5600,,5600
06,9292,22700,NETEJA I ACONDICIONAMENT EQUIPAMENTS MUNICIPALS,0,,0
06,9293,22700,NETEJA EQUIPAMENT EL ROURE,35000,,35000
06,9293,22711,MANTENIMENT ALARMA EQUIPAMENT EL ROURE,1200,,1200
06,9293,22712,MANTENIMENT ASCENSOR EQUIPAMENT EL ROURE,750,,750
06,9293,22713,CLIMATITZACIÓ EQUIPAMENT EL ROURE,12000,,12000
07,170,14300,ALTRE PERSONAL,0,,0
07,170,15000,PRODUCTIVITAT,0,,0
07,170,16000,SEGURETAT SOCIAL PERSONAL MEDI AMBIENT,0,,0
07,170,21300,MANTENIMENT ESTACIÓ METEOROLÒGICA,3000,,3000
07,170,21400,MANTENIMENT BICICLETES MEDI AMBIENT,300,,300
07,170,21900,MANTENIMENT APP NATURA LOCAL,1000,,1000
07,170,22199,ALTRES SUBMINISTRAMENTS,500,,500
07,170,22200,SERVEIS DE TELECOMUNICACIONS,700,,700
07,170,48900,SUBVENCIONS ENTITATS,500,,500
07,454,22706,ACTUACIONS CAMINS FORESTALS,25000,,25000
07,459,61000,INVERSIONS EN TERRENYS,0,,0
07,942,46700,A CONSORCIS,4000,,4000
07,1622,20800,LLOGUER D'ALTRE IMMOBILITZAT MATERIAL,2000,,2000
07,1722,22199,ALTRES SUBMINISTRAMENTS,2000,,2000
07,1722,22608,ALTRES DESPESES DIVERSES,1500,,1500
07,1722,22610,ACTUACIONS PREVENCIÓ DE RESIDUS,9000,,9000
07,1722,22611,ACTIVITATS D'EDUCACIÓ I SENSIBILITZACIÓ AMBIENTAL,18000,,18000
07,1722,22707,TREBALLS REALITZATS PER ALTRES EMPRESES,500,,500
08,330,13000,RETRIBUCIONS BÀSIQUES PERSONAL LABORAL FIX,23211,,23211
08,330,13002,ALTRES REMUNERACIONS PERSONAL LABORAL FIX,29765,,29765
08,330,14300,ALTRE PERSONAL ATIPIC,13993,,13993
08,330,15000,PRODUCTIVITAT,1350,,1350
08,330,15100,GRATIFICACIONS,2000,,2000
08,330,16000,SEGURETAT SOCIAL PERSONAL CULTURA I FESTES,20496,,20496
08,330,22602,PUBLICITAT I PROPAGANDA,2500,,2500
08,333,21500,MANTENIMENT MOBILIARI I ESTRIS,1000,,1000
08,333,22199,ALTRES SUBMINISTRAMENTS,1500,,1500
08,333,22200,SERVEIS DE TELECOMUNICACIONS,1600,,1600
08,333,22203,INFORMÀTIQUES,0,,0
08,334,22609,ACTIVITATS CULTURA,16500,,16500
08,334,48900,SUBVENCIONS ENTITATS CULTURALS,19000,,19000
08,334,48901,CONVENI EL GRUP-ACTIVITATS CULTURALS,8500,,8500
08,338,20800,LLOGUER D'ALTRE IMMOBILITZAT MATERIAL,69000,,69000
08,338,22199,ALTRES SUBIMINISTRAMENTS CULTURA,0,,0
08,338,22610,FESTA MAJOR D'HIVERN,8000,,8000
08,338,22611,FESTES NADALENQUES,68500,,68500
08,338,22612,ALTRES FESTES POPULARS,15500,,15500
08,338,22614,FESTA MAJOR D'ESTIU,80000,,80000
08,338,22710,SERVEIS D'ENGINYERIA,21000,,21000
08,942,46700,CONSORCI NORMALITZACIÓ LINGÜISTICA,10000,,10000
08,3321,13000,RETRIBUCIONS BÀSIQUES PERSONAL LABORAL FIX,30327,,30327
08,3321,13002,ALTRES REMUNERACIONS PERSONAL LABORAL FIX,32155,,32155
08,3321,13100,RETRIBUCIONS PERSONAL LABORAL TEMPORAL,28397,,28397
08,3321,15000,PRODUCTIVITAT,1800,,1800
08,3321,15100,GRATIFICACIOS PERSONAL FUNCIONARI,1000,,1000
08,3321,16000,SEGURETAT SOCIAL PERSONAL BIBLIOTECA,27804,,27804
08,3321,21200,COMUNITAT BIBLIOTECA,6000,,6000
08,3321,21500,MANTENIMENT MOBILIARI I ESTRIS,100,,100
08,3321,21900,EQUIPS PER A PROCESSOS D'INFORMACIÓ,1700,,1700
08,3321,22001,LLIBRES BIBLIOTECA,7200,,7200
08,3321,22105,PRODUCTES ALIMENTARIS,0,,0
08,3321,22199,ALTRES SUBMINISTRAMENTS,1000,,1000
08,3321,22200,SERVEIS DE TELECOMUNICACIONS,900,,900
08,3321,22203,COMUNICACIONS INFORMÀTIQUES,500,,500
08,3321,22300,TRANSPORTS,300,,300
08,3321,22609,ACTIVITATS BIBLIOTECA,15000,,15000
08,3321,35800,INTERESSOS ARRENDAMENT FINANCERS,260,,260
08,3321,62501,MOBILIARI I ESTRIS BIBLIOTECA,0,,0
08,3321,64800,QUOTES ARRENDAMENTS FINANCERS,1700,,1700
09,924,22706,PARTICIPACIÓ CIUTADADA,3700,,3700
09,3321,22105,PRODUCTES ALIMENTARIS,0,,0
09,9230,22706,CAMPANYES DE COMUNICACIÓ,11550,,11550
09,9232,21900,MANTENIMENT PROGRAMES INFORMÀTICS,990,,990
09,9232,22602,"BUTLLETÍ, AGENDA I ALTRES PUBLIC MUNICIPALS -TRANSPARÈNCIA-",28550,,28550
09,9232,22608,MANTENIMENT PÀGINA WEB I IMATGE CORPORATIVA,7615,,7615
09,9232,22706,SERVEIS DE FOTOGRAFIA,10000,,10000
09,9232,48900,SUBVENCIONS,500,,500
10,241,14100,PERSONAL PLANS D'OCUPACIÓ,0,,0
10,241,16002,SEGURETAT SOCIAL ALTRE PERSONAL PLA D'OCUPACIO,0,,0
10,241,16106,INDEMNITZACIONS,0,,0
10,337,12001,RETRIBUCIONS BASIQUES FUNCIONARIS SOUS GRUP A2.,0,,0
10,337,12100,COMPLEMENT DE DESTINACIÓ,0,,0
10,337,12101,COMPLEMENT ESPECÍFIC,0,,0
10,337,13100,RETRIBUCIONS PERSONAL LABORAL EVENTUAL,65395,,65395
10,337,14300,Altre personal atípic,9350,,9350
10,337,15000,PRODUCTIVITAT PERNAL FUNCIONARI,1350,,1350
10,337,15100,GRATIFICACIONS PERSONAL FUNCIONARI,0,,0
10,337,16000,SEGURETAT SOCIAL PERSONAL JOVENTUT,22828,,22828
10,337,20500,LLOGUER DE MOBILIARI I ESTRIS,500,,500
10,337,20800,LLOGUER D'ALTRE IMMOBILITZAT MATERIAL,12000,,12000
10,337,21500,MANTENIMENT MOBILIARI I ESTRIS,1000,,1000
10,337,22199,ALTRES SUBMINISTRAMENTS,2500,,2500
10,337,22203,COMUNICACCIONS INFORMATIQUES,3000,,3000
10,337,22602,PUBLICITAT I PROPAGANDA JOVENTUT,3000,,3000
10,337,22609,ACTIVITATS INFANTILS I JUVENILS,74500,,74500
10,337,22613,CASAL D'ESTIU,124000,,124000
10,337,22707,PUNT D'INFORMACIÓ JUVENIL,30000,,30000
10,337,22709,SERVEI  DINAMITZACIÓ ESPAI JOVE,65000,,65000
10,337,22710,PROGRAMA SALUT JOVE,18000,,18000
10,337,48900,SUBVENCIONS ENTITATS JUVENILS,3000,,3000
10,337,48901,CONVENI EL GRUP-ACTIVITATS JUVENILS,18000,,18000
11,320,12001,RETRIBUCIONS BÀSIQUES FUNCIONARIS SOUS GRUP A2,15517,,15517
11,320,12006,Triennis.,3496,,3496
11,320,12100,COMPLEMENT DE DESTINACIÓ,8582,,8582
11,320,12101,COMPLEMENT ESPECIFIC,15230,,15230
11,320,13000,RETRIBUCIONS BÀSIQUES PERSONAL LABORAL FIX,19767,,19767
11,320,13002,ALTRES REMUNERACIONS PERSONAL LABORAL FIX,23812,,23812
11,320,15000,PRODUCTIVITAT,1200,,1200
11,320,15100,GRATIFICACIONS,500,,500
11,320,16000,SEGURETAT SOCIAL PERSONAL EDUCACIÓ,26281,,26281
11,3230,13000,RETRIBUCIONS BÀSIQUES PERSONAL LABORAL FIX,31332,,31332
11,3230,13002,ALTRES REMUNERACIONS PERSONAL LABORAL FIX,55942,,55942
11,3230,13100,RETRIBUCIONS PERSONAL LABORAL TEMPORAL,0,,0
11,3230,14300,Altre personal atípic,11616,,11616
11,3230,15000,PRODUCTIVITAT,2050,,2050
11,3230,15100,GRATIFICACIONS,2000,,2000
11,3230,16000,SEGURETAT SOCIAL PERSONAL CONSERGERIA ESCOLES PÚBLIQUES,30282,,30282
11,3230,20800,LLOGUER D'ALTRE INMOBILITZAT MATERIAL,2000,,2000
11,3230,22199,ALTRES SUBMINISTRAMENTS,200,,200
11,3230,22200,SERVEIS DE TELECOMUNICACIONS,3400,,3400
11,3231,13000,RETRIBUCIONS BÀSIQUES PERSONAL LABORAL FIX,288113,,288113
11,3231,13002,ALTRES REMUNERACIONS PERSONAL LABORAL FIX,325789,,325789
11,3231,13100,RETRIBUCIONS PERSONAL LABORAL TEMPORAL,91454,,91454
11,3231,14300,ALTRE PERSONAL ATIPIC,0,,0
11,3231,15000,PRODUCTIVITAT,12650,,12650
11,3231,15100,GRATIFICACIONS,3000,,3000
11,3231,16000,SEGURETAT SOCIAL PERSONAL ESCOLES BRESSOL MUNICIPALS,215402,,215402
11,3231,21500,MANTENIMENT MOBILIARI I ESTRIS,3500,,3500
11,3231,21900,MANTENIMENT PROGRAMES INFORMÀTICS,1700,,1700
11,3231,22104,SUBMINISTRAMENT VESTUARI,4000,,4000
11,3231,22105,PRODUCTES ALIMENTARIS,850,,850
11,3231,22106,PRODUCTES FARMACÈUTICS I MATERIAL SANITARI ESCOLES BRESSOL,50,,50
11,3231,22199,ALTRES SUBMINISTRAMENTS,4500,,4500
11,3231,22200,SERVEIS DE TELECOMUNICACIONS,1700,,1700
11,3231,22203,COMUNICACIONS INFORMÀTIQUES,1500,,1500
11,3231,22300,TRANSPORTS,500,,500
11,3231,22400,PRIMES ASSEGURANCES,3000,,3000
11,3231,22610,ALTRES DESPESES,153000,,153000
11,3231,22703,COMPENSACIÓ SERVEI MENJADOR ESCOLES BRESSOLS,110000,,110000
11,3231,62501,MOBILIARI I ESTRIS ESCOLES BRESSOL,0,,0
11,3232,14300,ALTRE PERSONAL ATIPIC,0,,0
11,3232,16000,SEGURETAT SOCIAL PERSONAL ATIPIC,0,,0
11,3260,22199,ALTRES SUBMINISTRAMENTS EDUCACIÓ,0,,0
11,3260,22400,PRIMES ASSEGURANCES,1500,,1500
11,3260,22602,PUBLICITAT I PROPAGANDA EDUCACIÓ,2200,,2200
11,3260,22610,PROGRAMES EDUCATIUS,20235,,20235
11,3260,22707,FORMACIÓ,2500,,2500
11,3260,48900,SUBVENCIONS ENTITATS,32000,,32000
11,3261,20800,LLOGUER MÒDUL,11040,,11040
11,3261,22199,ALTRES SUBMINISTRAMENTS,600,,600
11,3261,22300,TRANSPORT PROGRAMES EDUCATIUS,2100,,2100
11,3261,22707,TREBALLS REALITZATS PER ALTRES EMPRESES,39800,,39800
11,3262,13000,RETRIBUCIONS BÀSIQUES PERSONAL LABORAL FIX,18334,,18334
11,3262,13002,ALTRES REMUNERACIONS PERSONAL LABORAL FIX,17673,,17673
11,3262,13100,RETRIBUCIONS PERSONAL LABORAL TEMPORAL,0,,0
11,3262,15000,PRODUCTIVITAT,600,,600
11,3262,16000,SEGURETAT SOCIAL PERSONAL FORMACIÓ BÀSICA,10982,,10982
11,3262,21500,MANTENIMENT MOBILIARI I ESTRIS,3000,,3000
11,3262,22199,ALTRES SUBMINISTRAMENTS,1200,,1200
11,3262,22610,ALTRES DESPESES,0,,0
11,3262,22707,TREBALLS REALITZATS PER ALTRES EMPRESES,26260,,26260
12,3260,48900,BEQUES D'OPORTUNITAT,70000,,70000
12,9290,12001,RETRIBUCIONS BÀSIQUES FUNCIONARIS SOUS GRUP A2,15517,,15517
12,9290,12003,RETRIBUCIONS BASIQUES FUNCIONARIS SOUS GRUP C1,23769,,23769
12,9290,12004,RETRIBUCIONS BASIQUES FUNCIONARIS SOUS GRUP C2,40295,,40295
12,9290,12006,TRIENNIS,12033,,12033
12,9290,12100,COMPLEMENT DE DESTINACIÓ,41371,,41371
12,9290,12101,COMPLEMENT ESPECÍFIC,135618,,135618
12,9290,13000,RETRIBUCIONS BÀSIQUES PERSONAL LABORAL FIX,24200,,24200
12,9290,13002,ALTRES REMUNERACIONS PERSONAL LABORAL FIX,37430,,37430
12,9290,15000,PRODUCTIVITAT,5400,,5400
12,9290,15100,GRATIFICACIONS,1500,,1500
12,9290,16000,SEGURETAT SOCIAL PERSONAL ADM. ACCIÓ CIUTADANA I BEN.SOCIAL,100690,,100690
12,9290,21500,MANTENIMENT MOBILIARI I ESTRIS,2000,,2000
12,9290,22000,MATERIAL D'OFICINA,500,,500
12,9290,22105,PRODUCTES ALIMENTARIS,450,,450
12,9290,22199,ALTRES SUBMINISTRAMENTS,500,,500
12,9290,22200,SERVEIS DE TELECOMUNICACIONS,4000,,4000
12,9290,22400,PRIMES ASSEGURANCES,500,,500
12,9293,13000,RETRIBUCIONS BÀSIQUES PERSONLA LABORAL FIX,9914,,9914
12,9293,13002,ALTRES REMUNERACIONS PERSONAL LABORAL FIX,18647,,18647
12,9293,15000,PRODUCTIVITAT,600,,600
12,9293,15100,GRATIFICACIONS,2000,,2000
12,9293,16000,SEGURETAT SOCIAL PERSONAL ADM.D'EL ROURE,8748,,8748
12,9293,20500,LLOGUER DE MOBILIARI I ESTRIS,500,,500
12,9293,22105,PRODUCTES ALIMENTARIS,500,,500
12,9293,22200,SERVEIS DE TELECOMUNICACIONS,1500,,1500
13,340,12001,RETRIBUCIONS BASIQUES FUNCIONARIS SOUS GRUP A2,15517,,15517
13,340,12006,TRIENIS,0,,0
13,340,12100,COMPLEMENT DE DESTINACIÓ,8582,,8582
13,340,12101,COMPLEMENT ESPECÍFIC,13300,,13300
13,340,13000,RETRIBUCIONS BÀSIQUES PERSONAL LABORAL FIX,15230,,15230
