#Org.,Pro.,Eco.,Descripció,Crèdits inicials,Modificacions de crèdit,Crèdits totals consignats,Obligacions reconegudes
02,920,22105,PRODUCTES ALIMENTARIS,4500.0,,4500.0,
02,920,22106,PRODUCTES FARMACEUTICS I MATERIAL SANITARI,0.0,,0.0,
02,920,22199,ALTRES SUBMINISTRAMENTS,500.0,,500.0,
02,920,22200,SERVEIS DE TELECOMUNICACIONS,8000.0,,8000.0,
02,920,22201,COMUNICACIONS POSTALS,6000.0,,6000.0,
02,920,22203,COMUNICACIONS INFORMÀTIQUES,16200.0,,16200.0,
02,920,22299,ALTRES DESPESES EN COMUNICACIONS,2000.0,,2000.0,
02,920,22400,PRIMES ASSEGURANCES,48000.0,,48000.0,
02,920,22602,PUBLICITAT I PROPAGANDA,5000.0,,5000.0,
02,920,22603,PUBLICACIÓ DIARIS OFICIALS,5000.0,,5000.0,
02,920,22604,DESPESES JURÌDIQUES,10000.0,,10000.0,
02,920,22699,DESPESES DIVERSES,3000.0,,3000.0,
02,920,22706,TREBALLS TECNICS REALITZATS ALTRES EMPRESES,31620.0,,31620.0,
02,920,22707,TREBALLS REALITZATS PER ALTRES EMPRESES,0.0,,0.0,
02,920,23020,DIETES PERSONAL NO DIRECTIU,2000.0,,2000.0,
02,920,23120,LOCOMOCIÓ PERSONAL NO DIRECTIU,1500.0,,1500.0,
02,920,23300,ALTRES INDEMNITZACIONS,1500.0,,1500.0,
02,920,35800,INTERESSOS ARRENDAMENTS FINANCERS,500.0,,500.0,
02,920,46600,A ALTRES AGRUPACIONS DE MUNICIPIS,0.0,,0.0,
02,920,62501,MOBILIARI I ESTRIS,5000.0,,5000.0,
02,920,62601,EQUIPS PER A PROCESSOS D'INFORMACIO,18000.0,,18000.0,
02,920,63200,EDIFICIS I ALTRES CONSTRUCCIONS -EDIFICI AJUNTAMENT-,0.0,,0.0,
02,920,63201,EDIFICIS I ALTRES CONSTRUCCIONS,0.0,,0.0,
02,920,63300,"MAQUINARIA, INSTAL.LACIONS I ESTRIS - EDIFICI AJUNTAMENT-",0.0,,0.0,
02,920,64800,QUOTES ARRENDAMENTS FINANCERS,26000.0,,26000.0,
02,932,22708,SERVEIS DE RECAPTACIÓ A FAVOR DE L'ENTITAT,130000.0,,130000.0,
02,934,31100,DESP. FORMALITZACIO MODIFICACIÓ I CANCEL.PRESTECS INTERIOR,1000.0,,1000.0,
02,934,34100,INTERESSOS DE FIANCES,0.0,,0.0,
02,934,35200,INTERESSOS DE DEMORA,1000.0,,1000.0,
02,934,35900,ALTRES DESPESES FINANCERES,1500.0,,1500.0,
02,942,46600,A ALTRES AGRUPACIONS DE MUNICIPIS,4750.0,,4750.0,
02,9290,50000,FONS DE CONTINGÈNCIA,0.0,,0.0,
02,9291,50000,FONS DE CONTINGÈNCIA,50000.0,,50000.0,
03,130,12003,RETRIBUCIONS BASIQUES FUNCIONARIS SOUS GRUP C1,193093.0,,193093.0,
03,130,12004,RETRIBUCIONS BÀSIQUES FUNCIONARIS SOUS GRUP C2,0.0,,0.0,
03,130,12006,TRIENNIS,32865.0,,32865.0,
03,130,12100,COMPLEMENT DE DESTINACIÓ,88580.0,,88580.0,
03,130,12101,COMPLEMENT ESPECÍFIC,357374.0,,357374.0,
03,130,15000,PRODUCTIVITAT,12800.0,,12800.0,
03,130,15100,GRATIFICACIONS,40000.0,,40000.0,
03,130,16000,SEGURETAT SOCIAL PERSONAL SEGURETAT CIUTADANA,244049.0,,244049.0,
03,130,20300,"LLOGUER DE MAQUINÀRIA,INSTAL·LACIONS I ESTRIS",0.0,,0.0,
03,130,20400,LLOGUER DE MATERIAL DE TRANSPORT,12000.0,,12000.0,
03,130,21300,"MANTENIMENT MAQUINARIA, INSTAL.LACIONS I UTILLATGE",1500.0,,1500.0,
03,130,21400,MANTENIMENT VEHICLES,6350.0,,6350.0,
03,130,21500,MANTENIMENT MOBILIARI I ESTRIS,2000.0,,2000.0,
03,130,21900,MANTENIMENT PROGRAMES INFORMÀTICS,3000.0,,3000.0,
03,130,22103,SUBMINISTRAMENT  COMBUSTIBLE,5000.0,,5000.0,
03,130,22104,SUBMINISTRAMENT  VESTUARI,10000.0,,10000.0,
03,130,22106,PRODUCTES FARMACEUTICS I MATERIAL SANITARI,0.0,,0.0,
03,130,22199,ALTRES SUBMINISTRAMENTS,1000.0,,1000.0,
03,130,22200,SERVEIS DE TELECOMUNICACIONS,3500.0,,3500.0,
03,130,22605,EDUCACIÓ PER A LA MOBILITAT SEGURA,4000.0,,4000.0,
03,130,22699,DESPESES DIVERSES,1000.0,,1000.0,
03,130,35800,INTERESSOS ARRENDAMENTS FINANCERS,504.0,,504.0,
03,130,62401,ELEMENTS DE TRANSPORT,0.0,,0.0,
03,130,62501,MOBILIARI I ESTRIS,8000.0,,8000.0,
03,130,62601,EQUIPS PER A PROCESSOS D'INFORMACIO,0.0,,0.0,
03,130,63201,EDIFICIS I ALTRES CONSTRUCCIONS,0.0,,0.0,
03,130,63300,"MAQUINARIA, INSTAL.LACIONS I ESTRIS SEGURETAT CIUTADANA",0.0,,0.0,
03,130,64800,QUOTES ARRENDAMENT FINANCER VEHICLES I EQUIPS DE TRANSMISSIÓ,20300.0,,20300.0,
03,132,22707,PLA LOCAL DE SEGURETAT,0.0,,0.0,
03,135,22699,ALTRES DESPESES DIVERSES- PROTECCIO CIVIL-,3000.0,,3000.0,
03,135,22799,ALTRES DESPESESS DIVERSIS -UNITAT CANINA-,1100.0,,1100.0,
04,135,22706,ESTUDIS I TREBALLS TECNICS,2000.0,,2000.0,
04,150,12000,RETRIBUCIONS BASIQUES FUNCIONARIS SOUS GRUP A1,31856.0,,31856.0,
04,150,12001,RETRIBUCIONS BASIQUES FUNCIONARIS SOUS GRUP A2,14006.0,,14006.0,
04,150,12003,RETRIBUCIONS BASIQUES FUNCIONARIS SOUS GRUP C1,32964.0,,32964.0,
04,150,12004,RETRIBUCIONS BASIQUES FUNCIONARIS SOUS GRUP C2,10393.0,,10393.0,
04,150,12006,TRIENNIS,11355.0,,11355.0,
04,150,12100,COMPLEMENT DE DESTINACIÓ,54378.0,,54378.0,
04,150,12101,COMPLEMENT ESPECÍFIC,125421.0,,125421.0,
04,150,13000,RETRIBUCIONS BÀSIQUES PERSONAL LABORAL FIX,48953.0,,48953.0,
04,150,13002,ALTRES REMUNERACIONS PERSONAL LABORAL FIX,101211.0,,101211.0,
04,150,13100,REMUNERACIONS PERSONAL LABORAL TEMPORAL,29250.0,,29250.0,
04,150,14300,ALTRE PERSONAL ATIPIC,36905.0,,36905.0,
04,150,15000,PRODUCTIVITAT,7200.0,,7200.0,
04,150,15100,GRATIFICACIONS,2000.0,,2000.0,
04,150,16000,SEGURETAT SOCIAL PERSONAL URBANISME,133399.0,,133399.0,
04,150,16106,INDEMNITZACIONS,0.0,,0.0,
04,150,21400,MANTENIMENT VEHICLES,500.0,,500.0,
04,150,21900,MANTENIMENT PROGRAMES INFORMÀTICS,3300.0,,3300.0,
04,150,22001,"PREMSA, REVISTES, LLIBRES I ALTRES PUBLICACIONS",0.0,,0.0,
04,150,22002,MATERIAL INFORMÀTIC NO INVENTARIABLE,0.0,,0.0,
04,150,22103,SUBMINISTRAMENT COMBUSTIBLE,500.0,,500.0,
04,150,22199,ALTRES SUBMINISTRAMENTS,200.0,,200.0,
04,150,22200,SERVEIS DE TELECOMUNICACIONS,500.0,,500.0,
04,150,22699,ALTRES DESPESES DIVERSES,500.0,,500.0,
04,150,22700,NETEJA I ACONDICIONAMENT.,0.0,,0.0,
04,150,22706,"ESTUDIS, PROJECTES I ALTRES TREBALLS TÈCNICS URBANISME",10000.0,,10000.0,
04,150,48900,ALTRES TRANSFERÈNCIES,500.0,,500.0,
04,150,62501,MOBILIARI I ESTRIS,0.0,,0.0,
04,150,62601,EQUIPS PER A PROCESSOS D'INFORMACIO,0.0,,0.0,
04,151,60000,INVERSIONS EN TERRENYS,0.0,,0.0,
04,151,64000,REPARCEL.LACIÓ PLAÇA CENTRAL,0.0,,0.0,
04,336,22707,REDACCIÓ CATÀLEG PATRIMONI,0.0,,0.0,
04,336,61900,REURBANITZACIÓ PASSEIG ESGLÉSIA,0.0,,0.0,
04,1521,62501,MOBILIARI I ESTRIS,0.0,,0.0,
04,1521,68201,HABITATGE,0.0,,0.0,
05,151,22699,ALTRES DESPESES DIVERSES,0.0,,0.0,
05,160,61000,INVERSIONS EN TERRENYS,0.0,,0.0,
05,161,61901,ALTRES INV.REPOSICIO EN INFRAEST.I BENS US GENERAL,0.0,,0.0,
05,165,63300,"MAQUINARIA, INSTAL.LACIONS I UTILLATGE",0.0,,0.0,
05,171,61000,INVERSIONS PARCS,138000.0,,138000.0,
05,171,62501,MOBILIARI I ESTRIS,40000.0,,40000.0,
05,342,63300,MAQUIN.INSTAL.LACIONS IESTRIS ESQUIPAMENTS ESPORTIUS,245000.0,,245000.0,
05,430,62200,EDIFICIS I ALTRES CONSTRUCCIONS,0.0,,0.0,
05,430,62501,MOBILIARI I ESTRIS,0.0,,0.0,
05,430,62601,EQUIPS PER A PROCESSOS D'INFORMACIO,0.0,,0.0,
05,430,63300,"MAQUINARIA, INSTAL.LACIONS I UTILLATGE",0.0,,0.0,
05,1530,60000,INVERSIONS EN TERRENYS,240000.0,,240000.0,
05,1530,61000,INVERSIONS EN VIA PÚBLICA,275000.0,,275000.0,
05,1530,62300,"MAQUINÀRIA, INSTAL·LACIONS TÈCNIQUES I UTILLATGE",20000.0,,20000.0,
05,1530,62501,MOBILIARI I ESTRIS,0.0,,0.0,
05,1530,62900,ALTRES INV.NOVES ASSOCIADES FUNC.OPERATIU DEL SERVEI,0.0,,0.0,
05,1530,63300,"MAQUINARIA, INSTAL.LACIONS I ESTRIS",590000.0,,590000.0,
05,1532,21300,REPAR. MANT. I CONSERV. MAQUIINÀRIA INSTAL. I UTILLATGE,0.0,,0.0,
05,1532,61000,INVERSIONS EN TERRENYS,0.0,,0.0,
05,1532,61001,INVERSIONS EN TERRENYS,0.0,,0.0,
05,3230,63100,TERRENYS I BENS NATURALS,0.0,,0.0,
06,160,22714,MANTENIMENT CLAVEGUERAM,75000.0,,75000.0,
06,161,22608,ALTRES DESPESES,0.0,,0.0,
06,163,22700,NETEJA VIÀRIA,560000.0,,560000.0,
06,164,22707,EXHUMACIONS CEMENTIRI,0.0,,0.0,
06,164,63201,EDIFICIS I ALTRES CONSTRUCCIONS,0.0,,0.0,
06,165,22715,MANTENIMENT ENLLUMENAT PÚBLIC,121000.0,,121000.0,
06,171,21500,MANTENIMENT MOBILIARI I ESTRIS,0.0,,0.0,
06,171,22700,MANTENIMENT PERIURBANS,0.0,,0.0,
06,171,22709,MANTENIMENT JOCS INFANTILS,19000.0,,19000.0,
06,171,22716,MANTENIMENT JARDINERIA,478000.0,,478000.0,
06,171,62501,MOBILIARI I ESTRIS,0.0,,0.0,
06,231,22700,NETEJA DEPENDÈNCIES SERVEIS SOCIALS,0.0,,0.0,
06,231,22713,CLIMATITZACIÓ DEPENDÈNCIES SERVEIS SOCIALS,1200.0,,1200.0,
06,333,22700,NETEJA EQUIPAMENTS CULTURA,9900.0,,9900.0,
06,333,22713,CLIMATITZACIÓ EQUIPAMENTS CULTURA,1400.0,,1400.0,
06,337,22700,NETEJA CASAL DE JOVES,13197.0,,13197.0,
06,337,22713,CLIMATITZACIÓ CASAL DE JOVES,250.0,,250.0,
06,342,22700,NETEJA EQUIPAMENTS ESPORTIUS,0.0,,0.0,
06,342,22707,MANTENIMENT ZONA ESPORTIVA,186000.0,,186000.0,
06,342,22713,CLIMATITZACIÓ EQUIPAMENTS ESPORTIUS,3000.0,,3000.0,
06,430,22700,NETEJA CENTRE DE EMPRESES CAN GAVARRA,25004.0,,25004.0,
06,430,22713,CLIMATITZACIO CENTRE D'EMPRESES CAN GAVARRA,4000.0,,4000.0,
06,451,22700,NETEJA MAGATZEM BRIGADA,5500.0,,5500.0,
06,451,62200,EDIFICIS I ALTRES CONSTRUCCIONS,0.0,,0.0,
06,451,62501,EDIFICIS I ALTRES CONSTRUCCIONS -MAGATZEM BRIGADA-,0.0,,0.0,
06,459,22707,DINAMITZACIÓ HORTS MUNICIPALS,0.0,,0.0,
06,920,22700,NETEJA EDIFICIS MUNICIPALS,66919.0,,66919.0,
06,920,22713,CLIMATITZACIÓ EDIFICIS MUNICIPALS,2088.0,,2088.0,
06,1530,62501,MOBILIARI I ESTRIS,105000.0,,105000.0,
06,1532,62501,MOBILIARI I ESTRIS,0.0,,0.0,
06,1621,22700,RECOLLIDA DE RESIDUS,619000.0,,619000.0,
06,1621,22707,TREBALLS REALITZATS PER ALTRES EMPRESES,0.0,,0.0,
06,1622,22700,GESTIÓ DE RESIDUS SÒLIDS URBANS,20000.0,,20000.0,
06,1622,46700,TRANSFERENCIES CORRENTS A CONSORCIS,0.0,,0.0,
06,1623,22700,TRACTAMENT DE RESIDUS,150000.0,,150000.0,
06,3230,22700,NETEJA ESCOLES PÚBLIQUES,352063.0,,352063.0,
06,3230,22713,CLIMATITZACIÓ ESCOLES PÚBLIQUES,5500.0,,5500.0,
06,3231,22700,NETEJA ESCOLES BRESSOL MUNICIPALS,124289.0,,124289.0,
06,3231,22713,CLIMATITZACIÓ ESCOLES BRESSOL MUNICIPALS,3000.0,,3000.0,
06,3321,22700,NETEJA BIBLIOTECA,16011.0,,16011.0,
06,3321,22713,CLIMATITZACIÓ BIBLIOTECA,150.0,,150.0,
06,9290,22700,NETEJA LOCAL D'ÀREA ATENCIÓ A LES PERSONES,18366.0,,18366.0,
06,9290,22713,CLIMATITZACIÓ LOCAL ÀREA ATENCIÓ A LES PERSONES,400.0,,400.0,
06,9293,22700,NETEJA EQUIPAMENT EL ROURE,35053.0,,35053.0,
06,9293,22713,CLIMATITZACIÓ EQUIPAMENT EL ROURE,1700.0,,1700.0,
07,136,22707,PLANS DE MOBILITAT,0.0,,0.0,
07,170,12100,COMPLEMENT DE DESTINACIÓ,0.0,,0.0,
07,170,12101,COMPLEMENT ESPECÍFIC,0.0,,0.0,
07,170,13000,RETRIBUCIONS BÀSIQUES PERSONAL LABORAL FIX,0.0,,0.0,
07,170,13002,ALTRES REMUNERACIONS PERSONAL LABORAL FIX,0.0,,0.0,
07,170,15000,PRODUCTIVITAT,0.0,,0.0,
07,170,15100,GRATIFICACIONS,0.0,,0.0,
07,170,16000,SEGURETAT SOCIAL PERSONAL MEDI AMBIENT,0.0,,0.0,
07,170,21300,MANTENIMENT ESTACIÓ METEOROLÒGICA,3000.0,,3000.0,
07,170,21400,MANTENIMENT BICICLETES MEDI AMBIENT,300.0,,300.0,
07,170,21900,MANTENIMENT APP NATURA LOCAL,3500.0,,3500.0,
07,170,22199,ALTRES SUBMINISTRAMENTS,500.0,,500.0,
07,170,22200,SERVEIS DE TELECOMUNICACIONS,0.0,,0.0,
07,170,48900,SUBVENCIONS ENTITATS,500.0,,500.0,
07,170,61000,INVERSIONS EN TERRENYS,0.0,,0.0,
07,170,62501,MOBILIARI I ESTRIS,0.0,,0.0,
07,454,22706,ACTUACIONS CAMINS FORESTALS,9500.0,,9500.0,
07,459,61000,INVERSIONS EN TERRENYS,0.0,,0.0,
07,459,61901,OBRES CAMINS,0.0,,0.0,
07,942,46700,A CONSORCIS,4000.0,,4000.0,
07,1622,20200,LLOGUER EDIFICIS I ALTRES CONSTRUCCIONS,0.0,,0.0,
07,1622,20800,LLOGUER D'ALTRE IMMOBILITZAT MATERIAL,0.0,,0.0,
07,1622,22200,SERVEIS DE TELECOMUNICACIONS,0.0,,0.0,
07,1622,22707,PLA DE PREVENCIÓ DE RESIDUS,0.0,,0.0,
07,1622,62501,MOBILIARI I ESTRIS,0.0,,0.0,
07,1622,63201,EDIFICIS I ALTRES CONSTRUCCIONS,0.0,,0.0,
07,1722,20800,LLOGUER D'ALTRE INMOBILITZAT MATERIAL,0.0,,0.0,
07,1722,21300,"REPARACIO, MANTENIMENT I CONSERVACIO MAQ. INST. UTILL.",0.0,,0.0,
07,1722,21900,MANTENIMENT APP NATURA LOCAL,0.0,,0.0,
07,1722,22199,ALTRES SUBMINISTRAMENTS,500.0,,500.0,
07,1722,22400,PRIMES ASSEGURANCES,0.0,,0.0,
07,1722,22602,CAMPANYES SENSIBILITZACIÓ AMBIENTAL,0.0,,0.0,
07,1722,22608,ALTRES DESPESES DIVERSES,1000.0,,1000.0,
07,1722,22610,ACTUACIONS PREVENCIÓ DE RESIDUS,6000.0,,6000.0,
07,1722,22611,ACTIVITATS D'EDUCACIÓ I SENSIBILITZACIÓ AMBIENTAL,5000.0,,5000.0,
07,1722,22706,ACTUACIONS CAMINS FORESTALS,0.0,,0.0,
07,1722,22707,TREBALLS REALITZATS PER ALTRES EMPRESES,500.0,,500.0,
07,1722,61000,MILLORA CAMINS MUNICIPALS,0.0,,0.0,
08,330,13000,RETRIBUCIONS BÀSIQUES PERSONAL LABORAL FIX,16941.0,,16941.0,
08,330,13002,ALTRES REMUNERACIONS PERSONAL LABORAL FIX,21691.0,,21691.0,
08,330,13100,REMUNERACIONS PERSONAL LABORAL TEMPORAL,0.0,,0.0,
08,330,14300,ALTRE PERSONAL ATIPIC,17849.0,,17849.0,
08,330,15000,PRODUCTIVITAT,1200.0,,1200.0,
08,330,15100,GRATIFICACIONS,2000.0,,2000.0,
08,330,16000,SEGURETAT SOCIAL PERSONAL CULTURA,13024.0,,13024.0,
08,330,22199,ALTRES SUBMINISTRAMENTS,0.0,,0.0,
08,330,22200,SERVEIS TELECOMUNICACIONS,0.0,,0.0,
08,330,22602,PUBLICITAT I PROPAGANDA,300.0,,300.0,
08,330,62501,MOBILIARI I ESTRIS CULTURA,34000.0,,34000.0,
08,330,64000,DESPESES EN INVERSIONS IMMATERIALS,0.0,,0.0,
08,330,78900,TRANSFERÈNCIES DE CAPITAL,0.0,,0.0,
08,333,20800,LLOGUER D'ALTRE IMMOBILITZAT MATERIAL,4500.0,,4500.0,
08,333,21500,MANTENIMENT MOBILIARI I ESTRIS,500.0,,500.0,
08,333,22199,ALTRES SUBMINISTRAMENTS,400.0,,400.0,
08,333,22200,SERVEIS DE TELECOMUNICACIONS,1000.0,,1000.0,
08,333,62501,MOBILIARI I ESTRIS CENTRE CIVIC,30000.0,,30000.0,
08,333,62601,EQUIPS PER A PROCESSOS D'INFORMACIO,0.0,,0.0,
08,333,63201,EDIFICIS I ALTRES CONSTRUCCIONS,0.0,,0.0,
08,334,22606,EXPOSICIÓ MEMÒRIA HISTÒRICA,0.0,,0.0,
08,334,22609,ACTIVITATS CULTURA,16000.0,,16000.0,
08,334,48900,SUBVENCIONS ENTITATS CULTURALS,19000.0,,19000.0,
08,334,48901,CONVENI EL GRUP-ACTIVITATS CULTURALS,8000.0,,8000.0,
08,334,78900,ALTRES TRANSFERENCIES DE CAPITAL A ENTITATS,0.0,,0.0,
08,338,20800,LLOGUER D'ALTRE IMMOBILITZAT MATERIAL,55000.0,,55000.0,
08,338,22199,ALTRES SUBMINISTRAMENTS,0.0,,0.0,
08,338,22610,FESTA MAJOR D'HIVERN,6000.0,,6000.0,
08,338,22611,FESTES NADALENQUES,1000.0,,1000.0,
08,338,22612,ALTRES FESTES POPULARS,12000.0,,12000.0,
08,338,22614,FESTA MAJOR D'ESTIU,90000.0,,90000.0,
08,338,22706,INFRAESTRUCTURA FESTES,0.0,,0.0,
08,942,46700,CONSORCI NORMALITZACIÓ LINGÜISTICA,10000.0,,10000.0,
08,3321,13000,RETRIBUCIONS BÀSIQUES PERSONAL LABORAL FIX,24082.0,,24082.0,
08,3321,13002,ALTRES REMUNERACIONS PERSONAL LABORAL FIX,30464.0,,30464.0,
08,3321,13100,REMUNERACIONS PERSONAL LABORAL TEMPORAL,18929.0,,18929.0,
08,3321,14300,ALTRE PERSONAL ATIPIC,0.0,,0.0,
08,3321,15000,PRODUCTIVITAT,1800.0,,1800.0,
08,3321,15100,GRATIFICACIONS,0.0,,0.0,
08,3321,16000,SEGURETAT SOCIAL PERSONAL BIBLIOTECA,23161.0,,23161.0,
08,3321,21200,COMUNITAT BIBLIOTECA,6000.0,,6000.0,
08,3321,21500,MANTENIMENT MOBILIARI I ESTRIS,100.0,,100.0,
08,3321,21900,REPARAC. MANTEN. ALTRE IMMOBILIZ.MATERIAL,0.0,,0.0,
08,3321,22001,LLIBRES BIBLIOTECA,2500.0,,2500.0,
08,3321,22199,ALTRES SUBMINISTRAMENTS,200.0,,200.0,
08,3321,22200,SERVEIS DE TELECOMUNICACIONS,900.0,,900.0,
08,3321,22300,TRANSPORTS,500.0,,500.0,
08,3321,22605,ALTRES DESPESES,0.0,,0.0,
08,3321,22609,ACTIVITATS BIBLIOTECA,14500.0,,14500.0,
08,3321,62200,EDIFICIS I ALTRES CONSTRUCCIONS,0.0,,0.0,
08,3321,62501,MOBILIARI I ESTRIS,0.0,,0.0,
08,3321,62601,EQUIPS PER A PROCESSOS D'INFORMACIO,0.0,,0.0,
08,3321,63200,EDIFICIS I ALTRES CONSTRUCCIONS -BIBLIOTECA-,0.0,,0.0,
08,3321,63201,AMPLIACIÓ BIBLIOTECA,0.0,,0.0,
09,924,22706,PARTICIPACIÓ CIUTADADA,4500.0,,4500.0,
09,924,22707,TREBALLS REALITZATS PER ALTRES EMPRESES,0.0,,0.0,
09,9230,22706,CAMPANYES DE COMUNICACIÓ,10900.0,,10900.0,
