#Org.,Pro.,Eco.,Descripció,Crèdits inicials,f,Crèdits inicials_2
02,011,31000,INTERESSOS PRÉSTEC DEL SECTOR PRIVAT I OP. TRESORERIA,25500.0,,25500.0
02,011,91100,AMORTITZ. PRESTECS A MIG I LLARG DEL S.PUB.,122000.0,,122000.0
02,011,91300,AMORTITZACIO PRÈSTECS A MIG I LLARG FORA DEL S.PÚBLIC,437000.0,,437000.0
02,221,16106,INDEMNITZACIONS,0.0,,0.0
02,221,16200,FORMACIO I PERFECCIONAMENT PERSONAL,10000.0,,10000.0
02,221,16204,ACCIÓ SOCIAL PERSONAL,39940.0,,39940.0
02,920,12000,RETRIBUCIONS BASIQUES FUNCIONARIS SOUS GRUP A1,23518.0,,23518.0
02,920,12001,RETRIBUCIONS BASIQUES FUNCIONARIS SOUS GRUP A2,29985.0,,29985.0
02,920,12003,RETRIBUCIONS BASIQUES FUNCIONARIS SOUS GRUP C1,81216.0,,81216.0
02,920,12004,RETRIBUCIONS BASIQUES FUNCIONARIS SOUS GRUP C2,39629.0,,39629.0
02,920,12006,TRIENNIS,23976.0,,23976.0
02,920,12100,COMPLEMENT DE DESTINACIÓ,99107.0,,99107.0
02,920,12101,COMPLEMENT ESPECÍFIC,259889.0,,259889.0
02,920,13100,RETRIBUCIONS PERSONAL LABORAL TEMPORAL,44776.0,,44776.0
02,920,14300,ALTRE PERSONAL ATIPIC,0.0,,0.0
02,920,15000,PRODUCTIVITAT,10200.0,,10200.0
02,920,15100,GRATIFICACIONS,2000.0,,2000.0
02,920,16000,SEGURETAT SOCIAL PERSONAL SERVEIS GENERALS,168381.0,,168381.0
02,920,16105,PENSIONS A CÀRREC DE L'ENTITAT-FUNCIONARIS INTEGRATS-,0.0,,0.0
02,920,20200,LLOGUER LOCAL JUTJAT,5600.0,,5600.0
02,920,21500,MANTENIMENT MOBILIARI I ESTRIS,6700.0,,6700.0
02,920,21600,MANTENIMENT EQUIPS INFORMÀTICS,9780.0,,9780.0
02,920,21900,MANTENIMENT PROGRAMES INFORMÀTICS,107719.0,,107719.0
02,920,22000,MATERIAL D'OFICINA,9000.0,,9000.0
02,920,22001,"PREMSA, REVISTES, LLIBRES I ALTRES PUBLICACIONS",23626.0,,23626.0
02,920,22002,MATERIAL INFORMÀTIC NO INVENTARIABLE,16360.0,,16360.0
02,920,22105,PRODUCTES ALIMENTARIS,4500.0,,4500.0
02,920,22106,PRODUCTES FARMACEUTICS I MATERIAL SANITARI,0.0,,0.0
02,920,22199,ALTRES SUBMINISTRAMENTS,500.0,,500.0
02,920,22200,SERVEIS DE TELECOMUNICACIONS,12000.0,,12000.0
02,920,22201,COMUNICACIONS POSTALS,12000.0,,12000.0
02,920,22203,COMUNICACIONS INFORMÀTIQUES,18000.0,,18000.0
02,920,22299,ALTRES DESPESES EN COMUNICACIONS,1000.0,,1000.0
02,920,22400,PRIMES ASSEGURANCES,66000.0,,66000.0
02,920,22602,PUBLICITAT I PROPAGANDA,1000.0,,1000.0
02,920,22603,PUBLICACIÓ DIARIS OFICIALS,5000.0,,5000.0
02,920,22604,DESPESES JURÌDIQUES,5000.0,,5000.0
02,920,22699,DESPESES DIVERSES,10000.0,,10000.0
02,920,22706,TREBALLS TECNICS REALITZATS ALTRES EMPRESES,27950.0,,27950.0
02,920,23020,DIETES PERSONAL NO DIRECTIU,1000.0,,1000.0
02,920,23120,LOCOMOCIÓ PERSONAL NO DIRECTIU,1000.0,,1000.0
02,920,23300,ALTRES INDEMNITZACIONS,1000.0,,1000.0
02,920,35800,INTERESSOS ARRENDAMENTS FINANCERS,2500.0,,2500.0
02,920,62501,MOBILIARI I ESTRIS,4000.0,,4000.0
02,920,62601,EQUIPS PER A PROCESSOS D'INFORMACIO,3630.0,,3630.0
02,920,63200,INV. RESPOS.ASS. EDIFICIS I CONSTRUCCIONS,0.0,,0.0
02,920,63300,"MAQUINARIA, INSTAL.LACIONS I ESTRIS",0.0,,0.0
02,920,64800,QUOTES ARRENDAMENTS FINANCERS,23000.0,,23000.0
02,932,22708,SERVEIS DE RECAPTACIÓ A FAVOR DE L'ENTITAT,130000.0,,130000.0
02,934,31100,DESP. FORMALITZACIO MODIFICACIÓ I CANCEL.PRESTECS INTERIOR,1000.0,,1000.0
02,934,35200,INTERESSOS DE DEMORA,1000.0,,1000.0
02,934,35900,ALTRES DESPESES FINANCERES,4000.0,,4000.0
02,942,46600,A ALTRES AGRUPACIONS DE MUNICIPIS,5600.0,,5600.0
03,130,12003,RETRIBUCIONS BASIQUES FUNCIONARIS SOUS GRUP C1,223913.0,,223913.0
03,130,12006,TRIENNIS,35910.0,,35910.0
03,130,12100,COMPLEMENT DE DESTINACIÓ,102868.0,,102868.0
03,130,12101,COMPLEMENT ESPECÍFIC,411830.0,,411830.0
03,130,13000,RETRIBUCIONS BÀSIQUES PERSONAL LABORAL FIX,12937.0,,12937.0
03,130,13002,ALTRES REMUNERACIONS PERSONAL LABORAL FIX,20217.0,,20217.0
03,130,15000,PRODUCTIVITAT,14600.0,,14600.0
03,130,15100,GRATIFICACIONS,40000.0,,40000.0
03,130,16000,SEGURETAT SOCIAL PERSONAL SEGURETAT CIUTADANA,300860.0,,300860.0
03,130,20400,LLOGUER DE MATERIAL DE TRANSPORT,12000.0,,12000.0
03,130,21300,"MANTENIMENT MAQUINARIA, INSTAL.LACIONS I UTILLATGE",1500.0,,1500.0
03,130,21400,MANTENIMENT VEHICLES,6100.0,,6100.0
03,130,21500,MANTENIMENT MOBILIARI I ESTRIS,2000.0,,2000.0
03,130,21900,MANTENIMENT PROGRAMES INFORMÀTICS,3000.0,,3000.0
03,130,22103,SUBMINISTRAMENT  COMBUSTIBLE,7000.0,,7000.0
03,130,22104,SUBMINISTRAMENT  VESTUARI,20000.0,,20000.0
03,130,22199,ALTRES SUBMINISTRAMENTS,3000.0,,3000.0
03,130,22200,SERVEIS DE TELECOMUNICACIONS,3500.0,,3500.0
03,130,22203,COMUNICACIONS INFORMÀTIQUES,0.0,,0.0
03,130,22605,EDUCACIÓ PER A LA MOBILITAT SEGURA,4000.0,,4000.0
03,130,22699,DESPESES DIVERSES,1000.0,,1000.0
03,130,22706,ESTUDIS I TREBALLS TÈCNICS,0.0,,0.0
03,130,35800,INTERESSOS ARRENDAMENTS FINANCERS,500.0,,500.0
03,130,62300,"MAQUINÀRIA, INSTAL·LACIONS TÈCNIQUES I UTILLATGE",50000.0,,50000.0
03,130,62501,MOBILIARI I ESTRIS,0.0,,0.0
03,130,64800,QUOTES ARRENDAMENT FINANCER VEHICLES I EQUIPS DE TRANSMISSIÓ,19750.0,,19750.0
03,135,22699,ALTRES DESPESES DIVERSES- PROTECCIO CIVIL-,3000.0,,3000.0
03,135,22799,ALTRES DESPESESS DIVERSIS -UNITAT CANINA-,1100.0,,1100.0
04,135,22706,ESTUDIS I TREBALLS TECNICS,2000.0,,2000.0
04,150,12000,RETRIBUCIONS BASIQUES FUNCIONARIS SOUS GRUP A1,51149.0,,51149.0
04,150,12001,RETRIBUCIONS BASIQUES FUNCIONARIS SOUS GRUP A2,14993.0,,14993.0
04,150,12003,RETRIBUCIONS BASIQUES FUNCIONARIS SOUS GRUP C1,35285.0,,35285.0
04,150,12004,RETRIBUCIONS BASIQUES FUNCIONARIS SOUS GRUP C2,19466.0,,19466.0
04,150,12006,TRIENNIS,12644.0,,12644.0
04,150,12100,COMPLEMENT DE DESTINACIÓ,73187.0,,73187.0
04,150,12101,COMPLEMENT ESPECÍFIC,171132.0,,171132.0
04,150,13000,RETRIBUCIONS BÀSIQUES PERSONAL LABORAL FIX,38225.0,,38225.0
04,150,13002,ALTRES REMUNERACIONS PERSONAL LABORAL FIX,88998.0,,88998.0
04,150,13100,RETRIBUCIONS PERSONAL LABORAL TEMPORAL,34873.0,,34873.0
04,150,15000,PRODUCTIVITAT,7200.0,,7200.0
04,150,15100,GRATIFICACIONS,3000.0,,3000.0
04,150,16000,SEGURETAT SOCIAL PERSONAL DESENVOLUPAMENT URBÀ,148517.0,,148517.0
04,150,21400,MANTENIMENT VEHICLES,500.0,,500.0
04,150,21900,MANTENIMENT PROGRAMES INFORMÀTICS,7500.0,,7500.0
04,150,22103,SUBMINISTRAMENT COMBUSTIBLE,800.0,,800.0
04,150,22199,ALTRES SUBMINISTRAMENTS,200.0,,200.0
04,150,22200,SERVEIS DE TELECOMUNICACIONS,2000.0,,2000.0
04,150,22699,ALTRES DESPESES DIVERSES,500.0,,500.0
04,150,22706,"ESTUDIS, PROJECTES I ALTRES TREBALLS TÈCNICS URBANISME",10000.0,,10000.0
04,150,23300,ALTRES INDEMNITZACIONS,3600.0,,3600.0
04,150,48900,ALTRES TRANSFERÈNCIES,500.0,,500.0
04,151,60000,INVERSIONS EN TERRENYS,132000.0,,132000.0
04,1521,22707,DESPESES ADMINISTRACIÓ FINQUES PISOS SAREB,70000.0,,70000.0
04,1521,62501,Mobiliari i estris,0.0,,0.0
04,1521,68201,EDIFICIS I ALTRES CONSTRUCCIONS,0.0,,0.0
05,151,22699,ALTRES DESPESES DIVERSES,0.0,,0.0
05,171,16003,SEG. SOCIAL PERSONAL PRÀCTIQUES PROGRAMA GARANTIA JUVENIL,0.0,,0.0
05,171,61000,INVERSIONS EN PARCS,420000.0,,420000.0
05,179,62501,MOBILIARI I ESTRIS,0.0,,0.0
05,342,63300,"MAQUINARIA, INSTAL.LACIONS I ESTRIS",0.0,,0.0
05,430,63300,"MAQUINARIA , INSTAL.LACIONS I ESTRIS",65000.0,,65000.0
05,920,63201,EDIFICIS I ALTRES CONSTRUCCIONS,0.0,,0.0
05,1530,60000,INVERSIONS EN TERRENYS,0.0,,0.0
05,1530,61000,INVERSIONS EN VIA PÚBLICA,480000.0,,480000.0
05,1530,62300,"MAQUINÀRIA, INSTAL·LACIONS TÈCNIQUES I UTILLATGE",0.0,,0.0
05,1530,63300,"MAQUINARIA, INSTAL.LACIÓ I UTILLATGE",0.0,,0.0
05,1532,61000,INVERSIONS EN TERRENYS,0.0,,0.0
05,9293,63300,"MAQUINARIA, INSTAL.LACIONS I ESTRIS",0.0,,0.0
06,160,22706,ESTUDI ALTERNATIVES GESTIÓ SERVEI CLAVEGUERAM,0.0,,0.0
06,160,22714,MANTENIMENT CLAVEGUERAM,75000.0,,75000.0
06,161,22706,ESTUDI ALTERNATIVES GESTIÓ SERVEI AIGUA,0.0,,0.0
06,163,20300,"LLOGUER DE MAQUINÀRIA, INSTAL. I UTILLATGE",0.0,,0.0
06,163,22700,NETEJA VIÀRIA,475000.0,,475000.0
06,164,63201,EIDIFICIS I ALTRES CONSTRUCCIONS,0.0,,0.0
06,165,22715,MANTENIMENT ENLLUMENAT PÚBLIC,110000.0,,110000.0
06,171,22709,MANTENIMENT JOCS INFANTILS,30000.0,,30000.0
06,171,22710,MANTENIMENT PROGRAMA GESTIÓ XARXA DE REG,1716.0,,1716.0
06,171,22716,MANTENIMENT JARDINERIA,360000.0,,360000.0
06,171,62501,MOBILIARI I ESTRIS,0.0,,0.0
06,231,22700,NETEJA DEPENDÈNCIES SERVEIS SOCIALS,0.0,,0.0
06,231,22711,MANTENIMENT ALARMA PIS SOCIAL,400.0,,400.0
06,231,22713,CLIMATITZACIÓ DEPENDÈNCIES SERVEIS SOCIALS,0.0,,0.0
06,333,22700,NETEJA EQUIPAMENTS CULTURA,9900.0,,9900.0
06,333,22711,MANTENIMENT ALARMA EQUIPAMENTS CULTURALS,700.0,,700.0
06,333,22713,CLIMATITZACIÓ EQUIPAMENTS CULTURA,5100.0,,5100.0
06,337,22700,NETEJA EQUIPAMENT ESPAI JOVE,13197.0,,13197.0
06,337,22711,MANTENIMENT ALARMA EQUIPAMENT ESPAI JOVE,750.0,,750.0
06,337,22713,CLIMATITZACIÓ EQUIPAMENT ESPAI JOVE,4100.0,,4100.0
06,338,22717,ENLLUMENAT NADAL,65000.0,,65000.0
06,342,22700,NETEJA EQUIPAMENTS ESPORTIUS,0.0,,0.0
06,342,22706,MANTENIMENT GESPA ARTIFICIAL I SISTEMA DE REG CAMP DE FUTBOL,5500.0,,5500.0
06,342,22707,MANTENIMENT EQUIPAMENTS ESPORTIUS,206000.0,,206000.0
06,342,22711,MANTENIMENT ALARMA EQUIPAMENTS ESPORTIUS,2800.0,,2800.0
06,342,22713,CLIMATITZACIÓ EQUIPAMENTS ESPORTIUS,18400.0,,18400.0
06,430,22700,NETEJA CENTRE DE EMPRESES CAN GAVARRA,26000.0,,26000.0
06,430,22712,MANTENIMENT ASCENSOR CENTRE D'EMPRESES CAN GAVARRA,750.0,,750.0
06,430,22713,CLIMATITZACIO CENTRE D'EMPRESES CAN GAVARRA,8500.0,,8500.0
06,451,22700,NETEJA MAGATZEM BRIGADA,5300.0,,5300.0
06,451,22711,MANTENIMENT ALARMA NAU BRIGADA,500.0,,500.0
06,451,22713,CLIMATITZACIÓ LOCAL BRIGADA MUNICIPAL,3100.0,,3100.0
06,451,62400,ELEMENTS DE TRANSPORTS,0.0,,0.0
06,451,62501,MOBILIARI I ESTRIS,0.0,,0.0
06,920,22700,NETEJA EDIFICIS MUNICIPALS,70000.0,,70000.0
06,920,22712,MANTENIMENT ASCENSOR EDIFICI MUNICIPAL,750.0,,750.0
06,920,22713,CLIMATITZACIÓ EDIFICIS MUNICIPALS,13100.0,,13100.0
06,1521,62501,MOBILIARI I ESTRIS,0.0,,0.0
06,1530,62501,MOBILIARI I ESTRIS EN VIA PÚBLICA,30000.0,,30000.0
06,1621,20400,LLOGUER DE MATERIAL DE TRANSPORT,0.0,,0.0
06,1621,22700,RECOLLIDA DE RESIDUS,530000.0,,530000.0
06,1622,22700,GESTIÓ DE RESIDUS SÒLIDS URBANS,67600.0,,67600.0
06,1622,22711,MANTENIMENT ALARMA DEIXALLERIA,500.0,,500.0
06,1623,22700,TRACTAMENT DE RESIDUS,360000.0,,360000.0
06,3230,22700,NETEJA ESCOLES PÚBLIQUES,240000.0,,240000.0
06,3230,22711,MANTENIMENT ALARMA ESCOLES PÚBLIQUES,1700.0,,1700.0
06,3230,22712,MANTENIMENT ASCENSOR ESCOLES PUBLIQUES,1500.0,,1500.0
06,3230,22713,CLIMATITZACIÓ ESCOLES PÚBLIQUES,13500.0,,13500.0
06,3231,22700,NETEJA ESCOLES BRESSOL MUNICIPALS,103400.0,,103400.0
06,3231,22711,MANTENIMENT ALARMA ESCOLES BRESSOL MUNICIPALS,1700.0,,1700.0
06,3231,22712,MANTENIMENT ASCENSOR ESCOLES BRESSOLS MUNICIPALS,750.0,,750.0
06,3231,22713,CLIMATITZACIÓ ESCOLES BRESSOL MUNICIPALS,11000.0,,11000.0
06,3321,22700,NETEJA BIBLIOTECA,18100.0,,18100.0
06,3321,22713,CLIMATITZACIÓ BIBLIOTECA,0.0,,0.0
06,9290,22700,NETEJA LOCAL D'ÀREA ATENCIÓ A LES PERSONES,7920.0,,7920.0
06,9290,22713,CLIMATITZACIÓ LOCAL ÀREA ATENCIÓ A LES PERSONES,5600.0,,5600.0
06,9293,22700,NETEJA EQUIPAMENT EL ROURE,35000.0,,35000.0
06,9293,22711,MANTENIMENT ALARMA EQUIPAMENT EL ROURE,1200.0,,1200.0
06,9293,22712,MANTENIMENT ASCENSOR EQUIPAMENT EL ROURE,750.0,,750.0
06,9293,22713,CLIMATITZACIÓ EQUIPAMENT EL ROURE,12000.0,,12000.0
07,170,14300,ALTRE PERSONAL,36135.0,,36135.0
07,170,15000,PRODUCTIVITAT,600.0,,600.0
07,170,16000,SEGURETAT SOCIAL PERSONAL MEDI AMBIENT,11762.0,,11762.0
07,170,21300,MANTENIMENT ESTACIÓ METEOROLÒGICA,0.0,,0.0
07,170,21400,MANTENIMENT BICICLETES MEDI AMBIENT,300.0,,300.0
07,170,21900,MANTENIMENT APP NATURA LOCAL,3500.0,,3500.0
07,170,22199,ALTRES SUBMINISTRAMENTS,700.0,,700.0
07,170,22200,SERVEIS DE TELECOMUNICACIONS,700.0,,700.0
07,170,48900,SUBVENCIONS ENTITATS,500.0,,500.0
07,454,22706,ACTUACIONS CAMINS FORESTALS,9500.0,,9500.0
07,454,61900,ACTUACIONS EN CAMINS MUNICIPALS,0.0,,0.0
07,459,61000,INVERSIONS EN TERRENYS,111262.0,,111262.0
07,459,61900,NATURALITZACIÓ TRAM RIERA DE POLINYÀ -PASSEIG JOAN FUSTER-,0.0,,0.0
07,942,46700,A CONSORCIS,4000.0,,4000.0
07,1530,62301,"MAQUINARIA, INSTAL.LACIONS I ESTRIS",0.0,,0.0
07,1622,20800,LLOGUER D'ALTRE IMMOBILITZAT MATERIAL,2000.0,,2000.0
07,1722,22199,ALTRES SUBMINISTRAMENTS,2000.0,,2000.0
07,1722,22608,ALTRES DESPESES DIVERSES,1500.0,,1500.0
07,1722,22610,ACTUACIONS PREVENCIÓ DE RESIDUS,10000.0,,10000.0
07,1722,22611,ACTIVITATS D'EDUCACIÓ I SENSIBILITZACIÓ AMBIENTAL,30000.0,,30000.0
07,1722,22707,TREBALLS REALITZATS PER ALTRES EMPRESES,500.0,,500.0
07,1722,61000,INVERSIONS EN TERRENYS,0.0,,0.0
08,330,13000,RETRIBUCIONS BÀSIQUES PERSONAL LABORAL FIX,14507.0,,14507.0
08,330,13002,ALTRES REMUNERACIONS PERSONAL LABORAL FIX,14828.0,,14828.0
08,330,14300,ALTRE PERSONAL ATIPIC,13566.0,,13566.0
08,330,15000,PRODUCTIVITAT,1200.0,,1200.0
08,330,15100,GRATIFICACIONS,2000.0,,2000.0
08,330,16000,SEGURETAT SOCIAL PERSONAL CULTURA I FESTES,16980.0,,16980.0
08,330,22602,PUBLICITAT I PROPAGANDA,1500.0,,1500.0
08,330,62300,"MAQUINÀRIA, INSTAL·LACIONS TÈCNIQUES I UTILLATGE",0.0,,0.0
08,330,62501,MOBILIARI I ESTRIS CULTURA,20000.0,,20000.0
08,330,64000,DESPESES EN INVERSIONS IMMATERIALS,0.0,,0.0
08,333,20800,LLOGUER D'ALTRE IMMOBILITZAT MATERIAL,0.0,,0.0
08,333,21500,MANTENIMENT MOBILIARI I ESTRIS,1000.0,,1000.0
08,333,22199,ALTRES SUBMINISTRAMENTS,1000.0,,1000.0
08,333,22200,SERVEIS DE TELECOMUNICACIONS,1600.0,,1600.0
08,333,22203,COMUNICACIONS INFORMATIQUES,0.0,,0.0
08,333,62501,MOBILIARI I ESTRIS,0.0,,0.0
08,333,63201,EDIFIS I ALTRES CONSTRUCCIONS CENTRE CIVIC,0.0,,0.0
08,333,68200,"LOCAL C/MONTSENY, NÚM.8",0.0,,0.0
08,334,22609,ACTIVITATS CULTURA,14000.0,,14000.0
08,334,48900,SUBVENCIONS ENTITATS CULTURALS,19000.0,,19000.0
08,334,48901,CONVENI EL GRUP-ACTIVITATS CULTURALS,8500.0,,8500.0
08,334,48902,ALTRES SUBVENCIONS,0.0,,0.0
08,338,20800,LLOGUER D'ALTRE IMMOBILITZAT MATERIAL,55000.0,,55000.0
08,338,22199,ALTRES SUBMINISTRAMENTS,0.0,,0.0
08,338,22610,FESTA MAJOR D'HIVERN,6500.0,,6500.0
08,338,22611,FESTES NADALENQUES,60000.0,,60000.0
08,338,22612,ALTRES FESTES POPULARS,13500.0,,13500.0
08,338,22614,FESTA MAJOR D'ESTIU,80000.0,,80000.0
08,338,22710,SERVEIS D'ENGINYERIA,24000.0,,24000.0
08,942,46700,CONSORCI NORMALITZACIÓ LINGÜISTICA,10000.0,,10000.0
08,3321,13000,RETRIBUCIONS BÀSIQUES PERSONAL LABORAL FIX,28881.0,,28881.0
08,3321,13002,ALTRES REMUNERACIONS PERSONAL LABORAL FIX,31068.0,,31068.0
08,3321,13100,RETRIBUCIONS PERSONAL LABORAL TEMPORAL,26982.0,,26982.0
08,3321,15000,PRODUCTIVITAT,1800.0,,1800.0
08,3321,15100,GRATIFICACIOS PERSONAL FUNCIONARI,1000.0,,1000.0
08,3321,16000,SEGURETAT SOCIAL PERSONAL BIBLIOTECA,27825.0,,27825.0
08,3321,21200,COMUNITAT BIBLIOTECA,6000.0,,6000.0
08,3321,21500,MANTENIMENT MOBILIARI I ESTRIS,100.0,,100.0
08,3321,21900,EQUIPS PER A PROCESSOS D'INFORMACIÓ,1700.0,,1700.0
08,3321,22001,LLIBRES BIBLIOTECA,7200.0,,7200.0
08,3321,22199,ALTRES SUBMINISTRAMENTS,300.0,,300.0
08,3321,22200,SERVEIS DE TELECOMUNICACIONS,900.0,,900.0
08,3321,22203,COMUNICACIONS INFORMÀTIQUES,500.0,,500.0
08,3321,22300,TRANSPORTS,300.0,,300.0
08,3321,22605,ALTRES DESPESES,0.0,,0.0
08,3321,22609,ACTIVITATS BIBLIOTECA,15000.0,,15000.0
08,3321,62501,MOBILIARI I ESTRIS,0.0,,0.0
08,3321,63201,EDIFICIS I ALTRES CONSTRUCCIONS,0.0,,0.0
08,3321,64800,QUOTES ARRENDAMENTS FINANCERS,3400.0,,3400.0
09,924,22706,PARTICIPACIÓ CIUTADADA,3700.0,,3700.0
09,9230,22706,CAMPANYES DE COMUNICACIÓ,11100.0,,11100.0
09,9232,21900,MANTENIMENT PROGRAMES INFORMATICS,0.0,,0.0
09,9232,22602,"BUTLLETÍ, AGENDA I ALTRES PUBLIC MUNICIPALS -TRANSPARÈNCIA-",26000.0,,26000.0
09,9232,22608,MANTENIMENT PÀGINA WEB I IMATGE CORPORATIVA,7615.0,,7615.0
09,9232,22706,SERVEIS DE FOTOGRAFIA,10800.0,,10800.0
09,9232,48900,SUBVENCIONS,500.0,,500.0
10,241,14100,PERSONAL PLANS D'OCUPACIÓ,0.0,,0.0
10,241,16002,SEGURETAT SOCIAL ALTRE PERSONAL PLA D'OCUPACIO,0.0,,0.0
10,241,16106,INDEMNITZACIONS,0.0,,0.0
10,241,22699,ALTRES DESPESES DIVERSES,0.0,,0.0
10,337,12001,RETRIBUCIONS BASIQUES FUNCIONARIS SOUS GRUP A2.,1114.0,,1114.0
10,337,12100,COMPLEMENT DE DESTINACIÓ,592.0,,592.0
10,337,12101,COMPLEMENT ESPECÍFIC,1195.0,,1195.0
10,337,13100,RETRIBUCIONS PERSONAL LABORAL EVENTUAL,62109.0,,62109.0
10,337,15000,PRODUCTIVITAT PERNAL FUNCIONARI,1800.0,,1800.0
10,337,16000,SEGURETAT SOCIAL PERSONAL JOVENTUT,21886.0,,21886.0
10,337,20500,LLOGUER DE MOBILIARI I ESTRIS,300.0,,300.0
10,337,20800,LLOGUER D'ALTRE IMMOBILITZAT MATERIAL,1000.0,,1000.0
10,337,21500,MANTENIMENT MOBILIARI I ESTRIS,1000.0,,1000.0
10,337,22199,ALTRES SUBMINISTRAMENTS,2000.0,,2000.0
10,337,22200,SERVEIS DE TELECOMUNICACIONS,0.0,,0.0
10,337,22203,COMUNICACCIONS INFORMATIQUES,3000.0,,3000.0
10,337,22602,PUBLICITAT I PROPAGANDA JOVENTUT,6000.0,,6000.0
10,337,22609,ACTIVITATS INFANTILS I JUVENILS,71500.0,,71500.0
10,337,22613,CASAL D'ESTIU,131000.0,,131000.0
10,337,22706,ESTUDI I DISSENY PLA LOCAL DE JOVENTUT,0.0,,0.0
10,337,22707,PUNT D'INFORMACIÓ JUVENIL,26000.0,,26000.0
10,337,22709,SERVEI  DINAMITZACIÓ ESPAI JOVE,60500.0,,60500.0
10,337,22710,PROGRAMA SALUT JOVE,34000.0,,34000.0
10,337,48900,SUBVENCIONS ENTITATS JUVENILS,3000.0,,3000.0
10,337,48901,CONVENI EL GRUP-ACTIVITATS JUVENILS,18000.0,,18000.0
10,337,48902,SUBVENCIÓ ASSOCIACIÓ JUVENIL VIP's,0.0,,0.0
10,337,62501,MOBILIARI I ESTRIS,0.0,,0.0
10,337,63201,EDIFICIS I ALTRES CONSTRUCCIONS,40000.0,,40000.0
11,320,12001,RETRIBUCIONS BÀSIQUES FUNCIONARIS SOUS GRUP A2,14993.0,,14993.0
11,320,12006,Triennis.,0.0,,0.0
11,320,12100,COMPLEMENT DE DESTINACIÓ,8292.0,,8292.0
11,320,12101,COMPLEMENT ESPECIFIC,14670.0,,14670.0
11,320,13000,RETRIBUCIONS BÀSIQUES PERSONAL LABORAL FIX,19098.0,,19098.0
11,320,13002,ALTRES REMUNERACIONS PERSONAL LABORAL FIX,23006.0,,23006.0
11,320,15000,PRODUCTIVITAT,1200.0,,1200.0
11,320,15100,GRATIFICACIONS,500.0,,500.0
11,320,16000,SEGURETAT SOCIAL PERSONAL EDUCACIÓ,25263.0,,25263.0
11,320,22602,PUBLICITAT I PROPAGANDA EDUCACIÓ,2200.0,,2200.0
11,3230,13000,RETRIBUCIONS BÀSIQUES PERSONAL LABORAL FIX,20914.0,,20914.0
11,3230,13002,ALTRES REMUNERACIONS PERSONAL LABORAL FIX,36033.0,,36033.0
11,3230,13100,RETRIBUCIONS PERSONAL LABORAL TEMPORAL,27376.0,,27376.0
11,3230,15000,PRODUCTIVITAT,1800.0,,1800.0
11,3230,15100,GRATIFICACIONS,2000.0,,2000.0
11,3230,16000,SEGURETAT SOCIAL PERSONAL CONSERGERIA ESCOLES PÚBLIQUES,27046.0,,27046.0
11,3230,20800,LLOGUER D'ALTRE INMOBILITZAT MATERIAL,2000.0,,2000.0
11,3230,22199,ALTRES SUBMINISTRAMENTS,200.0,,200.0
11,3230,22200,SERVEIS DE TELECOMUNICACIONS,2500.0,,2500.0
11,3230,22602,PUBLICITAT I PROPAGANDA,0.0,,0.0
