#Data,Import,Orgánica,Area,Funcional,Económica,Nom terc.,Text lliure,Document
2019-01-25,22.13,18,Serveis de manteniment d'edificis i inversions,,,"ENDESA ENERGIA XXI, S.L.U.",CONSUM ELÈCTRIC ENLLUMENAT PÚBLIC DEL 05/11/18 AL 04/12/18,040018965934 0491 S1M801N1017472
2019-01-25,741.86,18,Serveis de manteniment d'edificis i inversions,,,"ENDESA ENERGIA,S.A.",CONSUM ELÈCTRIC ENLLUMENAT PÚBLIC DEL 01/10/18 AL 27/11/18,999435539298 0871 P1M801N1683436
2019-01-25,507.39,18,Serveis de manteniment d'edificis i inversions,,,"ENDESA ENERGIA,S.A.",CONSUM ELÈCTRIC ENLLUMENAT PÚBCLI DEL 30/09/18 AL 27/11/18,082020748451 0441 P1M801N1661422
2019-01-25,655.17,18,Serveis de manteniment d'edificis i inversions,,,"ENDESA ENERGIA,S.A.",CONSUM ELÈCTRIC ENLLUMENAT PÚBCLI DEL 30/09/18 AL 27/11/18,999435542051 0827 P1M801N1661484
2019-01-25,912.63,18,Serveis de manteniment d'edificis i inversions,,,"ENDESA ENERGIA,S.A.",CONSUM GAS EBM GINESTA DEL 05/11/18 AL 03/12/18,086161878033 0434 P1M801N1704386
2019-01-25,470.06,18,Serveis de manteniment d'edificis i inversions,,,"ENDESA ENERGIA,S.A.",CONSUM ELÈCTRIC BIBLIOTECA DEL 31/10/18 AL 27/11/18,999435449305 0871 P1M801N1659703
2019-01-25,1557.67,18,Serveis de manteniment d'edificis i inversions,,,"ENDESA ENERGIA,S.A.",CONSUM GAS ESCOLA ROSER CAPDEVILA DEL 05/11/18 AL 03/12/18,086161878827 0451 P1M801N1704388
2019-01-25,599.12,18,Serveis de manteniment d'edificis i inversions,,,"ENDESA ENERGIA,S.A.",CONSUM ELÈCTRIC ENLLUMENAT PÚBCLI DEL 30/09/18 AL 28/11/18,082020769480 0456 P1M801N1666297
2019-01-25,924.34,18,Serveis de manteniment d'edificis i inversions,,,"ENDESA ENERGIA,S.A.",CONSUM ELÈCTRIC ENLLUMENAT PÚBCLI DEL 30/09/18 AL 28/11/18,999435541267 0873 P1M801N1666382
2019-01-25,753.76,18,Serveis de manteniment d'edificis i inversions,,,"ENDESA ENERGIA,S.A.",CONSUM ELÈCTRIC ENLLUMENAT PÚBLIC DEL 02/10/18 AL 04/12/18,999435543999 0447 P1M801N1717214
2019-01-25,2064.76,18,Serveis de manteniment d'edificis i inversions,,,"ENDESA ENERGIA,S.A.",CONSUM ELÈCTRIC ROURE DEL 31/10/18 AL 30/11/18,999435447764 0892 P1M801N1682150
2019-01-25,449.31,18,Serveis de manteniment d'edificis i inversions,,,"ENDESA ENERGIA,S.A.",CONSUM ELÈCTRIC ENLLUMENAT PÚBCLI DEL 30/09/18 AL 28/11/18,082020760946 0456 P1M801N1666296
2019-01-25,495.63,18,Serveis de manteniment d'edificis i inversions,,,"ENDESA ENERGIA,S.A.",CONSUM ELÈCTRIC EBM GINESTA DEL 31/10/18 AL 02/12/18,999435448618 0899 P1M801N1696718
2019-01-25,389.34,18,Serveis de manteniment d'edificis i inversions,,,"ENDESA ENERGIA,S.A.",CONSUM ELÈCTRIC ENLLUMENAT PÚBCLI DEL 30/09/18 AL 28/11/18,082020804366 0441 P1M801N1666298
2019-01-25,331.36,18,Serveis de manteniment d'edificis i inversions,,,"ENDESA ENERGIA,S.A.",CONSUM ELÈCTRIC ESCOLA ROSER CAPDEVILA DEL 31/10/18 AL 30/11/18,999435443793 0884 P1M801N1688658
2019-01-25,276.68,18,Serveis de manteniment d'edificis i inversions,,,"ENDESA ENERGIA,S.A.",CONSUM ELÈCTRIC ENLLUMENAT PÚBCLI DEL 30/09/18 AL 27/11/18,082020698411 0445 P1M801N1661421
2019-01-25,832.14,18,Serveis de manteniment d'edificis i inversions,,,"ENDESA ENERGIA,S.A.",CONSUM GAS EBM BADABADOC DEL 28/09/18 AL 26/11/18,086161878242 0236 P1M801N1666753
2019-01-25,253.08,18,Serveis de manteniment d'edificis i inversions,,,"ENDESA ENERGIA,S.A.",CONSUM ELÈCTRIC LOCAL SERVEIS A LES PERSONES DEL 31/10/18 AL 27/11/18,999435537782 0869 P1M801N1659706
2019-01-25,146.53,18,Serveis de manteniment d'edificis i inversions,,,"ENDESA ENERGIA,S.A.",CONSUM ELÈCTRIC ENLLUMENAT PÚBLIC DEL 30/09/18 AL 27/11/18,082020757221 0456 P1M801N1661424
2019-01-25,162.85,18,Serveis de manteniment d'edificis i inversions,,,"ENDESA ENERGIA,S.A.",CONSUM ELÈCTRIC CENTRE CÍVIC DEL 31/10/18 AL 27/11/18,082000255883 0881 P1M801N1668590
2019-01-25,1724.67,18,Serveis de manteniment d'edificis i inversions,,,"ENDESA ENERGIA,S.A.",CONSUM ELÈCTRIC ESCOLA PERE CALDERS DEL 31/10/18 AL 30/11/2018,082001588339 0834 P1M801N1682410
2019-01-25,826.37,18,Serveis de manteniment d'edificis i inversions,,,"ENDESA ENERGIA,S.A.",CONSUM ELÈCTRIC ENLLUMENAT PÚBCLI DEL 30/09/18 AL 28/11/18,082021441822 0437 P1M801N1666307
2019-01-25,1670.24,18,Serveis de manteniment d'edificis i inversions,,,"ENDESA ENERGIA,S.A.",CONSUM GAS ESCOLA PERE CALDERS DEL 05/11/18 AL 03/12/18,086161878675 0504 P1M801N1704387
2019-01-25,289.61,18,Serveis de manteniment d'edificis i inversions,,,"ENDESA ENERGIA,S.A.",CONSUM ELÈCTRIC ENLLUMENAT PÚBCLI DEL 31/10/18 AL 28/11/18,082020805545 0456 P1M801N1689388
2019-01-25,617.49,18,Serveis de manteniment d'edificis i inversions,,,"ENDESA ENERGIA,S.A.",CONSUM ELÈCTRIC ENLLUMENAT PÚBCLI DEL 30/09/18 AL 27/11/18,999435538241 0827 P1M801N1661483
2019-01-25,1084.8,18,Serveis de manteniment d'edificis i inversions,,,"ENDESA ENERGIA,S.A.",CONSUM ELÈCTRIC ENLLUMENAT PÚBLIC DEL 02/10/18 AL 04/12/18,082020817721 0331 P1M801N1717156
2019-01-25,322.17,18,Serveis de manteniment d'edificis i inversions,,,"ENDESA ENERGIA,S.A.",CONSUM ELÈCTRIC ENLLUMENAT PÚBCLI DEL 30/09/18 AL 28/11/18,082020810671 0456 P1M801N1689389
2019-01-25,795.51,18,Serveis de manteniment d'edificis i inversions,,,"ENDESA ENERGIA,S.A.",CONSUM ELÈCTRIC ENLLUMENAT PÚBLIC DEL 02/10/18 AL 05/12/18,999435543190 0447 P1M801N1724557
2019-01-25,331.48,18,Serveis de manteniment d'edificis i inversions,,,"ENDESA ENERGIA,S.A.",CONSUM ELÈCTRIC ENLLUMENAT PÚBCLI DEL 30/09/18 AL 27/11/18,082020693111 0437 P1M801N1683426
2019-01-25,176.91,18,Serveis de manteniment d'edificis i inversions,,,"ENDESA ENERGIA,S.A.",CONSUM ELÈCTRIC LOCAL BRIGADA DEL 02/10/18 AL 27/11/18,082020843642 0641 P1M801N1706060
2019-01-25,963.64,18,Serveis de manteniment d'edificis i inversions,,,"ENDESA ENERGIA,S.A.",CONSUM ELÈCTRIC ENLLUMENAT PÚBLIC DEL 02/10/18 AL 04/12/18,082020816384 0331 P1M801N1717155
2019-01-25,227.4,18,Serveis de manteniment d'edificis i inversions,,,"ENDESA ENERGIA,S.A.",CONSUM ELÈCTRIC LOCAL ORGT I CREU ROJA DEL 05/10/18 AL 07/12/18,082020712053 0359 P1M801N1725380
2019-01-25,558.71,18,Serveis de manteniment d'edificis i inversions,,,"ENDESA ENERGIA,S.A.",CONSUM ELÈCTRIC ENLLUMENAT PÚBCLI DEL 30/09/18 AL 27/11/18,082020697625 0456 P1M801N1661420
2019-01-25,753.29,18,Serveis de manteniment d'edificis i inversions,,,"ENDESA ENERGIA,S.A.",CONSUM ENLLUMENAT PÚBLIC DEL 31/10/18 AL 27/11/18,999435444609 0958 P1M801N1659700
2019-01-25,62.92,18,Serveis de manteniment d'edificis i inversions,,,"ENDESA ENERGIA,S.A.",CONSUM ELÈCTRIC ENLLUMENAT PÚBLIC DEL 30/09/18 AL 27/11/18,082020695214 0437 P1M801N1661419
2019-01-25,370.9,18,Serveis de manteniment d'edificis i inversions,,,"ENDESA ENERGIA,S.A.",CONSUM ELÈCTRIC ENLLUMENAT PÚBLIC DEL 30/09/18 AL 27/11/18,999435540421 0812 P1M801N1661485
2019-01-25,849.36,18,Serveis de manteniment d'edificis i inversions,,,"ENDESA ENERGIA,S.A.",CONSUM ELÈCTRIC ENLLUMENAT PÚBLIC DEL 02/10/18 AL 06/12/18,999435542701 0447 P1M801N1716396
2019-01-25,28.23,18,Serveis de manteniment d'edificis i inversions,,,"ENDESA ENERGIA,S.A.",CONSUM GAS BAR ROURE DEL 28/09/18 AL 23/11/18,086161878981 0221 P1M801N1653924
2019-01-25,854.83,18,Serveis de manteniment d'edificis i inversions,,,"ENDESA ENERGIA,S.A.",CONSUM ELÈCTRIC CAN GAVARRA DEL 31/10/18 AL 02/12/18,082020837571 0650 P1M801N1696622
2019-01-25,949.45,18,Serveis de manteniment d'edificis i inversions,,,"ENDESA ENERGIA,S.A.",CONSUM GAS CENTRE CÍVIC DEL 28/09/18 AL 23/11/18,086161879100 0221 P1M801N1653925
2019-01-25,560.07,18,Serveis de manteniment d'edificis i inversions,,,"ENDESA ENERGIA,S.A.",CONSUM ELÈCTRIC ENLLUMENAT PÚBCLI DEL 31/10/18 AL 27/11/18,999435532881 0996 P1M801N1659704
2019-01-25,221.83,18,Serveis de manteniment d'edificis i inversions,,,"ENDESA ENERGIA,S.A.",CONSUM ELÈCTRIC ENLLUMENAT PÚBLIC DEL 30/09/18 AL 27/11/18,082020761745 0437 P1M801N1689193
2019-01-25,565.18,18,Serveis de manteniment d'edificis i inversions,,,"ENDESA ENERGIA,S.A.",CONSUM ELÈCTRIC ENLLUMENAT PÚBLIC DEL 31/10/18 AL 27/11/18,999435534572 0846 P1M801N1659708
2019-01-25,859.89,18,Serveis de manteniment d'edificis i inversions,,,"ENDESA ENERGIA,S.A.",CONSUM ELÈCTRIC AJUNTAMENT DEL 31/10/18 AL 27/11/18,999435446834 0865 P1M801N1659702
2019-01-25,606.38,18,Serveis de manteniment d'edificis i inversions,,,"ENDESA ENERGIA,S.A.",CONSUM ELÈCTRIC EBM BADABADOC DEL 31/10/18 AL 27/11/18,999435537442 0850 P1M801N1659705
2019-01-25,858.3,18,Serveis de manteniment d'edificis i inversions,,,"ENDESA ENERGIA,S.A.",CONSUM ENLLUMENAT PÚBLIC DEL 31/10/18 AL 27/11/18,999435442878 0846 P1M801N1659699
2019-01-25,208.93,18,Serveis de manteniment d'edificis i inversions,,,"ENDESA ENERGIA,S.A.",CONSUM ELÈCTRIC ENLLUMENAT PÚBLIC DEL 30/09/18 AL 27/11/18,082020755864 0437 P1M801N1661423
2019-01-25,960.14,18,Serveis de manteniment d'edificis i inversions,,,"ENDESA ENERGIA,S.A.",CONSUM ELÈCTRIC ESCOLA POLINYA DEL 31/10/18 AL 02/12/18,082020844971 0646 P1M801N1696623
2019-01-25,296.4,18,Serveis de manteniment d'edificis i inversions,,,"ENDESA ENERGIA,S.A.",COSUM ELÈCTRIC CASAL DE JOVES DEL 31/10/18 AL 27/11/18,999435441521 0831 P1M801N1659701
2019-01-25,10.59,13,Esports,,,ESPORTS,MATERIAL ESPORTS - BESTRETA,01076
2019-01-25,55.81,13,Esports,,,ESPORTS,MATERIAL ESPORTIU FESTA DE L'ESPORT - BESTRETA,6232018001680
2019-01-25,10.95,13,Esports,,,ESPORTS,VARIS FESTA DE L'ESPORT - BESTRETA,302
2019-01-25,7.44,13,Esports,,,ESPORTS,CÓPIES CLAUS ESPORTS - BESTRETA,180893
2019-01-25,27.36,13,Esports,,,ESPORTS,CÓPIES CLAUS ESPORTS - BESTRETA,181066
2019-01-25,79.22,13,Esports,,,ESPORTS,AIGÜES FESTA DE L'ESPORT - BESTRETA,4449633906
2019-01-25,151.25,18,Serveis de manteniment d'edificis i inversions,,,"FIELDTURF POLIGRAS, S.A.",MANTENIMENT GESPA ARTIFICIAL 2N TRIMESTRE 2018,FE18 2006165
2019-01-25,192.72,02,Serveis generals,,,"GARCIA-TREVIJANO HINOJOSA, JOSE ERNESTO ( REGISTRO PROPIEDAD SABADELL)",NOTA REGISTRE,43
2019-01-25,291.05,02,Serveis generals,,,"GARCIA-TREVIJANO HINOJOSA, JOSE ERNESTO ( REGISTRO PROPIEDAD SABADELL)",NOTES REGISTRE,44
2019-01-25,1610.44,18,Serveis de manteniment d'edificis i inversions,,,"JOMAG, SL",LLOGUER NAU BRIGADA GENER 2019,0010
2019-01-25,162.0,18,Serveis de manteniment d'edificis i inversions,,,"JORDI L'ESPIGOL JARDINER, S.L.",MANTENIMENT JARDINERIA NOVEMBRE 2018 - CAN GAVARRA,10242
2019-01-25,2297.68,06,Serveis municipals i via pública,,,"JORDI L'ESPIGOL JARDINER, S.L.",MANTENIMENT JARDINERIA CAN ROVIRA D1 - NOVEMBRE 2018,10243
2019-01-25,50.0,10,Joventut,,,JOVENTUT,SERVEI TAXI TORNADA ACTIVITAT NADAL JOVE - BESTRETA,18023
2019-01-25,209.5,10,Joventut,,,JOVENTUT,MATERIAL NADAL JOVE - BESTRETA,00218007034
2019-01-25,20.1,10,Joventut,,,JOVENTUT,TRANSPORT SORTIDA PLATJA JOVES - BESTRETA,2
2019-01-25,20.1,10,Joventut,,,JOVENTUT,TRANSPORT SORTIDA PLATJA JOVES - BESTRETA,1
2019-01-25,113.79,10,Joventut,,,JOVENTUT,MATERIAL NADAL JOVE - BESTRETA,6232018004032
2019-01-25,5.0,10,Joventut,,,JOVENTUT,MATERIAL NADAL JOVE - BESTRETA,00347/18
2019-01-25,20.1,10,Joventut,,,JOVENTUT,TRANSPORT SORTIDA AL MUSEU JOVES - BESTRETA,3
2019-01-25,3.65,02,Serveis generals,,,"MARCTECNIC POLINYA, S. L.",BLOC EFICIENT URBANISME,02163
2019-01-25,936.0,09,"Comunicació, participació ciutadana i qualitat democràtica",,,"MIRADA LOCAL, SL",REDACCIÓ I DISSENY BUTLLETÍ MPAL OCTUBRE 2018,894
2019-01-25,936.0,09,"Comunicació, participació ciutadana i qualitat democràtica",,,"MIRADA LOCAL, SL",REDACCIÓ I DISSENY GRAFIC REVISTA INF. POLINYA ( NOVEMBRE 2018),918
2019-01-25,36.3,17,Ocupació,,,"OMNIA AV, S.C.P.",LLAPIS PISSARRA Smart SB-480 PER FORMACIÓ,A/18273
2019-01-25,223.86,02,Serveis generals,,,ONEDIRECT COMUNICACIONES SL,CASC INALÀMBRIC RECEPCIÓ AJUNTAMENT,FB18026352
2019-01-25,530.0,14,Dona i igualtat,,,"PASCUAL VILARÓ, MIREIA",ACTUACIÓ PROJECTE LILITH 23 NOVEMBRE VIOLÈNCIA GÈNERE,1
2019-01-25,420.0,02,Serveis generals,,,"POLICLINICA PERE GRAU, S.L.",REVISIONS TREBALLADORS,812/18
2019-01-25,960.0,20,Promoció econòmica,,,"QUADRANT ALFA, SL",RECULL FACEBOOK I TWITTER 19/11/18 - 26/11/18,127
2019-01-25,399.97,02,Serveis generals,,,QUIRÓN PREVENCIÓN SLU,SERTVEI PREVENCIÓ RISCOS LABORALS DESEMBRE 2018,0118472875
2019-01-25,319.44,09,"Comunicació, participació ciutadana i qualitat democràtica",,,"REPARTO PUBLICITARIO JC, S.C.P.",REPARTIMENT BUTLLETÍ NOVEMBRE 2018,124
2019-01-25,240.84,02,Serveis generals,,,SERVICIOS MICROINFORMÁTICA S.A.,DESTRUCTORA SERVEIS INTERNS 1a PLANTA AJUNTAMENT,18C1 027547
2019-01-25,4.84,11,Educació,,,"TELEFONICA MOVILES, SA (MOVISTAR)",CONSUM LINIA ASCENSOR ESCOLA BRESSOL BABADADOC OCTUBRE 2018,28-K8M0-410452
2019-01-30,80.0,18,Serveis de manteniment d'edificis i inversions,,,"COMUNITAT DE PROPIETARIS C/PIRINEOS, 8",1R TRIMESTRE 2019 QUOTA COMUNITAT PROPIETARIS LOCAL CREU ROJA,
2019-02-04,650.0,16,Serveis socials,,,"GARCIA IÑIGO, JUAN",LLOGUER PIS SERV.SOCIALS C/.ROMANI FEBRER 2019,003/2019
2019-02-04,550.0,16,Serveis socials,,,"MARSAL SOLER ANGEL I CIA, CB",LLOGUER PIS SOCIAL C/. CADI FEBRER 2019,2/350
2019-02-04,550.0,16,Serveis socials,,,"MARTIN LLAMAS, MARIA JESUS","LLOGUER PIS SERV. SOCIALS C/ROMANI, FEBRER 2019",008/2019
2019-02-15,1899.1,10,Joventut,,,7 D'AVENTURA S.L.,SERVEI PIJ DESEMBRE 2018,2018/E31
2019-02-15,225.0,10,Joventut,,,"AGUASCA AYNÉS, JOAQUIN",TALLER GUITARRA DESEMBRE 2018,15/018
2019-02-15,2969.34,13,Esports,,,ARES SPORT EVENTS SL,SORTIDA AL PORTAVENTURA PER FESTA DE L'ESPORT 48 PERSONES,318
2019-02-15,920.81,10,Joventut,,,"ARGOT GRÀFIC DESIGN, S.L.",TARGETONS ALCALDE I TRIPTICS JOVENTUT,18284
2019-02-15,458.33,14,Dona i igualtat,,,ASSISTÈNCIA I GESTIÓ INTEGRAL,SUPORT PSICOLÒGIC PER A DONES DESEMBRE 2018,A 2018/A/4684
2019-02-15,1494.0,02,Serveis generals,,,ASSOCIACIO CATALANA DE MUNICIPIS I COMARQUES,QUOTA ANUAL 2019,89/2019
2019-02-15,17.88,18,Serveis de manteniment d'edificis i inversions,,,ASSOCIACIÓ HORTELANS DE POLINYÀ,CONSUM AIGUA COMUNITARIA HORTS MUNICIPALS,
2019-02-15,7.67,18,Serveis de manteniment d'edificis i inversions,,,ASSOCIACIÓ HORTELANS DE POLINYÀ,CONSUM AIGUA PARCEL.LA SOCIAL Nº. 16  HORTS MUNICIPALS,
2019-02-15,5.1,20,Promoció econòmica,,,CAN GAVARRA,MATERIAL DECORACIÓ NADAL CAN GAVARRA - BESTRETA,936
2019-02-15,14.9,20,Promoció econòmica,,,CAN GAVARRA,MATERIAL DECORACIÓ NADAL CAN GAVARRA - BESTRETA,21
2019-02-15,11.75,20,Promoció econòmica,,,CAN GAVARRA,MATERIAL DECORACIÓ NADAL CAN GAVARRA - BESTRETA,22
2019-02-15,9.95,20,Promoció econòmica,,,CAN GAVARRA,MATERIAL DECORACIÓ NADAL CAN GAVARRA - BESTRETA,23
2019-02-15,12.61,07,Medi ambient,,,"CANALS BOLAÑOS, ALICIA",CÒPIES CLAUS MEDI AMBIENT,180338
2019-02-15,16.0,21,Gent gran,,,"CANALS BOLAÑOS, ALICIA",MATERIALS GENT GRAN,180374
2019-02-15,3.61,02,Serveis generals,,,"CANALS BOLAÑOS, ALICIA",COPIES DE CLAUS AJUNTAMENT,180339
2019-02-15,18.61,12,Àrea d'atenció a les persones,,,"CANALS BOLAÑOS, ALICIA",CÒPIES CLAUS ATENCIÓ A LES PERSONES,180378
2019-02-15,302.5,09,"Comunicació, participació ciutadana i qualitat democràtica",,,"CANO DE ARRIBAS, JOSEP",FOTOS PISTA DE GEL DESEMBRE 2018,54/18
2019-02-15,302.5,10,Joventut,,,"CANO DE ARRIBAS, JOSEP","FOTOS TALLER DE CIRC DE JOVES, 3 de gener 2019",02/19
2019-02-15,302.5,10,Joventut,,,"CANO DE ARRIBAS, JOSEP",FOTOS ACTIVITAT CUPKAKES,51/18
2019-02-15,302.5,10,Joventut,,,"CANO DE ARRIBAS, JOSEP",FOTOS ACTIVITATS JOVES DESEMBRE 2018,53/18
2019-02-15,302.5,08,Cultura,,,"CANO DE ARRIBAS, JOSEP",FOTOS CAVALCADA DE REIS  5 de gener 2019,03/19
2019-02-15,302.5,09,"Comunicació, participació ciutadana i qualitat democràtica",,,"CANO DE ARRIBAS, JOSEP",FOTOGRAFIES FIRA DE NADAL DESEMBRE 2018,52/18
2019-02-15,450.0,21,Gent gran,,,"CARRION MOLINA, FRANCISCO JOSE",CATERING 4º ZAMBOMBA 2018,002/18
2019-02-15,172.5,21,Gent gran,,,CASAL GENT GRAN,MATERIAL PER TALLERS I ACTIVITATS GENT GRAN - BESTRETA,0019
2019-02-15,1607.18,18,Serveis de manteniment d'edificis i inversions,,,"CATALANA DE CLIMA I C.LLONCH,S.L.",CANVI COMPRESSOR SALA JOCS AVIS ROURE,181812049
2019-02-15,517.13,06,Serveis municipals i via pública,,,"CATALANA DE CLIMA I C.LLONCH,S.L.",QUOTA MANTENIMENT CLIMA DESEMBRE 2018,182800318
2019-02-15,45.21,18,Serveis de manteniment d'edificis i inversions,,,"CATALANA DE CLIMA I C.LLONCH,S.L.",CORRECTIU AVARIA CLIMA ROURE,181811207
2019-02-15,163.35,17,Ocupació,,,CENTRE METAL.LURGIC,MATERIALS LLIBRES DE FORMACIÓ,181446
2019-02-15,1290.0,07,Medi ambient,,,"COLOME OLIVE, FIDEL",PREPARACIÓ ALUMNES PRACTIQUES INSTITUT,3
2019-02-15,665.5,08,Cultura,,,"COLOMER MAS, MONTSERRAT",PLA D'EMERGENCIA CAP ANY 2018,1/2019
2019-02-15,269.01,15,Salut i consum ,,,"COMERCIAL DE VENTAS MACVEN, SL",ALIMENTS GATS,0021/18
2019-02-15,14.96,15,Salut i consum ,,,"COMERCIAL DE VENTAS MACVEN, SL",PRODUCTES GATS,0020/18
2019-02-15,34.86,15,Salut i consum ,,,"COMERCIAL DE VENTAS MACVEN, SL",ABONAR L'IVA DE LA FRA. 2018/1532,0008/18BIS
2019-02-15,32.84,18,Serveis de manteniment d'edificis i inversions,,,"COMERCIAL LIDER, S.A.",MATERIAL MANTENIMENT LOCAL C/.PIRINEUS ,804103537
2019-02-15,208.05,18,Serveis de manteniment d'edificis i inversions,,,"COMERCIAL LIDER, S.A.",MATERIAL MANTENIMENT ACTES FESTES CULTURALS,804103535
2019-02-15,54.78,07,Medi ambient,,,"COMERCIAL LIDER, S.A.",MATERIAL PROJECTE BÒVILA,804103536
2019-02-15,36.24,18,Serveis de manteniment d'edificis i inversions,,,"COMERCIAL LIDER, S.A.",MATERIALS PISTA DEL TURO,804103669
2019-02-15,22.54,18,Serveis de manteniment d'edificis i inversions,,,"CONFECCIONES INDUSTRIALES VALLS, SA",VESTUARI PLANS D'OCUPACIÓ,Emit- 806
