#Org.,Fun.,Eco.,Descripció,Crèdits inicials,Modificacions de crèdit,Crèdits totals consignats,Obligacions reconegudes
020,011,91302,AMORTITZACIÓ PRÈSTECS A MIG I LLARG FORA DEL S.PÚBLIC,30147,0,30147,30146.56
020,221,16000,SEGURETAT SOCIAL FORMACIÓ I ACCIÓ SOCIAL,10240,0,10240,0
020,221,16106,INDEMNITZACIONS,0,0,0,6236.29
020,221,16200,FORMACIO I PERFECCIONAMENT PERSONAL,9000,0,9000,6053.9
020,221,16204,ACCIÓ SOCIAL PERSONAL,23000,0,23000,26927.28
020,920,12000,RETRIBUCIONS BASIQUES FUNCIONARIS SOUS GRUP A1,15527,0,15527,15010.93
020,920,12001,RETRIBUCIONS BASIQUES FUNCIONARIS SOUS GRUP A2,40277,0,40277,39989.27
020,920,12003,RETRIBUCIONS BASIQUES FUNCIONARIS SOUS GRUP C1,41041,0,41041,40312.23
020,920,12004,RETRIBUCIONS BASIQUES FUNCIONARIS SOUS GRUP C2,41948,0,41948,42660.34
020,920,12006,TRIENNIS,31056,0,31056,29255.05
020,920,12100,COMPLEMENT DE DESTINACIÓ,77473,0,77473,76649.79
020,920,12101,COMPLEMENT ESPECÍFIC,238509,0,238509,243355.61
020,920,13000,RETRIBUCIONS BÀSIQUES PERSONAL LABORAL FIX,50929,0,50929,50286.2
020,920,13002,ALTRES REMUNERACIONS PERSONAL LABORAL FIX,73144,0,73144,74323.49
020,920,15000,PRODUCTIVITAT,9000,0,9000,7200
020,920,15100,GRATIFICACIONS PERSONAL FUNCIONARI,5600,0,5600,3800
020,920,16000,SEGURETAT SOCIAL PERSONAL SERVEIS GENERALS,161104,0,161104,154492.36
020,920,21300,"REPARAC. MANTENIM. I CONSERV. MAQUINÀRIA, INSTAL·LAC. I UTIL",0,0,0,794.46
020,920,21500,MANTENIMENT MOBILIARI I ESTRIS,5000,0,5000,3867.33
020,920,21600,MANTENIMENT EQUIPS INFORMÀTICS,3000,0,3000,2311.83
020,920,21900,MANTENIMENT PROGRAMES INFORMÀTICS,9000,0,9000,5634.8
020,920,22000,MATERIAL D'OFICINA,8000,1178.41,9178.41,6930.37
020,920,22001,"PREMSA, REVISTES, LLIBRES I ALTRES PUBLICACIONS",7500,-578.98,6921.02,5947.6
020,920,22002,MATERIAL INFORMÀTIC NO INVENTARIABLE,23620,18203.5,41823.5,24756.35
020,920,22199,ALTRES SUBMINISTRAMENTS,0,0,0,0
020,920,22200,SERVEIS DE TELECOMUNICACIONS,23000,0,23000,18374.36
020,920,22201,COMUNICACIONS POSTALS,7500,0,7500,8127.03
020,920,22299,ALTRES DESPESES EN COMUNICACIONS,1500,276.17,1776.17,1964.49
020,920,22400,PRIMES ASSEGURANCES,32000,276.84,32276.84,30584.61
020,920,22602,PUBLICITAT I PROPAGANDA,6000,0,6000,3878.97
020,920,22603,PUBLICACIÓ DIARIS OFICIALS,9000,0,9000,8015.85
020,920,22604,DESPESES JURIDIQUES,6000,6414.75,12414.75,5995.1
020,920,22699,DESPESES DIVERSES,8000,0,8000,8544.57
020,920,22706,TREBALLS TECNICS REALITZATS ALTRES EMPRESES,19388,0,19388,13645.69
020,920,23020,DIETES PERSONAL NO DIRECTIU,3500,0,3500,3982.15
020,920,23120,LOCOMOCIÓ PERSONAL NO DIRECTIU,1500,0,1500,1473.06
020,920,23300,ALTRES INDEMNITZACIONS,0,0,0,266.22
020,920,35800,INTERESSOS RENTING,1232,250,1482,1314.06
020,920,62501,MOBILIARI I ESTRIS,3500,6378.98,9878.98,737.52
020,920,62601,EQUIPS PER A PROCESSOS D'INFORMACIO,0,3000,3000,7395.77
020,920,64800,QUOTES RENTING FOTOCOPIADORES I ORDINADORS,9029,1800,10829,10233.49
020,932,22708,SERVEIS DE RECAPTACIÓ A FAVOR DE L'ENTITAT,140000,-62760.59,77239.41,6999.83
020,934,31100,DESP. FORMALITZACIO MODIFICACIÓ I CANCEL.PRESTECS INTERIOR,1000,0,1000,0
020,934,35200,INTERESSOS DE DEMORA,2000,0,2000,0
020,934,35900,ALTRES DESPESES FINANCERES,1000,0,1000,929.53
020,942,46600,A ALTRES AGRUPACIONS DE MUNICIPIS,5000,-0.2,4999.8,3727.98
030,130,12003,RETRIBUCIONS BASIQUES FUNCIONARIS SOUS GRUP C1,10080,0,10080,91041.93
030,130,12004,RETRIBUCIONS BASIQUES FUNCIONARIS SOUS GRUP C2,139026,-1114,137912,66031.52
030,130,12006,TRIENNIS,15625,0,15625,16185.34
030,130,12100,COMPLEMENT DE DESTINACIÓ,80146,0,80146,76367.37
030,130,12101,COMPLEMENT ESPECÍFIC,349772,-1800,347972,319759.13
030,130,15000,PRODUCTIVITAT,10200,0,10200,8824.93
030,130,15100,GRATIFICACIONS,15000,6839,21839,23213.59
030,130,16000,SEGURETAT SOCIAL PERSONAL SEGURETAT CIUTADANA,178419,-3000,175419,169922.37
030,130,20300,"LLOGUER DE MAQUINÀRIA, INSTAL·LACIONS I ESTRIS",0,0,0,0
030,130,20400,LLOGUER DE MATERIAL DE TRANSPORT,7000,1197.9,8197.9,5953.2
030,130,21300,"MANTENIMENT MAQUINARIA, INSTAL.LACIONS I UTILLATGE",958,0,958,156.09
030,130,21400,MANTENIMENT VEHICLES,11362,0,11362,9173.12
030,130,21500,MANTENIMENT MOBILIARI I ESTRIS,300,18,318,1173.21
030,130,21900,REPARAC. MANTEN. ALTRE IMMOBILIZ.MATERIAL,2600,0,2600,2890.18
030,130,22103,SUBMINISTRAMENT  COMBUSTIBLE,5000,0,5000,3446.88
030,130,22104,SUBMINISTRAMENT  VESTUARI,8000,-700,7300,9377.35
030,130,22199,ALTRES SUBMINISTRAMENTS,1000,0,1000,281.3
030,130,22200,SERVEIS DE TELECOMUNICACIONS,4800,-600,4200,3841.61
030,130,22699,DESPESES DIVERSES,1000,0,1000,3297.21
030,130,35800,INTERESSOS RENTING,782,45,827,642.59
030,130,62501,MOBILIARI I ESTRIS,1000,0,1000,793.76
030,130,62601,EQUIPS PER A PROCESSOS D'INFORMACIO,1000,0,1000,0
030,130,63300,"MAQUINÀRIA, INSTAL.LACIONS I ESTRIS",0,4271.14,4271.14,4271.14
030,130,64800,QUOTES RENTING VEHICLES I EQUIPS DE TRANSMISSIÓ,21126,312,21438,19851.47
040,135,22699,ALTRES DESPESES DIVERSES,1000,0,1000,3000
040,135,22706,PLANS DE PROTECCIÓ CIVIL,3000,0,3000,0
040,150,12000,RETRIBUCIONS BASIQUES FUNCIONARIS SOUS GRUP A1,42698,0,42698,40766.57
040,150,12001,RETRIBUCIONS BASIQUES FUNCIONARIS SOUS GRUP A2,13426,0,13426,13097.32
040,150,12003,RETRIBUCIONS BASIQUES FUNCIONARIS SOUS GRUP C1,20161,0,20161,20279.44
040,150,12004,RETRIBUCIONS BASIQUES FUNCIONARIS SOUS GRUP C2,25169,0,25169,22203.45
040,150,12006,TRIENNIS,13913,0,13913,13184.81
040,150,12100,COMPLEMENT DE DESTINACIÓ,58277,0,58277,57110.49
040,150,12101,COMPLEMENT ESPECÍFIC,138193,-1465,136728,136531.79
040,150,13000,RETRIBUCIONS BÀSIQUES PERSONAL LABORAL FIX,47546,0,47546,46241.83
040,150,13002,ALTRES REMUNERACIONS PERSONAL LABORAL FIX,95638,0,95638,97336.47
040,150,13100,REMUNERACIONS PERSONAL LABORAL TEMPORAL,26162,0,26162,25364.29
040,150,15000,PRODUCTIVITAT,7200,0,7200,6000
040,150,15100,GRATIFICACIONS PERSONAL FUNCIONARI,1000,1465,2465,3664.15
040,150,16000,SEGURETAT SOCIAL PERSONAL URBANISME,135730,0,135730,133425.18
040,150,21400,MANTENIMENT VEHICLES,1000,0,1000,1464.3
040,150,21500,MOBILIARI I ESTRIS,0,0,0,268.45
040,150,21900,REPARAC. MANTEN. ALTRE IMMOBILIZ.MATERIAL,1500,4293.08,5793.08,4292.48
040,150,22103,SUBMINISTRAMENT COMBUSTIBLE,2000,0,2000,674.33
040,150,22199,ALTRES SUBMINISTRAMENTS,1000,0,1000,41.14
040,150,22200,SERVEIS DE TELECOMUNICACIONS,2500,0,2500,1829.08
040,150,22699,ALTRES DESPESES DIVERSES,300,0,300,1866.68
040,150,22706,"ESTUDIS, PROJECTES I ALTRES TREBALLS TÈCNICS URBANISME",23000,8615.2,31615.2,11095.7
040,150,48900,ALTRES TRANSFERÈNCIES,500,0,500,0
040,150,62401,ELEMENTS DE TRANSPORT,8000,4000,12000,12361
040,150,62501,MOBILIARI I ESTRIS,1500,841.07,2341.07,1530.77
040,150,62601,EQUIPS PER A PROCESSOS D'INFORMACIO,2500,0,2500,670.95
040,151,60000,Inversions en terrenys,0,556257.39,556257.39,518039.63
040,336,61900,REHABILITACIÓ TORRE DE L'AIGUA CAN GAVARRA,0,65366.95,65366.95,61951.07
050,151,22699,DESPESES DIVERSES,0,222806.13,222806.13,156821.67
050,164,63200,REFORMA I AMPLIACIÓ CEMENTIRI MUNICIPAL,0,63640.05,63640.05,53221.93
050,164,63201,REHABILITACIÓ CEMENTIRI MUNICIPAL,0,44021.74,44021.74,43097.28
050,430,62200,EDIFICIS I ALTRES CONSTRUCCIONS,0,854993.75,854993.75,586473.87
050,430,62501,MOBILIARI I ESTRIS,0,0,0,82874.29
050,430,62601,EQUIPS PER A PROCESSOS D'INFORMACIÓ,0,0,0,27292.59
050,454,61901,MILLORA CAMINS LOCALS,0,8167.5,8167.5,8167.5
050,459,60001,Inversions en terrenys,0,82328.36,82328.36,82328.36
050,1530,61000,INVERSIONS EN TERRENYS,0,0,0,43052.28
050,1530,63300,"MAQUINÀRIA, INSTAL·LACIONS I UTILLATGE",0,0,0,0
050,1532,21300,REP. MANT. I CONSERVACIÓ INSTAL.LAC. I UTILL.,5500,0,5500,0
050,1532,61000,INVERSIONS VIA PÚBLICA,175000,1128972.15,1303972.15,427640.33
050,1532,61001,DESPERFECTES SECTOR D1 CAN ROVIRA,0,1782187.78,1782187.78,4235
050,1532,61900,REURBANITZACIÓ PASSEIG ESGLÉSIA,0,90418.81,90418.81,0
060,160,22714,MANTENIMENT CLAVEGUERAM,85000,0,85000,35477.05
060,161,22608,ALTRES DESPESES,0,0,0,0
060,163,22700,NETEJA VIÀRIA,382000,0,382000,376491.11
060,164,22707,EXHUMACIONS CEMENTIRI,12000,0,12000,0
060,165,22715,MANTENIMENT ENLLUMENAT PÚBLIC,100000,2202.21,102202.21,91532.1
060,171,21500,MOBILIARI I ESTRIS,0,0,0,3593.7
060,171,22709,MANTENIMENT JOCS INFANTILS,16000,202.45,16202.45,13192.81
060,171,22716,MANTENIMENT JARDINERIA,375000,0,375000,307638.93
060,231,22700,NETEJA DEPENDÈNCIES SERVEIS SOCIALS,1000,0,1000,637.2
060,231,22713,CLIMATITZACIÓ DEPENDÈNCIES SERVEIS SOCIALS,1004,0,1004,782.36
060,333,22700,NETEJA EQUIPAMENTS CULTURA,15000,0,15000,12928.44
060,333,22713,CLIMATITZACIÓ EQUIPAMENTS CULTURA,1475,0,1475,1149.27
060,337,22700,NETEJA CASAL DE JOVES,18000,0,18000,17299.08
060,337,22713,CLIMATITZACIÓ CASAL DE JOVES,229,0,229,178.06
060,342,22700,NETEJA EQUIPAMENTS ESPORTIUS,16000,0,16000,13343.64
060,342,22707,MANTENIMENT ZONA ESPORTIVA,48300,0,48300,14380.3
060,342,22713,CLIMATITZACIÓ EQUIPAMENTS ESPORTIUS,3681,0,3681,2629.11
060,430,22700,NETEJA CENTRE DE EMPRESES CAN GAVARRA,15000,-5423,9577,7732.47
060,920,22700,NETEJA EDIFICIS MUNICIPALS,70000,0,70000,62867.28
060,920,22713,CLIMATITZACIÓ EDIFICIS MUNICIPALS,2922,0,2922,2276.95
060,1530,62501,MOBILIARI I ESTRIS,0,0,0,1028.5
060,1532,62501,MOBILIARI I ESTRIS,15000,1742.77,16742.77,13762.54
060,1621,22700,RECOLLIDA DE RESIDUS,483000,4391.58,487391.58,436607.08
060,1622,22700,GESTIÓ DE RESIDUS SÒLIDS URBANS,37000,0,37000,40327.51
060,1623,22700,TRACTAMENT DE RESIDUS,180000,0,180000,196329.39
060,3231,22700,NETEJA ESCOLES BRESSOL MUNICIPALS,103000,0,103000,97794.99
060,3231,22713,CLIMATITZACIÓ ESCOLES BRESSOL MUNICIPALS,3364,0,3364,2551.99
060,3232,22700,NETEJA ESCOLES PÚBLIQUES,195000,0,195000,178313.5
060,3232,22713,CLIMATITZACIÓ ESCOLES PÚBLIQUES,5789,0,5789,4510.74
060,3321,22700,NETEJA BIBLIOTECA,12000,0,12000,11896.56
060,3321,22713,CLIMATITZACIÓ BIBLIOTECA,138,0,138,107.91
060,9290,22700,NETEJA LOCAL D'ÀREA ATENCIÓ A LES PERSONES,10000,0,10000,9741.72
060,9290,22713,CLIMATITZACIÓ LOCAL ÀREA ATENCIÓ A LES PERSONES,371,0,371,264.99
060,9291,22707,DINAMITZACIÓ HORTS MUNICIPALS,9000,0,9000,8802.3
060,9292,22700,NETEJA MAGATZEM BRIGADA,5000,0,5000,4780.08
060,9292,62200,EDIFICIS I ALTRES CONSTRUCCIONS,0,285000,285000,0
060,9292,62501,MOBILIARI I ESTRIS,2000,11300,13300,12889.55
060,9293,22700,NETEJA EQUIPAMENT EL ROURE,50000,0,50000,42549
060,9293,22713,CLIMATITZACIÓ EQUIPAMENT EL ROURE,2027,0,2027,1448.26
070,170,13000,RETRIBUCIONS BÀSIQUES PERSONAL LABORAL FIX,14886,0,14886,14502.11
070,170,13002,ALTRES REMUNERACIONS PERSONAL LABORAL FIX,18105,0,18105,18495.35
070,170,15000,PRODUCTIVITAT,600,0,600,600
070,170,16000,SEGURETAT SOCIAL PERSONAL MEDI AMBIENT,10524,6.46,10530.46,10524
070,170,22200,SERVEIS DE TELECOMUNICACIONS,200,0,200,106.04
070,170,62501,MOBILIARI I ESTRIS,100,0,100,0
070,942,46700,A CONSORCIS,3500,0,3500,2105.65
070,1622,20200,LLOGUER EDIFICIS I ALTRES CONSTRUCCIONS,1500,0,1500,798.6
070,1622,22200,SERVEIS DE TELECOMUNICACIONS,500,0,500,0
070,1722,22602,CAMPANYES SENSIBILITZACIÓ AMBIENTAL,1000,0,1000,245.63
070,1722,22608,ALTRES DESPESES DIVERSES,3000,7968.4,10968.4,4930.72
070,1722,22610,CAMPANYES PREVENCIÓ RESIDUS,600,0,600,509.65
070,1722,22611,ACTIVITATS MEDI AMBIENT,10000,0,10000,11437.16
070,1722,22706,ACTUACIONS CAMINS FORESTALS,10000,14613.66,24613.66,10166.76
080,330,13000,RETRIBUCIONS BÀSIQUES PERSONAL LABORAL FIX,14399,0,14399,14103.53
080,330,13002,ALTRES REMUNERACIONS PERSONAL LABORAL FIX,22968,390,23358,23427.12
080,330,14300,Altre personal atípic,0,0,0,875.3
080,330,15000,PRODUCTIVITAT,600,1322,1922,600
080,330,15100,Gratificacions personal funcionari,0,0,0,1321.84
080,330,16000,SEGURETAT SOCIALPERSONAL CULTURA,12108,0,12108,12459.82
080,330,22199,ALTRES SUBMINISTRAMENTS,0,0,0,293.56
080,330,22200,SERVEIS DE TELECOMUNICACIONS,500,0,500,0
080,330,22602,PUBLICITAT I PROPAGANDA,100,0,100,16.34
080,330,62501,MOBILIARI I ESTRIS,7200,4959.41,12159.41,4859.41
080,330,63200,EDIFICIS I ALTRES CONSTRUCCIONS,2000,0,2000,0
080,330,68900,MONUMENT RAMBLA,5000,4548,9548,1573
080,333,21500,MANTENIMENT MOBILIARI I ESTRIS,250,0,250,0
080,333,22106,PRODUCTES FARMACÈUTICS CENTRE CÍVIC,0,0,0,19.04
080,333,22199,ALTRES SUBMINISTRAMENTS,200,0,200,18
080,333,22200,SERVEIS DE TELECOMUNICACIONS,1000,0,1000,305.31
080,333,63201,EDIFICIS I ALTRS CONSTRUCCIONS,43000,17000,60000,0
080,334,22606,EXPOSICIÓ MEMÒRIA HISTÒRICA,6000,0,6000,8601.89
080,334,22609,ACTIVITATS CULTURA,9000,937.43,9937.43,3277.3
080,334,48900,SUBVENCIONS ENTITATS CULTURALS,35000,3623.88,38623.88,31023.83
080,338,20800,LLOGUER D'ALTRE IMMOBILITZAT MATERIAL,34500,2664.24,37164.24,39347.51
080,338,22610,FESTA MAJOR D'HIVERN,7000,4000,11000,10381.27
080,338,22611,FESTES NADALENQUES,8000,0,8000,6404.39
080,338,22612,ALTRES FESTES POPULARS,9500,3280,12780,13098.57
080,338,22614,FESTA MAJOR D'ESTIU,70000,2135,72135,73186.97
080,338,22706,INFRAESTRUCTURA FESTES,1500,0,1500,0
080,338,22707,TREBALLS REALITZATS PER ALTRES EMPRESES,0,0,0,2045.17
080,942,46700,CONSORCI NORMALITZACIÓ LINGÜISTICA,9600,-937.43,8662.57,8662.57
080,3321,13000,RETRIBUCIONS BÀSIQUES PERSONAL LABORAL FIX,23491,0,23491,23401.13
080,3321,13002,ALTRES REMUNERACIONS PERSONAL LABORAL FIX,26189,0,26189,26675.96
080,3321,15000,PRODUCTIVITAT,1200,0,1200,1200
080,3321,16000,SEGURETAT SOCIAL PERSONAL BIBLIOTECA,15543,1799.79,17342.79,15944.93
080,3321,21500,MANTENIMENT MOBILIARI I ESTRIS,250,0,250,1618.29
080,3321,22001,LLIBRES BIBLIOTECA,2500,809.97,3309.97,3273.09
080,3321,22106,PRODUCTES FARMACÈUTICS BIBLIOTECA,0,0,0,19.04
080,3321,22199,ALTRES SUBMINISTRAMENTS,200,0,200,251.94
080,3321,22200,SERVEIS DE TELECOMUNICACIONS,1200,500,1700,1693.77
080,3321,22602,PUBLICITAT I PROPAGANDA BIBLIOTECA,0,0,0,15.25
080,3321,22609,ACTIVITATS BIBLIOTECA,5000,0,5000,6321.02
080,3321,63201,EDIFICIS I ALTRES CONSTRUCCIONS,5000,25000,30000,10205.79
090,924,22706,DESENVOLUPAMENT PLA PARTICIPACIÓ CIUTADANA,10000,0,10000,0
090,924,22707,Treballs realitzats per altres empreses,0,0,0,0
090,9232,22602,"BUTLLETÍ, AGENDA I ALTRES PUBLICACIONS MUNICIPALS",40900,8677.77,49577.77,34975.99
090,9232,22608,MANTENIMENT PÀGINA WEB I IMATGE CORPORATIVA,500,0,500,0
100,337,13100,REMUNERACIONS PERSONAL LABORAL TEMPORAL,30354,0,30354,30405.12
100,337,15000,PRODUCTIVITAT,600,0,600,600
100,337,15100,Gratificacions,0,1015,1015,1014.99
100,337,16000,SEGURETAT SOCIAL PERSONAL JOVENTUT,9442,596.09,10038.09,9986.97
100,337,21500,MANTENIMENT MOBILIARI I ESTRIS,4500,-4400,100,30.49
100,337,22001,"PREMSA, REVISTES, LLIBRES I ALTRES PUBLICACIONS CASAL DE JOV",0,0,0,20.09
100,337,22106,PRODUCTES FARMACÈUTICS CASAL DE CULTURA I JOVENTUT,0,0,0,19.04
100,337,22199,ALTRES SUBMINISTRAMENTS,500,0,500,171.56
100,337,22200,SERVEIS DE TELECOMUNICACIONS,3200,0,3200,1006.35
100,337,22602,PUBLICITAT I PROPAGANDA,500,0,500,0
100,337,22609,ACTIVITATS INFANTILS I JUVENILS,16000,172.75,16172.75,22971.54
100,337,22613,CASAL D'ESTIU,52000,4777.98,56777.98,56805.22
100,337,22706,ESTUDI I DISSENY PLA LOCAL DE JOVENTUT,1000,0,1000,0
100,337,22707,PUNT D'INFORMACIÓ JUVENIL,15400,2779.4,18179.4,12121.61
100,337,48900,SUBVENCIONS ENTITATS JUVENILS,8000,1465.55,9465.55,7757.99
100,337,62501,MOBILIARI I ESTRIS,3000,4400,7400,6539.74
100,337,63201,EDIFICIS I ALTRES CONSTRUCCIONS,7500,0,7500,8027.73
110,320,13000,RETRIBUCIONS BÀSIQUES PERSONAL LABORAL FIX,15623,-390,15233,10180.35
110,320,13002,ALTRES REMUNERACIONS PERSONAL LABORAL FIX,19527,0,19527,13792.51
110,320,15000,PRODUCTIVITAT,600,0,600,0
110,320,16000,SEGURETAT SOCIAL PERSONAL EDUCACIÓ,10840,0,10840,6714.33
110,320,22602,PUBLICITAT I PROPAGANDA EDUCACIÓ,0,0,0,81.68
110,326,13000,RETRIBUCIONS BÀSIQUES PERSONAL LABORAL FIX,28799,0,28799,25057.16
110,326,13002,ALTRES REMUNERACIONS PERSONAL LABORAL FIX,28844,0,28844,26598.04
110,326,15000,PRODUCTIVITAT,1200,0,1200,300
110,326,15100,Gratificacions,0,0,0,300
110,326,16000,SEGURETAT SOCIAL PERSONAL ESCOLA ADULTS,18601,0,18601,16717.93
110,326,22610,PROGRAMES EDUCATIUS,4400,77.3,4477.3,2201.97
110,326,22700,FORMACIÓ,0,245,245,1018.6
110,326,22707,FORMACIÓ,4500,21000,25500,8127.3
110,326,48900,SUBVENCIONS EDUCATIVES,32500,10460.09,42960.09,28389.56
110,326,48901,ALTRES SUBVENCIONS,6000,0,6000,0
110,3231,13000,RETRIBUCIONS BÀSIQUES PERSONAL LABORAL FIX,273384,-16500,256884,256747.95
110,3231,13002,ALTRES REMUNERACIONS PERSOANL LABORAL FIX,323125,0,323125,321340.43
110,3231,14300,Altre personal atípic,0,0,0,9269
110,3231,15000,PRODUCTIVITAT,13200,0,13200,10200
110,3231,15100,Gratificacions,0,0,0,4084.26
110,3231,16000,SEGURETAT SOCIAL PERSONAL ESCOLES BRESSOL MUNICIPALS,188865,-24503.88,164361.12,162938.47
110,3231,21500,MANTENIMENT MOBILIARI I ESTRIS,1600,0,1600,137.23
110,3231,21600,REPARACIÓ I MANTENIMENT EQUIPS INFORMÀTICS,550,0,550,0
110,3231,21900,MANTENIMENT PROGRAMES INFORMÀTICS,750,0,750,462.22
110,3231,22104,SUBMINISTRAMENT VESTUARI,1000,0,1000,909.15
110,3231,22106,PRODUCTES FARMACÈUTICS I MATERIAL SANITARI ESCOLES BRESSOL,0,0,0,63.91
110,3231,22199,ALTRES SUBMINISTRAMENTS,7000,-441.53,6558.47,4634.22
110,3231,22200,SERVEIS DE TELECOMUNICACIONS,1500,0,1500,1499.91
110,3231,22602,PUBLICITAT I PROPAGANDA,1000,181.5,1181.5,344.61
110,3231,22610,ALTRES DESPESES,0,0,0,847
110,3231,48003,Transf.cts. institucions s.f. lucre,0,7323,7323,7323
110,3231,62501,MOBILIARI I ESTRIS,5000,4496.48,9496.48,10319.13
110,3231,62601,EQUIPS PER A PROCESSOS D'INFORMACIO,0,190.3,190.3,190.3
110,3231,63200,EDIFICIS I ALTRES CONSTRUCCIONS,0,2563.63,2563.63,0
110,3231,63201,EDIFICIS I ALTRES CONSTRUCCIONS,36200,2768.23,38968.23,3589.07
110,3231,64800,QUOTES RENTING FOTOCOPIADORA,770,0,770,769.44
110,3232,13000,RETRIBUCIONS BÀSIQUES PERSONAL LABORAL FIX,9187,0,9187,6431.73
110,3232,13002,ALTRES REMUNERACIONS PERSONAL LABORAL FIX,15232,0,15232,10166.49
110,3232,13100,REMUNERACIONS PERSONAL LABORAL TEMPORAL,46010,0,46010,45409.11
110,3232,14300,ALTRE PERSONAL ATÍPIC,22911,0,22911,20738.04
110,3232,15000,PRODUCTIVITAT,2400,0,2400,1346.3
110,3232,15100,GRATIFICACIONS,1000,0,1000,1000
110,3232,16000,SEGURETAT SOCIAL PERSONAL CONSERGERIA ESCOLES PÚBLIQUES,29503,-1015,28488,21012.6
110,3232,20800,LLOGUERS D'ALTRE INMOBILITZAT MATERIAL,0,0,0,2455.82
110,3232,22001,"PREMSA, REVISTES, LLIBRES I ALTRES PUBLICACIONS",0,0,0,47.92
110,3232,22200,SERVEIS DE TELECOMUNICACIONS,4700,0,4700,4527.28
110,3232,62501,MOBILIARI I ESTRIS,1000,1000,2000,929.28
110,3232,63200,EDIFICIS I ALTRES CONSTRUCCIONS,0,1370,1370,0
110,3232,63201,EDIFICIS I ALTRES CONSTRUCCIONS,52000,0,52000,27436.75
120,9290,12003,RETRIBUCIONS BASIQUES FUNCIONARIS SOUS GRUP C1,10080,0,10080,10043.94
120,9290,12004,RETRIBUCIONS BASIQUES FUNCIONARIS SOUS GRUP C2,33558,0,33558,20517.92
120,9290,12006,TRIENNIS,4613,0,4613,3913.34
120,9290,12100,COMPLEMENT DE DESTINACIÓ,21349,0,21349,14315.05
120,9290,12101,COMPLEMENT ESPECÍFIC,58441,0,58441,43944.34
120,9290,14300,Altre personal atípic,0,0,0,22200.36
120,9290,15000,PRODUCTIVITAT,3000,0,3000,2296.44
120,9290,15100,GRATIFICACIONS PERSONAL FUNCIONARI,1000,0,1000,1600
120,9290,16000,SEGURETAT SOCIAL PERSONAL ADMINISTRATIU AAPP,34437,1026.24,35463.24,25217.63
120,9290,21500,MANTENIMENT MOBILIARI I ESTRIS,700,0,700,2753.33
120,9290,21600,REPARACIÓ I MANTENIMENT EQUIPS INFORMÀTICS,800,-200,600,0
120,9290,22000,MATERIAL D'OFICINA,750,0,750,872.39
120,9290,22200,SERVEIS DE TELECOMUNICACIONS,2000,0,2000,1327.93
120,9290,22602,PUBLICITAT I PROPAGANDA,1000,0,1000,1000
120,9290,22717,MUNTATGE I DESMUNTATGE DE TARIMES,16000,0,16000,8986.64
120,9290,35800,Interessos per operacions d'arrendament fro («leasing»).,0,0,0,0
120,9290,62501,MOBILIARI I ESTRIS,1000,200,1200,672.51
120,9290,62601,EQUIPS PER A PROCESSOS D'INFORMACIO,0,0,0,516.37
120,9290,64800,QUOTES RENTING FOTOCOPIADORA,1153,0,1153,0
120,9293,12004,RETRIBUCIONS BÀSIQUES FUNCIONARIS SOUS GRUP C2,8390,0,8390,6604.77
120,9293,12006,TRIENNIS,501,0,501,390.03
120,9293,12100,COMPLEMENT DE DESTINACIÓ,3641,0,3641,2871.24
120,9293,12101,COMPLEMENT ESPECÍFIC,10181,-255,9926,8028.37
120,9293,13100,REMUNERACIONS PERSONAL LABORAL TEMPORAL,22911,0,22911,25610.76
