#Data,Import,Orgànica,Area,Funcional,Econòmica,Nom terc.,Text lliure,Document
2015-02-26,797.29,18,Serveis de manteniment d'edificis i inversions,9293,21200,"KONE ELEVADORES,S.A.",MANTENIMENT ASCENSOR CASAL GENT GRAN 1º TRIMESTRE 2015,951252959
2015-02-26,282.74,18,Serveis de manteniment d'edificis i inversions,3232,21200,"KONE ELEVADORES,S.A.",MANTENIMENT ASCENSOR Pº SANLLEHY 1º TRIMESTRE 2015,951252958
2015-02-26,145.2,20,Promoció econòmica,430,20800,LIMBIC SCP,ALLOTJAMENT WEB EL ROURE.CAT,15-29
2015-02-26,72.6,08,Cultura,338,22611,"LLENYES I CARBONS DEL VALLÉS,S.L.",SACS DE COC,60000006
2015-02-26,1495.84,13,Esports,342,22707,LLOP GESTIÓ ESPORTIVA,SERVEI SUPERVISIÓ I SEGUIMENT INSTAL·LACIONS ESPORTIVES MPALS DESEMBRE 2014,2014/1186
2015-02-26,67.51,18,Serveis de manteniment d'edificis i inversions,9292,21300,"MAQUINÀRIA AGRÍCOLA RUSIÑOL, S.A.",REPARACIÓ DESBROSSADORES BRIGADA D'OBRES,A/141408
2015-02-26,418.62,17,Ocupació,241,22606,"MARCTECNIC POLINYA, S. L.",MATERIALS FORMACIO,50035
2015-02-26,798.6,02,Serveis generals,920,22000,"MARCTECNIC POLINYA, S. L.",PAPER,50036
2015-02-26,47.82,17,Ocupació,241,22606,"MARCTECNIC POLINYA, S. L.",MATERIAL FORMACIO,50032
2015-02-26,319.78,17,Ocupació,241,22606,"MARCTECNIC POLINYA, S. L.",MATERIAL FORMACIÓ,50031
2015-02-26,16.55,02,Serveis generals,920,22000,"MARCTECNIC POLINYA, S. L.",SEGELL,50025
2015-02-26,68.97,17,Ocupació,241,22606,"MARCTECNIC POLINYA, S. L.",MATERIALS FORMACIO,50029
2015-02-26,27.68,02,Serveis generals,920,22000,"MARCTECNIC POLINYA, S. L.",MATERIAL SECRETARIA,50030
2015-02-26,137.94,08,Cultura,3321,22199,"MARCTECNIC POLINYA, S. L.",MATERIAL BIBLIOTECA,50027
2015-02-26,249.49,17,Ocupació,241,22606,"MARCTECNIC POLINYA, S. L.",MATERIALS CURSOS FORMACIÓ,50026
2015-02-26,9.99,17,Ocupació,241,22606,"MARCTECNIC POLINYA, S. L.",MATERIALS FORMACIÓ,50028
2015-02-26,52.42,02,Serveis generals,920,22000,"MARCTECNIC POLINYA, S. L.",SEGELLS,50034
2015-02-26,907.5,09,"Comunicació, participació ciutadana i qualitat democràtica",9232,22602,"MARTÍN, ARNAU",FELICITACIÓ NADAL WEB,1
2015-02-26,175.0,16,Serveis socials,337,22611,MONTSERRAT GURRI,TALLER CORAL GENT GRAN ACTUACIONS DIVERSES,02/2015
2015-02-26,175.0,16,Serveis socials,337,22611,MONTSERRAT GURRI,TALLER CORAL GENT GRAN GENER 2015,0.1/2015
2015-02-26,302.5,03,Seguretat ciutadana,130,20400,"MUELAS NAVARRETE, RAFAEL - GRUAS SANTA COLOMA",SERVEI GRÚA NOV.-DES. 2014,P-2014-12
2015-02-26,3787.11,18,Serveis de manteniment d'edificis i inversions,342,21200,"NETEJA I MANTENIMENT D'EDIFICIS I INSTAL.LACIONS, S.L.",DESPESES POSADA EN MARXA I MANTENIMENT CAMP DE FUTBOL DESEMBRE 2014,2014-62
2015-02-26,18.42,18,Serveis de manteniment d'edificis i inversions,9292,21400,"NEUMATICOS POLINYA, S.L.",REPARACIÓ PUNXADA FURGONETA BRIGADA D'OBRES,A 14003694
2015-02-26,460.0,17,Ocupació,241,22605,"OLIVE SAMPERA, MONTSE",CURS PREVENCIO RISCOS,1
2015-02-26,553.58,20,Promoció econòmica,430,22706,"ORIGINAL DISSENY I COMUNICACIÓ, S.L.",CATÀLEG A4 ANGLÈS,J14 66
2015-02-26,166.45,20,Promoció econòmica,430,22602,"ORIGINAL DISSENY I COMUNICACIÓ, S.L.",CARTELLS PRIMERA JORNADA EMPRENEDORIA SOCIAL RIERA DE CALDES,J14 58
2015-02-26,125.0,01,Presidència-Òrgans de govern,912,22601,"PRIETO ALDANA, CARMEN - LA FLORISTERIA DE CARMEN",ARRANJAMENT FLORAL ESGLÈSIA PER SAN SEBASTIAN,3/15
2015-02-26,22318.66,06,Serveis municipals i via pública,171,22716,"PROCEDIMIENTO DE ASEO URBANO PAU, S.A.",Conservació i manteniment de la jardineria Gener 2015,00001
2015-02-26,1200.0,17,Ocupació,241,22605,"RATIONAL TIME, SL",CURS GESTIO I CONTROL L'APROVISIONAMENT 20 H,2-2015
2015-02-26,1350.0,17,Ocupació,241,22605,"RATIONAL TIME, SL",FORMACIÓ CURS GESTIO I CONTROL APROVISIONAMENT,3-2015
2015-02-26,10890.0,08,Cultura,338,20800,"SANZ ALVAREZ, JOSEFA",LLOGUER CARROSSES REIS MAGS,100
2015-02-26,23804.12,06,Serveis municipals i via pública,920,22700,"SERVICIOS JAF, SA",Pels serveis de neteja prestats a les seves instal·lacions del MAGATZEM BRIGADA durant el mes de Gener. / Pels serveis d,V0/ 108
2015-02-26,190.3,11,Educació,3231,62601,SERVICIOS MICROINFORMÁTICA S.A.,HP LaserJet Pro 200 color M251n - Impresora - color - laser - A4/Legal - 600 x 600 ppp  GINESTA,15C1-000431
2015-02-26,160.63,06,Serveis municipals i via pública,1622,22700,"SERVICIOS SEMAT, S.A.","Retirada residus provinents dels desbrossaments realitzats a zones rurals, rieres o similars el 09/01/15 / Personal / Ma",00001
2015-02-26,328.72,13,Esports,341,22609,"SERVICIOS SEMAT, S.A.","Subministrament i col·locació de 6 contenidors de 120 litres d¿envasos en el recorregut de la Cursa, buidatge i neteja d",00002
2015-02-26,108.9,02,Serveis generals,920,22400,"SIEMENS RENTING, S.A.",FOTOCOPIADORA RECEPCIO FEBRER 2015,0093185541
2015-02-26,3630.0,08,Cultura,338,22610,"TALLER TEATRE, S.L.",ESPECTACLE MARABUNTA 18/01/2015,03/2015
2015-02-26,1210.0,08,Cultura,338,22610,"TALLER TEATRE, S.L.",LLOGUER MATERIAL TECNIC ESPECTACLE MARABUNTA,04/2015
2015-02-26,693.18,18,Serveis de manteniment d'edificis i inversions,3232,21200,THYSSENKRUPP ELEVADORES,MANTENIMENT ASCENSOR ESCOLA ROSER CAPDEVILA 1er TRIMESTRE 2015,9616721
2015-02-26,589.98,18,Serveis de manteniment d'edificis i inversions,430,21200,THYSSENKRUPP ELEVADORES,MANTENIMENT ASCENSOR CAN GAVARRA 1er TRIMESTRE 2015,9616722
2015-02-26,304.92,20,Promoció econòmica,430,22606,"TUCAN INFORMATION TECHNOLOGIES, S.L.",RENOVACIÓ BUTLLETI ELECTRÒNIC COMERÇ,A/3
2015-02-26,399.97,02,Serveis generals,920,22706,"UNIVERSAL PREVENCIÓN Y SALUD, SOCIEDAD DE PREVENCIÓN, S.L.U.",ACTIVITAT TECNICA I SALUD LABORAL GENER 2015,F15001223ND
2015-02-26,1057.12,06,Serveis municipals i via pública,171,22709,"URBE SBD,SL",Manteniment dels jocs infantils GENER 2015,102755
2015-02-26,436.8,17,Ocupació,241,22605,"VALLES FORMACIO, 1998, S.L.",CURS FORMACIÓ REF. ...002,2
2015-02-26,38.07,17,Ocupació,241,22605,"VALLES FORMACIO, 1998, S.L.",MATERIAL DIDACTIC CURS FORMACIÓ COMPL.,3
2015-02-26,1092.0,17,Ocupació,241,22605,"VALLES FORMACIO, 1998, S.L.",CURS FORMACIÓ REF. ....001,1
2015-02-26,459.8,13,Esports,341,22609,"MARTINEZ DE HARO,  ANDRÉS",CONTROL INFORMATIC 28º CURSA POPULAR,201501
2015-03-02,1610.44,18,Serveis de manteniment d'edificis i inversions,9292,20200,"JOMAG, SL",APLICACIÓ PRESSUPOST FRA. LLOGUER LOCAL MAGATZEM BRIGADA GENER 2015,0016
2015-02-25,4266.5,16,Serveis socials,231,22608,CONSELL COMARCAL DEL VALLES OCCIDENTAL,SAD NOVEMBRE 2014,450/2014
2015-02-25,4576.2,16,Serveis socials,231,22608,CONSELL COMARCAL DEL VALLES OCCIDENTAL,SAD DESEMBRE 2014,451/2014
2015-03-13,201.67,02,Serveis generals,920,22400,AFIS - Corredoria d'assegurances,ASSEGURANÇA VEHICLE 8128FHK,201510043
2015-03-13,340.28,02,Serveis generals,920,22400,AFIS - Corredoria d'assegurances,ASSEGURANÇA PIAGGIO 9123FZF,201510042
2015-03-13,1203.95,18,Serveis de manteniment d'edificis i inversions,1532,21000,"ASFALTADOS Y EQUIPOS DE MAQUINARIA, S.L. - ASFALTEM",REPARACIÓ C/PALAU PLEGAMANS 12,2966/15
2015-03-13,2718.87,05,Obres,1532,61000,"ASFALTADOS Y EQUIPOS DE MAQUINARIA, S.L. - ASFALTEM",ASFALTAT,2965/15
2015-03-13,458.33,14,Dona i igualtat,231,22706,ASSISTÈNCIA I GESTIÓ INTEGRAL,SUPORT PSICOLOGIC DONES GENER 2015,A/2422
2015-03-13,54.45,15,Salut i consum ,311,22709,ASSOCIACIO OLESCAN,RECOLLIDA FALLIDA,281
2015-03-13,60.5,16,Serveis socials,337,22611,BALDOMERO BARROSO FENÁNDEZ (ROSBAL),FINESTRA EL ROURE (CARNESTOLTES),A/2015012
2015-03-13,72.6,18,Serveis de manteniment d'edificis i inversions,920,21200,BALDOMERO BARROSO FENÁNDEZ (ROSBAL),PORTA ENTRADA POLICIA,A/2015011
2015-03-13,128.03,12,Àrea d'atenció a les persones,9290,21500,"BASSO,S.A.",FOTOCOPIES AT PERS. 30/12 AL 28/01/15,1/150237
2015-03-13,949.02,08,Cultura,338,22610,"CANO DE ARRIBAS, JOSEP",FOTOS FESTA MAJOR HIVERN,01/15
2015-03-13,1633.5,11,Educació,3231,62501,"CARPINTERIA HNOS. GALAMBA, SL",ARMARI MELAMINA BLANC AULA NADONS EBM BADABADOC,01517
2015-03-13,100.0,08,Cultura,3321,22609,"CARRILLO TORRAS, MERCÈ",CLUB LECTURA FEBRER 2015,8/15
2015-03-13,759.2,09,"Comunicació, participació ciutadana i qualitat democràtica",9232,22602,"CLOS MOLINA, FRANCESC   (DEDEDE COMUNICACIÓ GRÀFICA I VISUAL)",BUTLLETI MUNICIPAL Nº. 126 FEBRER 2015,7
2015-03-13,268.32,09,"Comunicació, participació ciutadana i qualitat democràtica",9232,22602,"CLOS MOLINA, FRANCESC   (DEDEDE COMUNICACIÓ GRÀFICA I VISUAL)",MAQUETACIÓ AGENDA Nº. 77 FEBRER 2015,68
2015-03-13,525.14,18,Serveis de manteniment d'edificis i inversions,342,20500,"COBREZINC ARQUITECTURA, S.L.",LLOGUER MENSUAL XARXES PISCINA MUNICIPAL GENER 2015,201507
2015-03-13,311.01,18,Serveis de manteniment d'edificis i inversions,9292,22199,"COMERCIAL LIDER, S.A.",MATERIAL MANTENIMENT,504500110
2015-03-13,89.07,18,Serveis de manteniment d'edificis i inversions,9292,22199,"COMERCIAL LIDER, S.A.",MATERIAL MANTENIMENT,504500109
2015-03-13,1016.4,08,Cultura,338,22612,"COMPANYIA + TUMACAT, S.C.P.",ESPECTACLE FAMILIAR CARNESTOLTES,11/15
2015-03-13,76.96,02,Serveis generals,920,22201,"DIMO EXPRES, S.L. - UNIPOST, SERVICIO POSTAL GLOBAL",SERVEI CORRESPONDENCIA GENER 2015,20150018
2015-03-13,250.39,03,Seguretat ciutadana,130,22103,"DISA PENINSULA, S.L.U.",BENZINA POLICIA GENER 2015,001149338
2015-03-13,79.42,06,Serveis municipals i via pública,1623,22700,"ECO-EQUIP, S.A.",TRANSFERENCIES DE ENVASOS GENER 2015,2015/TN/325
2015-03-13,22.95,16,Serveis socials,231,48003,"ENDERMAR COLECTIVIDADES, SL",MENUS N.B. ESCOLA R.CAPDEVILA GENER 2015,15057
2015-03-13,48.8,16,Serveis socials,231,48003,"ENDERMAR COLECTIVIDADES, SL",MENU F.Y ESCOLA ROSER CAPDEVILA GENER 2015,15058
2015-03-13,22.95,16,Serveis socials,231,48003,"ENDERMAR COLECTIVIDADES, SL",MENUS I .B. ESCOLA R. CAPDEVILA GENER 2015,15056
2015-03-13,19.89,16,Serveis socials,231,48003,"ENDERMAR COLECTIVIDADES, SL",MENUS N.B. ESCOLA ROSER CAPDEVILA,15015
2015-03-13,200.0,02,Serveis generals,920,22603,ENTITAT AUTONOMA DEL DIARI OFICIAL I PUBL. DE LA GENERALITAT,TAXA EDICTE MODIF. PGO,AB/1501250
2015-03-13,200.0,02,Serveis generals,920,22603,ENTITAT AUTONOMA DEL DIARI OFICIAL I PUBL. DE LA GENERALITAT,PUBLICACIÓ EDICTE APROVACIÓ DEFINITIVA  REGLAMENT HORTS MUNICIPALS,AB/1501251
2015-03-13,4430.45,18,Serveis de manteniment d'edificis i inversions,342,21200,"HAPPYLUDIC PLAYGROUND AND URBAN EQUIPMENT, S.L.",SUBSTITUCIÓ TANCA FUSTA CAMP FUTBOL,20150011
2015-03-13,49.17,03,Seguretat ciutadana,130,21500,"EQUIPS D'OFICINA SALVANS, S.L.",4826 ANT: 25795 ACT: 30311 UBI: POLICIA LOCAL,15000513
2015-03-13,11.66,02,Serveis generals,920,21500,"EQUIPS D'OFICINA SALVANS, S.L.",2935 BN ANT: 23517 ACT: 23830 UBI: ALCALDIA / 2935 CL ANT: 12734 ACT: 12788 UBI: ALCALDIA,15000525
2015-03-13,102.31,02,Serveis generals,920,21500,"EQUIPS D'OFICINA SALVANS, S.L.",5349 BN ANT: 8747 ACT: 15125 UBI: DPT. SERVEIS GENERALS (Srta. Bea) / 5349 CL ANT: 2155 ACT: 3312 UBI: DPT. SERVEIS GENE,15000516
2015-03-13,355.76,17,Ocupació,241,21500,"EQUIPS D'OFICINA SALVANS, S.L.","5350 BN ANT: 28008 ACT: 38578 UBI: Formació d'Adults """"El Roure"""" (Srta. Yolanda) / 5350 BN ANT: 10427 ACT: 16192 UBI: For",15000515
2015-03-13,93.5,02,Serveis generals,920,21500,"EQUIPS D'OFICINA SALVANS, S.L.",4667 BN ANT: 54527 ACT: 59412 UBI: PLANTA BAIXA / 4667 CL ANT: 18251 ACT: 19450 UBI: PLANTA BAIXA,15000526
2015-03-13,138.44,02,Serveis generals,920,21500,"EQUIPS D'OFICINA SALVANS, S.L.",5348 BN ANT: 8982 ACT: 13204 UBI: DPT. TERRITORI (Srta. Bea) / 5348 CL ANT: 6085 ACT: 8312 UBI: DPT. TERRITORI,15000524
2015-03-13,25.25,02,Serveis generals,920,21500,"EQUIPS D'OFICINA SALVANS, S.L.",4669 ANT: 30759 ACT: 33078 UBI: 1ª PLANTA SS.GG.,15000514
2015-03-13,16.88,02,Serveis generals,920,21500,"EQUIPS D'OFICINA SALVANS, S.L.",4922 ANT: 15379 ACT: 16929 UBI: TERRITORI,15000512
2015-03-13,28.52,02,Serveis generals,920,21500,"EQUIPS D'OFICINA SALVANS, S.L.",4668 ANT: 29021 ACT: 31640 UBI: RECEPCIÓ,15000300
2015-03-13,266.2,18,Serveis de manteniment d'edificis i inversions,1532,21000,"EXCATRANS MARTINEZ, SL",TREBALL CARRER BALMES,00660
