#Org.,Fun.,Eco.,Descripció,Crèdits inicials,Modificacions de crèdit,Crèdits totals consignats,Obligacions reconegudes
02,920,22200,SERVEIS DE TELECOMUNICACIONS,23000,,23000.0,18374.36
02,920,22201,COMUNICACIONS POSTALS,7500,,7500.0,8127.03
02,920,22299,ALTRES DESPESES EN COMUNICACIONS,1500,276.17,1776.17,1964.49
02,920,22400,PRIMES ASSEGURANCES,32000,276.84,32276.84,30584.61
02,920,22602,PUBLICITAT I PROPAGANDA,6000,,6000.0,3878.97
02,920,22603,PUBLICACIÓ DIARIS OFICIALS,9000,,9000.0,8015.85
02,920,22604,DESPESES JURIDIQUES,6000,6414.75,12414.75,5995.1
02,920,22699,DESPESES DIVERSES,8000,,8000.0,8544.57
02,920,22706,TREBALLS TECNICS REALITZATS ALTRES EMPRESES,19388,,19388.0,13645.69
02,920,23020,DIETES PERSONAL NO DIRECTIU,3500,,3500.0,3982.15
02,920,23120,LOCOMOCIÓ PERSONAL NO DIRECTIU,1500,,1500.0,1473.06
02,920,23300,ALTRES INDEMNITZACIONS,0,,,266.22
02,920,35800,INTERESSOS RENTING,1232,250.0,1482.0,1314.06
02,920,62501,MOBILIARI I ESTRIS,3500,6378.98,9878.98,737.52
02,920,62601,EQUIPS PER A PROCESSOS D'INFORMACIO,0,3000.0,3000.0,7395.77
02,920,64800,QUOTES RENTING FOTOCOPIADORES I ORDINADORS,9029,1800.0,10829.0,10233.49
02,932,22708,SERVEIS DE RECAPTACIÓ A FAVOR DE L'ENTITAT,140000,-62760.59,77239.41,6999.83
02,934,31100,DESP. FORMALITZACIO MODIFICACIÓ I CANCEL.PRESTECS INTERIOR,1000,,1000.0,
02,934,35200,INTERESSOS DE DEMORA,2000,,2000.0,
02,934,35900,ALTRES DESPESES FINANCERES,1000,,1000.0,929.53
02,942,46600,A ALTRES AGRUPACIONS DE MUNICIPIS,5000,-0.2,4999.8,3727.98
03,130,12003,RETRIBUCIONS BASIQUES FUNCIONARIS SOUS GRUP C1,10080,,10080.0,91041.93
03,130,12004,RETRIBUCIONS BASIQUES FUNCIONARIS SOUS GRUP C2,139026,-1114.0,137912.0,66031.52
03,130,12006,TRIENNIS,15625,,15625.0,16185.34
03,130,12100,COMPLEMENT DE DESTINACIÓ,80146,,80146.0,76367.37
03,130,12101,COMPLEMENT ESPECÍFIC,349772,-1800.0,347972.0,319759.13
03,130,15000,PRODUCTIVITAT,10200,,10200.0,8824.93
03,130,15100,GRATIFICACIONS,15000,6839.0,21839.0,23213.59
03,130,16000,SEGURETAT SOCIAL PERSONAL SEGURETAT CIUTADANA,178419,-3000.0,175419.0,169922.37
03,130,20300,"LLOGUER DE MAQUINÀRIA, INSTAL·LACIONS I ESTRIS",0,,,
03,130,20400,LLOGUER DE MATERIAL DE TRANSPORT,7000,1197.9,8197.9,5953.2
03,130,21300,"MANTENIMENT MAQUINARIA, INSTAL.LACIONS I UTILLATGE",958,,958.0,156.09
03,130,21400,MANTENIMENT VEHICLES,11362,,11362.0,9173.12
03,130,21500,MANTENIMENT MOBILIARI I ESTRIS,300,18.0,318.0,1173.21
03,130,21900,REPARAC. MANTEN. ALTRE IMMOBILIZ.MATERIAL,2600,,2600.0,2890.18
03,130,22103,SUBMINISTRAMENT  COMBUSTIBLE,5000,,5000.0,3446.88
03,130,22104,SUBMINISTRAMENT  VESTUARI,8000,-700.0,7300.0,9377.35
03,130,22199,ALTRES SUBMINISTRAMENTS,1000,,1000.0,281.3
03,130,22200,SERVEIS DE TELECOMUNICACIONS,4800,-600.0,4200.0,3841.61
03,130,22699,DESPESES DIVERSES,1000,,1000.0,3297.21
03,130,35800,INTERESSOS RENTING,782,45.0,827.0,642.59
03,130,62501,MOBILIARI I ESTRIS,1000,,1000.0,793.76
03,130,62601,EQUIPS PER A PROCESSOS D'INFORMACIO,1000,,1000.0,
03,130,63300,"MAQUINÀRIA, INSTAL.LACIONS I ESTRIS",0,4271.14,4271.14,4271.14
03,130,64800,QUOTES RENTING VEHICLES I EQUIPS DE TRANSMISSIÓ,21126,312.0,21438.0,19851.47
04,135,22699,ALTRES DESPESES DIVERSES,1000,,1000.0,3000.0
04,135,22706,PLANS DE PROTECCIÓ CIVIL,3000,,3000.0,
04,150,12000,RETRIBUCIONS BASIQUES FUNCIONARIS SOUS GRUP A1,42698,,42698.0,40766.57
04,150,12001,RETRIBUCIONS BASIQUES FUNCIONARIS SOUS GRUP A2,13426,,13426.0,13097.32
04,150,12003,RETRIBUCIONS BASIQUES FUNCIONARIS SOUS GRUP C1,20161,,20161.0,20279.44
04,150,12004,RETRIBUCIONS BASIQUES FUNCIONARIS SOUS GRUP C2,25169,,25169.0,22203.45
04,150,12006,TRIENNIS,13913,,13913.0,13184.81
04,150,12100,COMPLEMENT DE DESTINACIÓ,58277,,58277.0,57110.49
04,150,12101,COMPLEMENT ESPECÍFIC,138193,-1465.0,136728.0,136531.79
04,150,13000,RETRIBUCIONS BÀSIQUES PERSONAL LABORAL FIX,47546,,47546.0,46241.83
04,150,13002,ALTRES REMUNERACIONS PERSONAL LABORAL FIX,95638,,95638.0,97336.47
04,150,13100,REMUNERACIONS PERSONAL LABORAL TEMPORAL,26162,,26162.0,25364.29
04,150,15000,PRODUCTIVITAT,7200,,7200.0,6000.0
04,150,15100,GRATIFICACIONS PERSONAL FUNCIONARI,1000,1465.0,2465.0,3664.15
04,150,16000,SEGURETAT SOCIAL PERSONAL URBANISME,135730,,135730.0,133425.18
04,150,21400,MANTENIMENT VEHICLES,1000,,1000.0,1464.3
04,150,21500,MOBILIARI I ESTRIS,0,,,268.45
04,150,21900,REPARAC. MANTEN. ALTRE IMMOBILIZ.MATERIAL,1500,4293.08,5793.08,4292.48
04,150,22103,SUBMINISTRAMENT COMBUSTIBLE,2000,,2000.0,674.33
04,150,22199,ALTRES SUBMINISTRAMENTS,1000,,1000.0,41.14
04,150,22200,SERVEIS DE TELECOMUNICACIONS,2500,,2500.0,1829.08
04,150,22699,ALTRES DESPESES DIVERSES,300,,300.0,1866.68
04,150,22706,"ESTUDIS, PROJECTES I ALTRES TREBALLS TÈCNICS URBANISME",23000,8615.2,31615.2,11095.7
04,150,48900,ALTRES TRANSFERÈNCIES,500,,500.0,
04,150,62401,ELEMENTS DE TRANSPORT,8000,4000.0,12000.0,12361.0
04,150,62501,MOBILIARI I ESTRIS,1500,841.07,2341.07,1530.77
04,150,62601,EQUIPS PER A PROCESSOS D'INFORMACIO,2500,,2500.0,670.95
04,151,60000,Inversions en terrenys,0,556257.39,556257.39,518039.63
04,336,61900,REHABILITACIÓ TORRE DE L'AIGUA CAN GAVARRA,0,65366.95,65366.95,61951.07
05,151,22699,DESPESES DIVERSES,0,222806.13,222806.13,156821.67
05,164,63200,REFORMA I AMPLIACIÓ CEMENTIRI MUNICIPAL,0,63640.05,63640.05,53221.93
05,164,63201,REHABILITACIÓ CEMENTIRI MUNICIPAL,0,44021.74,44021.74,43097.28
05,430,62200,EDIFICIS I ALTRES CONSTRUCCIONS,0,854993.75,854993.75,586473.87
05,430,62501,MOBILIARI I ESTRIS,0,,,82874.29
05,430,62601,EQUIPS PER A PROCESSOS D'INFORMACIÓ,0,,,27292.59
05,454,61901,MILLORA CAMINS LOCALS,0,8167.5,8167.5,8167.5
05,459,60001,Inversions en terrenys,0,82328.36,82328.36,82328.36
05,1530,61000,INVERSIONS EN TERRENYS,0,,,43052.28
05,1530,63300,"MAQUINÀRIA, INSTAL·LACIONS I UTILLATGE",0,,,
05,1532,21300,REP. MANT. I CONSERVACIÓ INSTAL.LAC. I UTILL.,5500,,5500.0,
05,1532,61000,INVERSIONS VIA PÚBLICA,175000,1128972.15,1303972.15,427640.33
05,1532,61001,DESPERFECTES SECTOR D1 CAN ROVIRA,0,1782187.78,1782187.78,4235.0
05,1532,61900,REURBANITZACIÓ PASSEIG ESGLÉSIA,0,90418.81,90418.81,
06,160,22714,MANTENIMENT CLAVEGUERAM,85000,,85000.0,35477.05
06,161,22608,ALTRES DESPESES,0,,,
06,163,22700,NETEJA VIÀRIA,382000,,382000.0,376491.11
06,164,22707,EXHUMACIONS CEMENTIRI,12000,,12000.0,
06,165,22715,MANTENIMENT ENLLUMENAT PÚBLIC,100000,2202.21,102202.21,91532.1
06,171,21500,MOBILIARI I ESTRIS,0,,,3593.7
06,171,22709,MANTENIMENT JOCS INFANTILS,16000,202.45,16202.45,13192.81
06,171,22716,MANTENIMENT JARDINERIA,375000,,375000.0,307638.93
06,231,22700,NETEJA DEPENDÈNCIES SERVEIS SOCIALS,1000,,1000.0,637.2
06,231,22713,CLIMATITZACIÓ DEPENDÈNCIES SERVEIS SOCIALS,1004,,1004.0,782.36
06,333,22700,NETEJA EQUIPAMENTS CULTURA,15000,,15000.0,12928.44
06,333,22713,CLIMATITZACIÓ EQUIPAMENTS CULTURA,1475,,1475.0,1149.27
06,337,22700,NETEJA CASAL DE JOVES,18000,,18000.0,17299.08
06,337,22713,CLIMATITZACIÓ CASAL DE JOVES,229,,229.0,178.06
06,342,22700,NETEJA EQUIPAMENTS ESPORTIUS,16000,,16000.0,13343.64
06,342,22707,MANTENIMENT ZONA ESPORTIVA,48300,,48300.0,14380.3
06,342,22713,CLIMATITZACIÓ EQUIPAMENTS ESPORTIUS,3681,,3681.0,2629.11
06,430,22700,NETEJA CENTRE DE EMPRESES CAN GAVARRA,15000,-5423.0,9577.0,7732.47
06,920,22700,NETEJA EDIFICIS MUNICIPALS,70000,,70000.0,62867.28
06,920,22713,CLIMATITZACIÓ EDIFICIS MUNICIPALS,2922,,2922.0,2276.95
06,1530,62501,MOBILIARI I ESTRIS,0,,,1028.5
06,1532,62501,MOBILIARI I ESTRIS,15000,1742.77,16742.77,13762.54
06,1621,22700,RECOLLIDA DE RESIDUS,483000,4391.58,487391.58,436607.08
06,1622,22700,GESTIÓ DE RESIDUS SÒLIDS URBANS,37000,,37000.0,40327.51
06,1623,22700,TRACTAMENT DE RESIDUS,180000,,180000.0,196329.39
06,3231,22700,NETEJA ESCOLES BRESSOL MUNICIPALS,103000,,103000.0,97794.99
06,3231,22713,CLIMATITZACIÓ ESCOLES BRESSOL MUNICIPALS,3364,,3364.0,2551.99
06,3232,22700,NETEJA ESCOLES PÚBLIQUES,195000,,195000.0,178313.5
06,3232,22713,CLIMATITZACIÓ ESCOLES PÚBLIQUES,5789,,5789.0,4510.74
06,3321,22700,NETEJA BIBLIOTECA,12000,,12000.0,11896.56
06,3321,22713,CLIMATITZACIÓ BIBLIOTECA,138,,138.0,107.91
06,9290,22700,NETEJA LOCAL D'ÀREA ATENCIÓ A LES PERSONES,10000,,10000.0,9741.72
06,9290,22713,CLIMATITZACIÓ LOCAL ÀREA ATENCIÓ A LES PERSONES,371,,371.0,264.99
06,9291,22707,DINAMITZACIÓ HORTS MUNICIPALS,9000,,9000.0,8802.3
06,9292,22700,NETEJA MAGATZEM BRIGADA,5000,,5000.0,4780.08
06,9292,62200,EDIFICIS I ALTRES CONSTRUCCIONS,0,285000.0,285000.0,
06,9292,62501,MOBILIARI I ESTRIS,2000,11300.0,13300.0,12889.55
06,9293,22700,NETEJA EQUIPAMENT EL ROURE,50000,,50000.0,42549.0
06,9293,22713,CLIMATITZACIÓ EQUIPAMENT EL ROURE,2027,,2027.0,1448.26
07,170,13000,RETRIBUCIONS BÀSIQUES PERSONAL LABORAL FIX,14886,,14886.0,14502.11
07,170,13002,ALTRES REMUNERACIONS PERSONAL LABORAL FIX,18105,,18105.0,18495.35
07,170,15000,PRODUCTIVITAT,600,,600.0,600.0
07,170,16000,SEGURETAT SOCIAL PERSONAL MEDI AMBIENT,10524,6.46,10530.46,10524.0
07,170,22200,SERVEIS DE TELECOMUNICACIONS,200,,200.0,106.04
07,170,62501,MOBILIARI I ESTRIS,100,,100.0,
07,942,46700,A CONSORCIS,3500,,3500.0,2105.65
07,1622,20200,LLOGUER EDIFICIS I ALTRES CONSTRUCCIONS,1500,,1500.0,798.6
07,1622,22200,SERVEIS DE TELECOMUNICACIONS,500,,500.0,
07,1722,22602,CAMPANYES SENSIBILITZACIÓ AMBIENTAL,1000,,1000.0,245.63
07,1722,22608,ALTRES DESPESES DIVERSES,3000,7968.4,10968.4,4930.72
07,1722,22610,CAMPANYES PREVENCIÓ RESIDUS,600,,600.0,509.65
07,1722,22611,ACTIVITATS MEDI AMBIENT,10000,,10000.0,11437.16
07,1722,22706,ACTUACIONS CAMINS FORESTALS,10000,14613.66,24613.66,10166.76
08,330,13000,RETRIBUCIONS BÀSIQUES PERSONAL LABORAL FIX,14399,,14399.0,14103.53
08,330,13002,ALTRES REMUNERACIONS PERSONAL LABORAL FIX,22968,390.0,23358.0,23427.12
08,330,14300,Altre personal atípic,0,,,875.3
08,330,15000,PRODUCTIVITAT,600,1322.0,1922.0,600.0
08,330,15100,Gratificacions personal funcionari,0,,,1321.84
08,330,16000,SEGURETAT SOCIALPERSONAL CULTURA,12108,,12108.0,12459.82
08,330,22199,ALTRES SUBMINISTRAMENTS,0,,,293.56
08,330,22200,SERVEIS DE TELECOMUNICACIONS,500,,500.0,
08,330,22602,PUBLICITAT I PROPAGANDA,100,,100.0,16.34
08,330,62501,MOBILIARI I ESTRIS,7200,4959.41,12159.41,4859.41
08,330,63200,EDIFICIS I ALTRES CONSTRUCCIONS,2000,,2000.0,
08,330,68900,MONUMENT RAMBLA,5000,4548.0,9548.0,1573.0
08,333,21500,MANTENIMENT MOBILIARI I ESTRIS,250,,250.0,
08,333,22106,PRODUCTES FARMACÈUTICS CENTRE CÍVIC,0,,,19.04
08,333,22199,ALTRES SUBMINISTRAMENTS,200,,200.0,18.0
08,333,22200,SERVEIS DE TELECOMUNICACIONS,1000,,1000.0,305.31
08,333,63201,EDIFICIS I ALTRS CONSTRUCCIONS,43000,17000.0,60000.0,
08,334,22606,EXPOSICIÓ MEMÒRIA HISTÒRICA,6000,,6000.0,8601.89
08,334,22609,ACTIVITATS CULTURA,9000,937.43,9937.43,3277.3
08,334,48900,SUBVENCIONS ENTITATS CULTURALS,35000,3623.88,38623.88,31023.83
08,338,20800,LLOGUER D'ALTRE IMMOBILITZAT MATERIAL,34500,2664.24,37164.24,39347.51
08,338,22610,FESTA MAJOR D'HIVERN,7000,4000.0,11000.0,10381.27
08,338,22611,FESTES NADALENQUES,8000,,8000.0,6404.39
08,338,22612,ALTRES FESTES POPULARS,9500,3280.0,12780.0,13098.57
08,338,22614,FESTA MAJOR D'ESTIU,70000,2135.0,72135.0,73186.97
08,338,22706,INFRAESTRUCTURA FESTES,1500,,1500.0,
08,338,22707,TREBALLS REALITZATS PER ALTRES EMPRESES,0,,,2045.17
08,942,46700,CONSORCI NORMALITZACIÓ LINGÜISTICA,9600,-937.43,8662.57,8662.57
08,3321,13000,RETRIBUCIONS BÀSIQUES PERSONAL LABORAL FIX,23491,,23491.0,23401.13
08,3321,13002,ALTRES REMUNERACIONS PERSONAL LABORAL FIX,26189,,26189.0,26675.96
08,3321,15000,PRODUCTIVITAT,1200,,1200.0,1200.0
08,3321,16000,SEGURETAT SOCIAL PERSONAL BIBLIOTECA,15543,1799.79,17342.79,15944.93
08,3321,21500,MANTENIMENT MOBILIARI I ESTRIS,250,,250.0,1618.29
08,3321,22001,LLIBRES BIBLIOTECA,2500,809.97,3309.97,3273.09
08,3321,22106,PRODUCTES FARMACÈUTICS BIBLIOTECA,0,,,19.04
08,3321,22199,ALTRES SUBMINISTRAMENTS,200,,200.0,251.94
08,3321,22200,SERVEIS DE TELECOMUNICACIONS,1200,500.0,1700.0,1693.77
08,3321,22602,PUBLICITAT I PROPAGANDA BIBLIOTECA,0,,,15.25
08,3321,22609,ACTIVITATS BIBLIOTECA,5000,,5000.0,6321.02
08,3321,63201,EDIFICIS I ALTRES CONSTRUCCIONS,5000,25000.0,30000.0,10205.79
09,924,22706,DESENVOLUPAMENT PLA PARTICIPACIÓ CIUTADANA,10000,,10000.0,
09,924,22707,Treballs realitzats per altres empreses,0,,,
09,9232,22602,"BUTLLETÍ, AGENDA I ALTRES PUBLICACIONS MUNICIPALS",40900,8677.77,49577.77,34975.99
09,9232,22608,MANTENIMENT PÀGINA WEB I IMATGE CORPORATIVA,500,,500.0,
10,337,13100,REMUNERACIONS PERSONAL LABORAL TEMPORAL,30354,,30354.0,30405.12
10,337,15000,PRODUCTIVITAT,600,,600.0,600.0
10,337,15100,Gratificacions,0,1015.0,1015.0,1014.99
10,337,16000,SEGURETAT SOCIAL PERSONAL JOVENTUT,9442,596.09,10038.09,9986.97
10,337,21500,MANTENIMENT MOBILIARI I ESTRIS,4500,-4400.0,100.0,30.49
10,337,22001,"PREMSA, REVISTES, LLIBRES I ALTRES PUBLICACIONS CASAL DE JOV",0,,,20.09
10,337,22106,PRODUCTES FARMACÈUTICS CASAL DE CULTURA I JOVENTUT,0,,,19.04
10,337,22199,ALTRES SUBMINISTRAMENTS,500,,500.0,171.56
10,337,22200,SERVEIS DE TELECOMUNICACIONS,3200,,3200.0,1006.35
10,337,22602,PUBLICITAT I PROPAGANDA,500,,500.0,
10,337,22609,ACTIVITATS INFANTILS I JUVENILS,16000,172.75,16172.75,22971.54
10,337,22613,CASAL D'ESTIU,52000,4777.98,56777.98,56805.22
10,337,22706,ESTUDI I DISSENY PLA LOCAL DE JOVENTUT,1000,,1000.0,
10,337,22707,PUNT D'INFORMACIÓ JUVENIL,15400,2779.4,18179.4,12121.61
10,337,48900,SUBVENCIONS ENTITATS JUVENILS,8000,1465.55,9465.55,7757.99
10,337,62501,MOBILIARI I ESTRIS,3000,4400.0,7400.0,6539.74
10,337,63201,EDIFICIS I ALTRES CONSTRUCCIONS,7500,,7500.0,8027.73
11,320,13000,RETRIBUCIONS BÀSIQUES PERSONAL LABORAL FIX,15623,-390.0,15233.0,10180.35
11,320,13002,ALTRES REMUNERACIONS PERSONAL LABORAL FIX,19527,,19527.0,13792.51
11,320,15000,PRODUCTIVITAT,600,,600.0,
11,320,16000,SEGURETAT SOCIAL PERSONAL EDUCACIÓ,10840,,10840.0,6714.33
11,320,22602,PUBLICITAT I PROPAGANDA EDUCACIÓ,0,,,81.68
11,326,13000,RETRIBUCIONS BÀSIQUES PERSONAL LABORAL FIX,28799,,28799.0,25057.16
11,326,13002,ALTRES REMUNERACIONS PERSONAL LABORAL FIX,28844,,28844.0,26598.04
11,326,15000,PRODUCTIVITAT,1200,,1200.0,300.0
11,326,15100,Gratificacions,0,,,300.0
11,326,16000,SEGURETAT SOCIAL PERSONAL ESCOLA ADULTS,18601,,18601.0,16717.93
11,326,22610,PROGRAMES EDUCATIUS,4400,77.3,4477.3,2201.97
11,326,22700,FORMACIÓ,0,245.0,245.0,1018.6
11,326,22707,FORMACIÓ,4500,21000.0,25500.0,8127.3
11,326,48900,SUBVENCIONS EDUCATIVES,32500,10460.09,42960.09,28389.56
11,326,48901,ALTRES SUBVENCIONS,6000,,6000.0,
11,3231,13000,RETRIBUCIONS BÀSIQUES PERSONAL LABORAL FIX,273384,-16500.0,256884.0,256747.95
11,3231,13002,ALTRES REMUNERACIONS PERSOANL LABORAL FIX,323125,,323125.0,321340.43
11,3231,14300,Altre personal atípic,0,,,9269.0
11,3231,15000,PRODUCTIVITAT,13200,,13200.0,10200.0
11,3231,15100,Gratificacions,0,,,4084.26
11,3231,16000,SEGURETAT SOCIAL PERSONAL ESCOLES BRESSOL MUNICIPALS,188865,-24503.88,164361.12,162938.47
11,3231,21500,MANTENIMENT MOBILIARI I ESTRIS,1600,,1600.0,137.23
11,3231,21600,REPARACIÓ I MANTENIMENT EQUIPS INFORMÀTICS,550,,550.0,
11,3231,21900,MANTENIMENT PROGRAMES INFORMÀTICS,750,,750.0,462.22
11,3231,22104,SUBMINISTRAMENT VESTUARI,1000,,1000.0,909.15
11,3231,22106,PRODUCTES FARMACÈUTICS I MATERIAL SANITARI ESCOLES BRESSOL,0,,,63.91
11,3231,22199,ALTRES SUBMINISTRAMENTS,7000,-441.53,6558.47,4634.22
11,3231,22200,SERVEIS DE TELECOMUNICACIONS,1500,,1500.0,1499.91
11,3231,22602,PUBLICITAT I PROPAGANDA,1000,181.5,1181.5,344.61
11,3231,22610,ALTRES DESPESES,0,,,847.0
11,3231,48003,Transf.cts. institucions s.f. lucre,0,7323.0,7323.0,7323.0
11,3231,62501,MOBILIARI I ESTRIS,5000,4496.48,9496.48,10319.13
11,3231,62601,EQUIPS PER A PROCESSOS D'INFORMACIO,0,190.3,190.3,190.3
11,3231,63200,EDIFICIS I ALTRES CONSTRUCCIONS,0,2563.63,2563.63,
11,3231,63201,EDIFICIS I ALTRES CONSTRUCCIONS,36200,2768.23,38968.23,3589.07
11,3231,64800,QUOTES RENTING FOTOCOPIADORA,770,,770.0,769.44
11,3232,13000,RETRIBUCIONS BÀSIQUES PERSONAL LABORAL FIX,9187,,9187.0,6431.73
11,3232,13002,ALTRES REMUNERACIONS PERSONAL LABORAL FIX,15232,,15232.0,10166.49
11,3232,13100,REMUNERACIONS PERSONAL LABORAL TEMPORAL,46010,,46010.0,45409.11
11,3232,14300,ALTRE PERSONAL ATÍPIC,22911,,22911.0,20738.04
11,3232,15000,PRODUCTIVITAT,2400,,2400.0,1346.3
11,3232,15100,GRATIFICACIONS,1000,,1000.0,1000.0
11,3232,16000,SEGURETAT SOCIAL PERSONAL CONSERGERIA ESCOLES PÚBLIQUES,29503,-1015.0,28488.0,21012.6
11,3232,20800,LLOGUERS D'ALTRE INMOBILITZAT MATERIAL,0,,,2455.82
11,3232,22001,"PREMSA, REVISTES, LLIBRES I ALTRES PUBLICACIONS",0,,,47.92
11,3232,22200,SERVEIS DE TELECOMUNICACIONS,4700,,4700.0,4527.28
11,3232,62501,MOBILIARI I ESTRIS,1000,1000.0,2000.0,929.28
11,3232,63200,EDIFICIS I ALTRES CONSTRUCCIONS,0,1370.0,1370.0,
11,3232,63201,EDIFICIS I ALTRES CONSTRUCCIONS,52000,,52000.0,27436.75
12,9290,12003,RETRIBUCIONS BASIQUES FUNCIONARIS SOUS GRUP C1,10080,,10080.0,10043.94
12,9290,12004,RETRIBUCIONS BASIQUES FUNCIONARIS SOUS GRUP C2,33558,,33558.0,20517.92
12,9290,12006,TRIENNIS,4613,,4613.0,3913.34
12,9290,12100,COMPLEMENT DE DESTINACIÓ,21349,,21349.0,14315.05
12,9290,12101,COMPLEMENT ESPECÍFIC,58441,,58441.0,43944.34
12,9290,14300,Altre personal atípic,0,,,22200.36
12,9290,15000,PRODUCTIVITAT,3000,,3000.0,2296.44
12,9290,15100,GRATIFICACIONS PERSONAL FUNCIONARI,1000,,1000.0,1600.0
12,9290,16000,SEGURETAT SOCIAL PERSONAL ADMINISTRATIU AAPP,34437,1026.24,35463.24,25217.63
12,9290,21500,MANTENIMENT MOBILIARI I ESTRIS,700,,700.0,2753.33
12,9290,21600,REPARACIÓ I MANTENIMENT EQUIPS INFORMÀTICS,800,-200.0,600.0,
12,9290,22000,MATERIAL D'OFICINA,750,,750.0,872.39
12,9290,22200,SERVEIS DE TELECOMUNICACIONS,2000,,2000.0,1327.93
12,9290,22602,PUBLICITAT I PROPAGANDA,1000,,1000.0,1000.0
12,9290,22717,MUNTATGE I DESMUNTATGE DE TARIMES,16000,,16000.0,8986.64
12,9290,35800,Interessos per operacions d'arrendament fro («leasing»).,0,,,
