#Data,Import,Orgánica,Área,Funcional,Económica,Nom terc.,Text lliure,Document
2016-01-22,0.01,17,Ocupació,,,"ABAST SYSTEMS, SA",QUOTA RENTING PC'S CORRESPONDENT AL PERIODE 09/12/15-08/01/16,15003636
2016-01-22,320.82,17,Ocupació,,,"ABAST SYSTEMS, SA",QUOTA RENTING PC'S CORRESPONDENT AL PERIODE 09/12/15-08/01/16,15003636
2016-01-22,65.78,17,Ocupació,,,"ABAST SYSTEMS, SA",QUOTA RENTING PC'S CORRESPONDENT AL PERIODE 09/12/15-08/01/16,15003636
2016-01-22,121.0,02,Serveis generals,,,"ABAST SYSTEMS, SA",QUOTA RENTING PC'S CORRESPONDENT AL PERIODE 09/12/15-08/01/16,15003636
2016-01-22,24.79,02,Serveis generals,,,"ABAST SYSTEMS, SA",QUOTA RENTING PC'S CORRESPONDENT AL PERIODE 09/12/15-08/01/16,15003636
2016-01-22,4105.38,20,Promoció econòmica,,,"ACTIVA POSPECT RESEARCH & SOLUTIONS, SL",EStratègia LOGINCAT. Pla d'acció 2016-2019,2015066
2016-01-22,97.65,16,Serveis socials,,,"ARES ESPAI DE CUINA I MENJADOR, S.L.",AJUTS MENJADOR ESCOLA PERE CALDERS,MJ150A000259
2016-01-22,49.0,16,Serveis socials,,,"ARES ESPAI DE CUINA I MENJADOR, S.L.",ACTIVITATS EXTRAESCOLARS 2 ALUMNES ESCOLA PERE CALDERS,MJ150C000013
2016-01-22,187.55,18,Serveis de manteniment d'edificis i inversions,,,BALDOMERO BARROSO FENÁNDEZ (ROSBAL),CORRECTIUS ROURE I EBM GINESTA,2015097
2016-01-22,229.9,18,Serveis de manteniment d'edificis i inversions,,,BALDOMERO BARROSO FENÁNDEZ (ROSBAL),CORRECTIUS ROURE I EBM GINESTA,2015097
2016-01-22,600.0,02,Serveis generals,,,BRAULIO AUTOESCOLA,CURS CAP-35 I TARJETA CAP,01-148/15
2016-01-22,6340.4,02,Serveis generals,,,"CARLOS CASTILLA INGENIEROS, S.A.",ACTUALITZACIÓ EPSILON - RRHH,N 001353
2016-01-22,66.45,14,Dona i igualtat,,,CARMEN REINA RUIZ,"TALLER """"COM MILLORAR L'AUTOESTIMA"""" AL CENTRE CÍVIC EL DIA 25/11/15",001/2015
2016-01-22,250.0,14,Dona i igualtat,,,CARMEN REINA RUIZ,"TALLER """"COM MILLORAR L'AUTOESTIMA"""" AL CENTRE CÍVIC EL DIA 25/11/15",001/2015
2016-01-22,131.66,06,Serveis municipals i via pública,,,"CATALANA DE CLIMA I C.LLONCH,S.L.",MANTENIMENT CLIMA DESEMBRE 2015,2 250440
2016-01-22,24.09,06,Serveis municipals i via pública,,,"CATALANA DE CLIMA I C.LLONCH,S.L.",MANTENIMENT CLIMA DESEMBRE 2015,2 250440
2016-01-22,239.01,06,Serveis municipals i via pública,,,"CATALANA DE CLIMA I C.LLONCH,S.L.",MANTENIMENT CLIMA DESEMBRE 2015,2 250440
2016-01-22,69.64,06,Serveis municipals i via pública,,,"CATALANA DE CLIMA I C.LLONCH,S.L.",MANTENIMENT CLIMA DESEMBRE 2015,2 250440
2016-01-22,131.66,06,Serveis municipals i via pública,,,"CATALANA DE CLIMA I C.LLONCH,S.L.",MANTENIMENT CLIMA NOVEMBRE 2015,2 250417
2016-01-22,24.09,06,Serveis municipals i via pública,,,"CATALANA DE CLIMA I C.LLONCH,S.L.",MANTENIMENT CLIMA NOVEMBRE 2015,2 250417
2016-01-22,239.01,06,Serveis municipals i via pública,,,"CATALANA DE CLIMA I C.LLONCH,S.L.",MANTENIMENT CLIMA NOVEMBRE 2015,2 250417
2016-01-22,69.64,06,Serveis municipals i via pública,,,"CATALANA DE CLIMA I C.LLONCH,S.L.",MANTENIMENT CLIMA NOVEMBRE 2015,2 250417
2016-01-22,2103.25,06,Serveis municipals i via pública,,,"CESPA GESTIÓN DE RESIDUOS, S.A.",Periode de facturacio: 01/11/2015 a 30/11/2015 UTILITZACIà DE LA PLANTA DE CAN BARBA. TRACTAMENT FORM  / TRANSPORT I DIS,15J9PZ000243
2016-01-22,1214.69,06,Serveis municipals i via pública,,,"CESPA GESTIÓN DE RESIDUOS, S.A.",Periode de facturacio: 01/11/2015 a 30/11/2015 UTILITZACIà DE LA PLANTA DE CAN BARBA. TRACTAMENT FORM  / TRANSPORT I DIS,15J9PZ000243
2016-01-22,495.57,06,Serveis municipals i via pública,,,"CESPA GESTIÓN DE RESIDUOS, S.A.",Periode de facturacio: 01/11/2015 a 30/11/2015 UTILITZACIà DE LA PLANTA DE CAN BARBA. TRACTAMENT FORM  / TRANSPORT I DIS,15J9PZ000243
2016-01-22,1072.06,05,Obres,,,"COBREZINC ARQUITECTURA, S.L.",REMAT ZENC COBERTA PAS,
2016-01-22,114.74,18,Serveis de manteniment d'edificis i inversions,,,"COMERCIAL LIDER, S.A.",MATERIAL MANTENIMENT CAN GAVARRA,504502857
2016-01-22,76.98,18,Serveis de manteniment d'edificis i inversions,,,"COMERCIAL LIDER, S.A.",MATERIAL MANTENIMENT BIBLIOTECA,504502851
2016-01-22,34.49,18,Serveis de manteniment d'edificis i inversions,,,"COMERCIAL LIDER, S.A.",MATERIAL MANTENIMENT CONSERGE ESCOLA POLINYÀ,504503055
2016-01-22,4.33,18,Serveis de manteniment d'edificis i inversions,,,"COMERCIAL LIDER, S.A.",MATERIAL MANTENIMENT CONSERGE ESCOLA POLINYÀ,504502846
2016-01-22,192.09,18,Serveis de manteniment d'edificis i inversions,,,"COMERCIAL LIDER, S.A.",MATERIAL MANTENIMENT CONSERGE ESCOLA POLINYÀ,504502846
2016-01-22,91.23,18,Serveis de manteniment d'edificis i inversions,,,"COMERCIAL LIDER, S.A.",MATERIAL BRIGADA FESTES,504502848
2016-01-22,19.36,18,Serveis de manteniment d'edificis i inversions,,,"COMERCIAL LIDER, S.A.",MATERIAL BRIGADA PER FESTES NADAL,504503056
2016-01-22,484.81,06,Serveis municipals i via pública,,,CONSORCI GESTIO DE RESIDUS DEL  VALLES OCCIDENTAL,TONES VOLUMINOSOS PLANTA INTERCOM.,366/2015
2016-01-22,1315.49,18,Serveis de manteniment d'edificis i inversions,,,"ECOCLIMA VALLÈS, SL",Substitució de bomba d'aigua en Roser Capdevila,PI-49
2016-01-22,1160.1,18,Serveis de manteniment d'edificis i inversions,,,"ECOCLIMA VALLÈS, SL",Substitució bomba d'aigua Escola Badabadoc,PI-50
2016-01-22,359.98,18,Serveis de manteniment d'edificis i inversions,,,"ECOCLIMA VALLÈS, SL",MANTENIMENT CLIMA CAN GAVARRA NOVEMBRE 2015,MT-116
2016-01-22,2115.52,18,Serveis de manteniment d'edificis i inversions,,,"ECOCLIMA VALLÈS, SL",PTI15-088 Substitució d'equip climatització 2x1 en Policia local,PI-48
2016-01-22,15.84,06,Serveis municipals i via pública,,,ECOLOGICA IBER. Y MEDITERRANEA S.A.,LLIURAMENT CONTENIDORS SANITARIS,4009046322
2016-01-22,154.34,16,Serveis socials,,,"ENDERMAR COLECTIVIDADES, SL",AJUTS MENJADOR ESCOLA ROSER CAPDEVILA,15593
2016-01-22,135.23,16,Serveis socials,,,"ENDERMAR COLECTIVIDADES, SL",AJUTS MENJADOR ESCOLA ROSER CAPDEVILA NOVEMBRE 2015,15625
2016-01-22,48.25,18,Serveis de manteniment d'edificis i inversions,,,"ENDESA ENERGIA XXI, S.L.U.",CONSUM ELÈCTRIC ENLLUMENAT PÚBLIC DEL 10/09/15 AL 11/11/15,790002748658 0151  S1M501N0210875
2016-01-22,111.32,18,Serveis de manteniment d'edificis i inversions,,,"ENDESA ENERGIA,S.A.",CONSUM ELÈCTRIC DEIXALLERIA DEL 10/09/15 AL 11/11/15,358501441705 0154  P1M501N0353999
2016-01-22,254.8,18,Serveis de manteniment d'edificis i inversions,,,"ENDESA ENERGIA,S.A.",CONSUM ELÈCTRIC ENLLUMENAT PÚBLIC DEL 28/09/15 AL 26/11/15,358501423065 0228  P1M501N0441619
2016-01-22,325.5,18,Serveis de manteniment d'edificis i inversions,,,"ENDESA ENERGIA,S.A.",CONSUM ELÈCTRIC ENLLUMENAT PÚBLIC DEL 28/09/15 AL 26/11/15,358501312761 0221  P1M501N0441614
2016-01-22,310.79,18,Serveis de manteniment d'edificis i inversions,,,"ENDESA ENERGIA,S.A.",CONSUM ELÈCTRIC ENLLUMENAT PÚBLIC DEL 28/09/15 AL 26/11/15,358501491529 0213  P1M501N0441620
2016-01-22,964.93,18,Serveis de manteniment d'edificis i inversions,,,"ENDESA ENERGIA,S.A.",CONSUM ENLLUMENAT PÚBLIC DEL 26/10/15 AL 26/11/15,750000079503 0597  P1M501N0434874
2016-01-22,808.43,18,Serveis de manteniment d'edificis i inversions,,,"ENDESA ENERGIA,S.A.",CONSUM ELÈCTRIC CAMP DE FUTBOL DEL 31/10/15 AL 30/11/15,710000027855 0618  P1M501N0480080
2016-01-22,569.84,18,Serveis de manteniment d'edificis i inversions,,,"ENDESA ENERGIA,S.A.",CONSUM ELÈCTRIC ENLLUMENAT PÚBLIC DEL 10/09/15 AL 11/11/15,358501310154 0169  P1M501N0353994
2016-01-22,433.77,18,Serveis de manteniment d'edificis i inversions,,,"ENDESA ENERGIA,S.A.",CONSUM ELÈCTRIC ENLLUMENAT PÚBLIC DEL 28/09/15 AL 26/11/15,358501504159 0213  P1M501N0441622
2016-01-22,1548.86,18,Serveis de manteniment d'edificis i inversions,,,"ENDESA ENERGIA,S.A.",CONSUM ELÈCTRIC ENLLUMENAT PÚBLIC DEL 10/09/15 AL 11/11/15,750000080880 0257  P1M501N0354064
2016-01-22,507.99,18,Serveis de manteniment d'edificis i inversions,,,"ENDESA ENERGIA,S.A.",CONSUM ELÈCTRIC ENLLUMENAT PÚBLIC DEL 29/09/15 AL 26/11/15,358501421243 0228  P1M501N0441618
2016-01-22,1042.85,18,Serveis de manteniment d'edificis i inversions,,,"ENDESA ENERGIA,S.A.",CONSUM ELÈCTRIC ESCOLA POLINYÀ DEL 31/10/15 AL 30/11/15,358501560102 0285  P1M501N0479593
2016-01-22,2160.94,18,Serveis de manteniment d'edificis i inversions,,,"ENDESA ENERGIA,S.A.",CONSUM ELÈCTRIC ROURE DEL 31/10/15 AL 30/11/15,750000079581 0533  P1M501N0468157
2016-01-22,348.0,18,Serveis de manteniment d'edificis i inversions,,,"ENDESA ENERGIA,S.A.",CONSUM ELÈCTRIC PISTA POLIESPORTIVA DEL 26/10/15 AL 25/11/15,750000080287 0506  P1M501N0425822
2016-01-22,232.77,18,Serveis de manteniment d'edificis i inversions,,,"ENDESA ENERGIA,S.A.",CONSUM ELÈCTRIC ENLLUMENAT PÚBLIC DEL 26/10/15 AL 26/11/15,750000080574 0470  P1M501N0434879
2016-01-22,581.72,18,Serveis de manteniment d'edificis i inversions,,,"ENDESA ENERGIA,S.A.",CONSUM ELÈCTRIC ENLLUMENAT PÚBLIC DEL 28/09/15 AL 26/11/15,358501311580 0228  P1M501N0441613
2016-01-22,747.62,18,Serveis de manteniment d'edificis i inversions,,,"ENDESA ENERGIA,S.A.",CONSUM ENLLUMENAT PÚBLIC DEL 27/10/15 AL 26/11/15,750000079917 0637  P1M501N0434876
2016-01-22,329.45,18,Serveis de manteniment d'edificis i inversions,,,"ENDESA ENERGIA,S.A.",CONSUM ELÈCTRIC ENLLUMENAT PÚBLIC DEL 26/09/15 AL 26/11/15,358501412055 0228  P1M501N0441616
2016-01-22,602.37,18,Serveis de manteniment d'edificis i inversions,,,"ENDESA ENERGIA,S.A.",CONSUM ELÈCTRIC ENLLUMENAT PÚBLIC DEL 26/10/15 AL 25/11/15,750000080350 0510  P1M501N0425823
2016-01-22,1469.52,18,Serveis de manteniment d'edificis i inversions,,,"ENDESA ENERGIA,S.A.",CONSUM ELÈCTRIC ESCOLA ROSER CAPDEVILA DEL 31/10/15 AL 30/11/15,750000079406 0525  P1M501N0480118
2016-01-22,398.28,18,Serveis de manteniment d'edificis i inversions,,,"ENDESA ENERGIA,S.A.",CONSUM ELÈCTRIC ENLLUMENAT PÚBLIC DEL 27/10/15 AL 26/11/15,750000080249 0525  P1M501N0434877
2016-01-22,252.06,18,Serveis de manteniment d'edificis i inversions,,,"ENDESA ENERGIA,S.A.",CONSUM ELÈCTRIC NAU BRIGADA DEL 28/10/15 AL 27/11/15,358501558061 0289  P1M501N0440333
2016-01-22,144.86,18,Serveis de manteniment d'edificis i inversions,,,"ENDESA ENERGIA,S.A.",CONSUM ELÈCTRIC ENLLUMENAT PÚBLIC DEL 28/09/15 AL 25/11/15,358501308983 0228  P1M501N0436641
2016-01-22,528.38,18,Serveis de manteniment d'edificis i inversions,,,"ENDESA ENERGIA,S.A.",CONSUM ELÈCTRIC ENLLUMENAT PÚBLIC DEL 14/09/15 AL 12/11/15,358501419464 0141  P1M501N0372957
2016-01-22,855.95,18,Serveis de manteniment d'edificis i inversions,,,"ENDESA ENERGIA,S.A.",CONSUM ELÈCTRIC ENLLUMENAT PÚBLIC DEL 29/09/15 AL 27/11/15,358501438595 0228  P1M501N0449902
2016-01-22,426.28,18,Serveis de manteniment d'edificis i inversions,,,"ENDESA ENERGIA,S.A.",CONSUM ELÈCTRIC ENLLUMENAT PÚBLIC DEL 28/09/15 AL 26/11/15,358501306684 0228  P1M501N0441612
2016-01-22,647.48,18,Serveis de manteniment d'edificis i inversions,,,"ENDESA ENERGIA,S.A.",CONSUM ELÈCTRIC ENLLUMENAT PÚBLIC DEL 28/10/15 AL 27/11/15,750000080411 0514  P1M501N0440420
2016-01-22,2020.66,18,Serveis de manteniment d'edificis i inversions,,,"ENDESA ENERGIA,S.A.",CONSUM ELÈCTRIC ESCOLA PERE CALDERS DEL 31/10/15 AL 30/11/15,800000360172 0473  P1M501N0468489
2016-01-22,128.02,18,Serveis de manteniment d'edificis i inversions,,,"ENDESA ENERGIA,S.A.",CONSUM ELÈCTRIC ENLLUMENAT PÚBLIC DEL 28/09/15 AL 26/11/15,358501321341 0217  P1M501N0441615
2016-01-22,1172.74,18,Serveis de manteniment d'edificis i inversions,,,"ENDESA ENERGIA,S.A.",CONSUM ELÈCTRIC ENLLUMENAT PÚBLIC DEL 27/10/15 AL 26/11/15,750000079385 0485  P1M501N0434873
2016-01-22,1170.03,18,Serveis de manteniment d'edificis i inversions,,,"ENDESA ENERGIA,S.A.",CONSUM ELÈCTRIC AJUNTAMENT DEL 27/10/15 AL 26/11/15,750000079649 0506  P1M501N0434875
2016-01-22,969.56,18,Serveis de manteniment d'edificis i inversions,,,"ENDESA ENERGIA,S.A.",CONSUM ELÈCTRIC ENLLUMENAT PÚBLIC DEL 28/09/15 AL 26/11/15,358502557549 0209  P1M501N0441625
2016-01-22,588.28,18,Serveis de manteniment d'edificis i inversions,,,"ENDESA ENERGIA,S.A.",CONSUM ELÈCTRIC BIBLIOTECA DEL 26/10/15 AL 25/11/15,750000079687 0510  P1M501N0425820
2016-01-22,305.6,18,Serveis de manteniment d'edificis i inversions,,,"ENDESA ENERGIA,S.A.",CONSUM ELÈCTRIC CENTRE CÍVIC DEL 27/10/15 AL 25/11/15,990000212707 0516  P1M501N0425949
2016-01-22,798.31,18,Serveis de manteniment d'edificis i inversions,,,"ENDESA ENERGIA,S.A.",CONSUM ELÈCTRIC CAN GAVARRA DEL 31/10/15 AL 30/11/15,358501550339 0285  P1M501N0479592
2016-01-22,477.89,18,Serveis de manteniment d'edificis i inversions,,,"ENDESA ENERGIA,S.A.",CONSUM ELÈCTRIC ENLLUMENAT PÚBLIC DEL 28/09/15 AL 26/11/15,358501493302 0213  P1M501N0441621
2016-01-22,261.94,18,Serveis de manteniment d'edificis i inversions,,,"ENDESA ENERGIA,S.A.",CONSUM ELÈCTRIC ENLLUMENAT PÚBLIC DEL 28/09/15 AL 26/11/15,358501414090 0228  P1M501N0441617
2016-01-22,278.57,18,Serveis de manteniment d'edificis i inversions,,,"ENDESA ENERGIA,S.A.",CONSUM ELÈCTRIC LOCAL ANTIC POL DEL 10/09/15 AL 11/11/15,358501332501 0154  P1M501N0353997
2016-01-22,245.98,18,Serveis de manteniment d'edificis i inversions,,,"ENDESA ENERGIA,S.A.",CONSUM ELÈCTRIC PISCINA DEL 26/10/15 AL 25/11/15,750000080082 0506  P1M501N0425821
2016-01-22,1123.26,18,Serveis de manteniment d'edificis i inversions,,,"ENDESA ENERGIA,S.A.",CONSUM ELÈCTRIC ENLLUMENAT PÚBLIC DEL 10/09/15 AL 11/11/15,750000080726 0409  P1M501N0354063
2016-01-22,373.5,18,Serveis de manteniment d'edificis i inversions,,,"ENDESA ENERGIA,S.A.",CONSUM ELÈCTRIC ENLLUMENAT PÚBLIC DEL 26/10/15 AL 26/11/15,750000080481 0525  P1M501N0434878
2016-01-22,26.33,18,Serveis de manteniment d'edificis i inversions,,,"FERRETERIA VIACC, SCP",MATERIAL MANTENIMENT CENTRE DE FORMACIÓ ROURE,62709
2016-01-22,144.12,18,Serveis de manteniment d'edificis i inversions,,,"FERRETERIA VIACC, SCP",MATERIAL MANTENIMENT ESCOLA DE POLINYÀ,62713
2016-01-22,61.65,18,Serveis de manteniment d'edificis i inversions,,,"FERRETERIA VIACC, SCP",MATERIAL MANTENIMENT ESCOLA PERE CALDERS,62710
2016-01-22,121.82,18,Serveis de manteniment d'edificis i inversions,,,"FERRETERIA VIACC, SCP",MATERIAL MANTENIMENT ESCOLA ROSER CAPDEVILA,62711
2016-01-22,10.03,18,Serveis de manteniment d'edificis i inversions,,,"FERRETERIA VIACC, SCP",MATERIAL MANTENIMENT ESCOLA BRESSOL BADABADOC,62714
2016-01-22,22.87,18,Serveis de manteniment d'edificis i inversions,,,"FERRETERIA VIACC, SCP",MATERIAL MANTENIMENT ESCOLA BRESSOL GINESTA,62715
2016-01-22,284.68,18,Serveis de manteniment d'edificis i inversions,,,"FERRETERIA VIACC, SCP",MATERIAL MANTENIMENT CAMP DE FUTBOL,62712
2016-01-22,1815.0,04,Urbanisme,,,GEOVINCLES,Allotjament Aplicacions WEB del 2015 (9 mesos) MANTENIMENT SIG,F 153
2016-01-22,5884.5,04,Urbanisme,,,"GICSA, S.A.",Certificació núm. 3 - Desembre 2015 - Rehabilitació de la Torre de l'aigua de Can Gavarra,
2016-01-22,850.96,18,Serveis de manteniment d'edificis i inversions,,,"GUANTES BASPIN, S.L.",VESTUARI BRIGADA,03874/15
2016-01-22,654.34,18,Serveis de manteniment d'edificis i inversions,,,"GUANTES BASPIN, S.L.",VESTUARI PLANS D'OCUPACIÓ,03875/15
2016-01-22,158.55,18,Serveis de manteniment d'edificis i inversions,,,"GUANTES BASPIN, S.L.",VESTUARI BRIGADA,03876/15
2016-01-22,992.2,18,Serveis de manteniment d'edificis i inversions,,,"HAPPYLUDIC PLAYGROUND AND URBAN EQUIPMENT, S.L.",ANCORATGES BARANA DE FUSTA DE SERRA MAURINA,20152121
2016-01-22,3557.4,18,Serveis de manteniment d'edificis i inversions,,,"HAPPYLUDIC PLAYGROUND AND URBAN EQUIPMENT, S.L.",BARANA LATERIAL C-155 (SERRA MAURINA),20152120
2016-01-22,372.0,02,Serveis generals,,,INSTITUT DE SEGURETAT PÚBLICA DE CATALUNYA,CURS MONITOR DE TIR POLICIA,2015-01108
2016-01-22,360.0,02,Serveis generals,,,INSTITUT DE SEGURETAT PÚBLICA DE CATALUNYA,CURS EDUCACIÓ VIÀRIA II POLICIA,2015-01233
2016-01-22,2852.9,02,Serveis generals,,,INSTITUT DE SEGURETAT PÚBLICA DE CATALUNYA,CURS CAPORAL POLICIES,2015-01158
2016-01-22,1438.03,06,Serveis municipals i via pública,,,"INTEGRACION SOCIAL DE MINUSVALIDOS, SL",CONDUCCIÓ I MANTENIMENT CAMP DE FUTBOL OCTUBRE 2015,475-15
2016-01-22,794.93,13,Esports,,,"INTEGRACION SOCIAL DE MINUSVALIDOS, SL",CONDUCCIÓ I MANTENIMENT CAMP DE FUTBOL OCTUBRE 2015,475-15
2016-01-22,1438.03,06,Serveis municipals i via pública,,,"INTEGRACION SOCIAL DE MINUSVALIDOS, SL",CONDUCCIÓ I MANTENIMENT CAMP DE FUTBOL NOVEMBRE 2015,538-15
2016-01-22,794.93,13,Esports,,,"INTEGRACION SOCIAL DE MINUSVALIDOS, SL",CONDUCCIÓ I MANTENIMENT CAMP DE FUTBOL NOVEMBRE 2015,538-15
2016-01-22,508.2,02,Serveis generals,,,"INTERNATIONAL SOFTMACHINE SYSTEMS, S.L.",SR070 CAMBIO DE SERVIDOR DE APLICACIONES,128
2016-01-22,300.0,01,Presidència-Òrgans de govern,,,"ISAAC ROBLES, ENCARNACIÓN",PICA - PICA PRESIDÈNCIA EL 18/12 AL CENTRE CÍVIC,07/15
2016-01-22,4291.05,18,Serveis de manteniment d'edificis i inversions,,,ISEOVA SL,Reparació d'una reixa de recollida d'aigües al carrer Pedraforca,2015/AA00048
2016-01-22,216.0,18,Serveis de manteniment d'edificis i inversions,,,"JORDI L'ESPIGOL JARDINER, S.L.",MANTENIMENT 2 PARTERRES SITUATS EN L'ACCÉS AL LOCAL D'ATENCIÓ A LES PERSONES,9308
2016-01-22,38.72,18,Serveis de manteniment d'edificis i inversions,,,MACOPOL,BIG BAG MEZCLA,150245
2016-01-22,10.64,18,Serveis de manteniment d'edificis i inversions,,,MACOPOL,COLLAK ESPUMA FOAM 750 CANULA,150269
2016-01-22,1184.2,18,Serveis de manteniment d'edificis i inversions,,,MACOPOL,MATERIAL MANTENIMENT VIA PÚBLICA,
2016-01-22,329.56,02,Serveis generals,,,"MORAGUES REALES, SILVIA - CAFE BAR SILVI'S",CATERING ELECCIONS 20/12/15,15012
2016-01-22,39.03,18,Serveis de manteniment d'edificis i inversions,,,"PLANA FÀBREGA SABADELL, SL",MANTENIMENT CORRECTIU CIRCUIT TANCAT TV ESCOLA PERE CALDERS,FMSAB1500928
2016-01-22,11.0,06,Serveis municipals i via pública,,,"SANTOS JORGE, S.A.",SERVEI MENSUAL CONTENIDORS DE 7M3 PER LA RECOLLIDA DE RESTES VEGETALS,2015 1067
2016-01-22,796.69,06,Serveis municipals i via pública,,,"SERVICIOS JAF, SA",NETEJA CAN GAVARRA NOVEMBRE 2015,V0/ 3466
2016-01-22,38.72,18,Serveis de manteniment d'edificis i inversions,,,"SERVICIOS JAF, SA",Reforç a CAN GAVARRA dimarts dia 24 de novembre degut a que dimecres tenen un acte.,3465
2016-01-22,1349.0,05,Obres,,,"SERVICIOS JAF, SA",Servei de neteja a fons de les noves instal·lacions de l'edifici de CAN GAVARRA realitzat segons la n/oferta 363/15-MD.,V0/ 3587
2016-01-22,21.78,18,Serveis de manteniment d'edificis i inversions,,,"SERVICIOS JAF, SA",Servei de neteja extra del CENTRE CÍVIC realitzat el dia 29 de novembre amb motiu d'un acte.,3561
2016-01-22,60.23,02,Serveis generals,,,SERVICIOS MICROINFORMÁTICA S.A.,TARJETAS USB 2.0 LAN N - LC9601 / D-LINK GO 5-PORT FAST ETHERNET EASY D ESKTOP SWITCH GO-SW-5E - CONMUTADOR   - 5 X 10/1,15C1 024721
2016-01-22,603.73,02,Serveis generals,,,SERVICIOS MICROINFORMÁTICA S.A.,TÒNERS,15C1 026004
2016-01-22,60.23,02,Serveis generals,,,SERVICIOS MICROINFORMÁTICA S.A.,TARJETAS USB 2.0 LAN N - LC9601 / D-LINK GO 5-PORT FAST ETHERNET EASY D ESKTOP SWITCH GO-SW-5E - CONMUTADOR   - 5 X 10/1,15C1 024722
2016-01-22,142.62,02,Serveis generals,,,"SERVI-TRANS POLINYA, S.L.",SERVEI MISSATGERIA NOVEMBRE 2015,A00040649
2016-01-22,795.69,02,Serveis generals,,,"SOCIEDAD ESTATAL CORREOS Y TELÉGRAFOS,S.A.",SERVEI CORREUS NOVEMBRE 2015,
2016-01-22,562.65,18,Serveis de manteniment d'edificis i inversions,,,"SUBMINISTRES ROVIRA,SL -FERRETERIA ROVIRA",MATERIAL MANTENIMENT VIA PÚBLICA,258451
2016-01-22,10.36,18,Serveis de manteniment d'edificis i inversions,,,"SUBMINISTRES ROVIRA,SL -FERRETERIA ROVIRA",MATERIAL BRIGADA CONSERGE ESCOLA PERE CALDERS,258457
2016-01-22,157.09,18,Serveis de manteniment d'edificis i inversions,,,"SUBMINISTRES ROVIRA,SL -FERRETERIA ROVIRA",MATERIAL BRIGADA ÚS INTERN,258456
2016-01-22,172.49,18,Serveis de manteniment d'edificis i inversions,,,"SUBMINISTRES ROVIRA,SL -FERRETERIA ROVIRA",MATERIAL BRIGADA ÚS INTERN,258455
2016-01-22,107.28,18,Serveis de manteniment d'edificis i inversions,,,"SUBMINISTRES ROVIRA,SL -FERRETERIA ROVIRA",MATERIAL BRIGADA MANTENIMENT EDIFICI AJUNTAMENT,258453
2016-01-22,469.47,18,Serveis de manteniment d'edificis i inversions,,,"SUBMINISTRES ROVIRA,SL -FERRETERIA ROVIRA",MATERIAL BRIGADA US INTERN,258452
2016-01-22,810.54,16,Serveis socials,,,"TELEVIDA SERVICIO SOCIOSANITARIO, S.L.",SERVEI TELEASSISTÈNCIA DOMICILIARIA NOVEMBRE 2015,FC-018108
2016-01-22,906.29,03,Seguretat ciutadana,,,"TRANSTEL, S.A.",LLOGUER VEHICLE POLICIAL NISSAN QASHQAI NOVEMBRE 2015,A 5466
