#Org.,Fun.,Eco.,Descripció,Crèdits inicials,Modificacions de crèdit,Crèdits totals consignats,Obligacions reconegudes
030,130,21400,MANTENIMENT VEHICLES,750,0,750,525.69
030,130,21500,MANTENIMENT MOBILIARI I ESTRIS,300,66.25,366.25,939.65
030,130,21900,REPARAC. MANTEN. ALTRE IMMOBILIZ.MATERIAL,2600,0,2600,2880.95
030,130,22103,SUBMINISTRAMENT  COMBUSTIBLE,5000,0,5000,4723.6
030,130,22104,SUBMINISTRAMENT  VESTUARI,8000,0,8000,7157.54
030,130,22199,ALTRES SUBMINISTRAMENTS,1000,947.43,1947.43,2676.8
030,130,22200,SERVEIS DE TELECOMUNICACIONS,4800,0,4800,6136.74
030,130,22699,DESPESES DIVERSES,1000,600,1600,2622.77
030,130,62501,MOBILIARI I ESTRIS,1000,0,1000,0
030,130,62601,EQUIPS PER A PROCESSOS D'INFORMACIO,1000,0,1000,2037.52
030,130,63300,"MAQUINÀRIA, INSTAL.LACIONS I ESTRIS",5000,0,5000,0
040,134,22699,Altres despeses diverses,0,3000,3000,3000
040,134,22706,PLANS DE PROTECCIÓ CIVIL,3000,0,3000,0
040,150,12000,RETRIBUCIONS BASIQUES FUNCIONARIS SOUS GRUP A1,42698,0,42698,40515.27
040,150,12001,RETRIBUCIONS BASIQUES FUNCIONARIS SOUS GRUP A2,13426,0,13426,12906.52
040,150,12003,RETRIBUCIONS BASIQUES FUNCIONARIS SOUS GRUP C1,20161,0,20161,19844.85
040,150,12004,RETRIBUCIONS BASIQUES FUNCIONARIS SOUS GRUP C2,25168,0,25168,21797.89
040,150,12006,TRIENNIS,13426,0,13426,12734.31
040,150,12100,COMPLEMENT DE DESTINACIÓ,58277,0,58277,56014.43
040,150,12101,COMPLEMENT ESPECÍFIC,138193,0,138193,133728.46
040,150,13000,RETRIBUCIONS BÀSIQUES PERSONAL LABORAL FIX,47178,0,47178,45052.48
040,150,13002,ALTRES REMUNERACIONS PERSONAL LABORAL FIX,95638,0,95638,95647.65
040,150,13100,REMUNERACIONS PERSONAL LABORAL TEMPORAL,26162,0,26162,25625.8
040,150,15000,PRODUCTIVITAT,7200,0,7200,5700
040,150,15100,Gratificacions personal funcionari,0,0,0,100
040,150,21400,MANTENIMENT VEHICLES,1000,0,1000,633.72
040,150,21900,REPARAC. MANTEN. ALTRE IMMOBILIZ.MATERIAL,0,0,0,0
040,150,22103,SUBMINISTRAMENT COMBUSTIBLE,1500,0,1500,471.4
040,150,22199,ALTRES SUBMINISTRAMENTS,1000,135.55,1135.55,0
040,150,22200,SERVEIS DE TELECOMUNICACIONS,2500,0,2500,2940.66
040,150,22699,DESPESES DIVERSES,300,0,300,168.82
040,150,22706,"ESTUDIS, PROJECTES I ALTRES TREBALLS TÈCNICS URBANISME",19000,21538,40538,15230.31
040,150,48005,ALTRES DESPESES DIVERSES,0,0,0,0
040,150,48900,ALTRES TRANSFERÈNCIES,500,0,500,0
040,150,62501,MOBILIARI I ESTRIS,1500,0,1500,0
040,150,62601,EQUIPS PER A PROCESSOS D'INFORMACIO,1000,0,1000,225.06
040,336,61900,REHABILITACIÓ TORRE DE L'AIGUA CAN GAVARRA,0,49068.75,49068.75,701.8
050,155,21300,REP. MANT. I CONSERVACIÓ INSTAL.LAC. I UTILL.,1000,3300,4300,4211.36
050,155,61000,INVERSIONS VIA PÚBLICA,180000,160958,340958,19582.85
050,155,61001,DESPERFECTES SECTOR D1 CAN ROVIRA,0,1782187.78,1782187.78,0
050,155,61900,REURBANITZACIÓ PASSEIG ESGLÉSIA,0,344836.28,344836.28,180663.56
050,164,63200,REFORMA I AMPLIACIÓ CEMENTIRI MUNICIPAL,0,95259.58,95259.58,31619.22
050,169,22699,DESPESES DIVERSES,100,187174.57,187274.57,43212.53
050,336,61900,REHABILITACIÓ TORRE DE L'AIGUA CAN GAVARRA,0,0,0,0
050,454,61901,MILLORA CAMINS LOCALS,0,8167.5,8167.5,0
050,459,60001,INVERSIONS EN TERRENYS,13000,36226.53,49226.53,43111.19
060,162,22700,RECOLLIDA I TRACTAMENT RESIDUS I DEIXALLERIES,650000,14184.9,664184.9,687167.62
060,163,22700,NETEJA VIÀRIA,358000,0,358000,353799.05
060,169,21000,INFRAESTRUCTURA I BENS NATURALS,10000,0,10000,0
060,169,22700,NETEJA EQUIPAMENTS MUNICIPALS,550000,13197.4,563197.4,523850.72
060,169,22703,Treballs realitzats per altres empreses i professionals.,0,0,0,7306.06
060,169,22709,MANTENIMENT JOCS INFANTILS,15000,330.58,15330.58,15734.7
060,169,22713,CLIMATITZACIÓ EQUIPAMENTS MUNICIPALS,21000,464.4,21464.4,17072.14
060,169,22714,MANTENIMENT CLAVEGUERAM,85000,0,85000,82598.43
060,169,22715,MANTENIMENT ENLLUMENAT PÚBLIC,85000,21447.33,106447.33,79927.38
060,169,22716,MANTENIMENT JARDINERIA,312000,0,312000,295926.98
060,169,62301,"MAQUINARIA, INSTAL.LACIONS I ESTRIS",2400,0,2400,0
060,169,62401,ELEMENTS DE TRANSPORT,0,21000,21000,17054.45
060,169,62501,MOBILIARI I ESTRIS,5000,10000,15000,6045.16
070,169,20200,LLOGUER EDIFICIS I ALTRES CONSTRUCCIONS,1500,0,1500,798.6
070,170,13000,RETRIBUCIONS BÀSIQUES PERSONAL LABORAL FIX,14886,0,14886,13495.21
070,170,13002,ALTRES REMUNERACIONS PERSONAL LABORAL FIX,21363,0,21363,18416.88
070,170,15000,PRODUCTIVITAT,600,0,600,0
070,172,22611,ACTIVITATS MEDI AMBIENT,10000,0,10000,1869.09
070,179,22200,Serveis de Telecomunicacions.,0,0,0,245.8
070,179,22602,CAMPANYES SENSIBILITZACIÓ AMBIENTAL,1000,0,1000,962.2
070,179,22608,ALTRES DESPESES DIVERSES,10500,0,10500,1235
070,179,22610,CAMPANYES PREVENCIÓ RESIDUS,600,0,600,600
070,179,22706,ACTUACIONS CAMINS FORESTALS,10000,7638.66,17638.66,3025
070,942,46700,A CONSORCIS,3500,0,3500,2104.69
080,330,13000,RETRIBUCIONS BÀSIQUES PERSONAL LABORAL FIX,37522,0,37522,36517.27
080,330,13002,ALTRES REMUNERACIONS PERSONAL LABORAL FIX,49157,0,49157,49170.04
080,330,13100,REMUNERACIONS PERSONAL LABORAL TEMPORAL,23161,0,23161,21692.47
080,330,15000,PRODUCTIVITAT,2400,204.28,2604.28,2400.03
080,330,15100,Gratificacions,0,0,0,204.25
080,330,21500,MANTENIMENT MOBILIARI I ESTRIS,500,0,500,718.13
080,330,22199,ALTRES SUBMINISTRAMENTS,400,0,400,551.5
080,330,22200,SERVEIS DE TELECOMUNICACIONS,2000,0,2000,991.76
080,330,22602,PUBLICITAT I PROPAGANDA,100,0,100,55
080,330,62501,MOBILIARI I ESTRIS,6000,4548.54,10548.54,7473.67
080,330,62601,EQUIPS PER A PROCESSOS D'INFORMACIO,0,0,0,507.84
080,330,63200,EDIFICIS I ALTRES CONSTRUCCIONS,5300,0,5300,2716.45
080,330,68900,ALTRES DESPESES EN INVERSIONS DE BENS PATRIMONIALS,6000,0,6000,1452
080,332,22001,LLIBRES BIBLIOTECA,2500,0,2500,1690.03
080,332,22200,SERVEIS DE TELECOMUNICACIONS,1200,0,1200,1302.75
080,332,22609,ACTIVITATS BIBLIOTECA,5000,0,5000,5665.96
080,334,22606,EXPOSICIÓ MEMÒRIA HISTÒRICA,5000,0,5000,8572.85
080,334,22609,ACTIVITATS CULTURA,9000,0,9000,3517.99
080,334,48900,SUBVENCIONS ENTITATS CULTURALS,35000,6400.03,41400.03,33911.65
080,338,20800,LLOGUER D'ALTRE IMMOBILITZAT MATERIAL,34500,0,34500,28826.47
080,338,22610,FESTA MAJOR D'HIVERN,7000,0,7000,6928.19
080,338,22611,FESTES NADALENQUES,5000,783.31,5783.31,7867.01
080,338,22612,ALTRES FESTES POPULARS,9500,0,9500,13817.09
080,338,22614,FESTA MAJOR D'ESTIU,70000,0,70000,70778.75
080,338,22706,INFRAESTRUCTURA FESTES,1500,0,1500,0
080,942,46700,CONSORCI NORMALITZACIÓ LINGÜISTICA,9400,127,9527,9526.56
090,923,22602,"BUTLLETÍ, AGENDA I ALTRES PUBLICACIONS MUNICIPALS",40900,1796.85,42696.85,34672.53
090,923,22608,MANTENIMENT PÀGINA WEB I IMATGE CORPORATIVA,500,319.44,819.44,0
090,924,22706,DESENVOLUPAMENT PLA PARTICIPACIÓ CIUTADANA,1000,0,1000,0
100,330,13100,REMUNERACIONS PERSONAL LABORAL TEMPORAL,28903,873.15,29776.15,29776.13
100,330,15000,PRODUCTIVITAT,600,85.5,685.5,600
100,330,15100,Gratificacions,0,0,0,85.5
100,330,21500,MANTENIMENT MOBILIARI I ESTRIS,4500,-1190,3310,2114.48
100,330,22199,ALTRES SUBMINISTRAMENTS,500,0,500,196.39
100,330,22200,SERVEIS DE TELECOMUNICACIONS,3000,0,3000,2408.54
100,330,22602,PUBLICITAT I PROPAGANDA,500,0,500,0
100,330,62501,MOBILIARI I ESTRIS,3000,4032.29,7032.29,3934.89
100,330,63201,Edificis i altres construccions.,0,0,0,3061.3
100,331,22609,ACTIVITATS INFANTIL I JUVENILS,16000,925.5,16925.5,15536.06
100,331,22613,CASAL D'ESTIU,45000,6000,51000,50976.2
100,331,22707,PUNT D'INFORMACIÓ JUVENIL,8000,0,8000,5220.6
100,331,48900,SUBVENCIONS ENTITATS JUVENILS,8000,1438.66,9438.66,7300.84
110,320,12004,RETRIBUCIONS BASIQUES FUNCIONARIS SOUS GRUP C2,16779,0,16779,15488.3
110,320,12006,TRIENNIS,1002,0,1002,547.58
110,320,12100,COMPLEMENT DE DESTINACIÓ,7282,0,7282,3987.74
110,320,12101,COMPLEMENT ESPECÍFIC,20362,0,20362,20632.87
110,320,13000,RETRIBUCIONS BÀSIQUES PERSONAL LABORAL FIX,325769,0,325769,287224.22
110,320,13002,ALTRES REMUNERACIONS PERSONAL LABORAL FIX,386729,-20000,366729,347167.98
110,320,13100,REMUNERACIONS PERSONAL LABORAL TEMPORAL,23288,0,23288,43951.58
110,320,14300,Altre personal atípic,0,0,0,23715.71
110,320,15000,PRODUCTIVITAT,17400,0,17400,12694.49
110,320,15100,Gratificacions personal funcionari,0,0,0,100
110,320,20500,LLOGUER DE MOBILIARI I ESTRIS,1600,0,1600,1305.3
110,320,21500,MANTENIMENT MOBILIARI I ESTRIS,1600,1045.84,2645.84,1836.56
110,320,21600,REPARACIÓ I MANTENIMENT EQUIPS INFORMÀTICS,300,0,300,0
110,320,21900,MANTENIMENT PROGRAMES INFORMÀTICS,750,0,750,744.94
110,320,22104,SUBMINISTRAMENT  VESTUARI,1000,190.33,1190.33,1087.93
110,320,22199,ALTRES SUBMINISTRAMENTS,4900,1201.02,6101.02,7282.12
110,320,22200,SERVEIS DE TELECOMUNICACIONS,9300,0,9300,8612.48
110,320,22602,PUBLICITAT I PROPAGANDA,1000,181.5,1181.5,450.73
110,320,62501,MOBILIARI I ESTRIS,3000,2861.65,5861.65,3956.1
110,320,62601,EQUIPS PER A PROCESSOS D'INFORMACIO,0,0,0,542.08
110,321,62501,Mobiliari i estris,0,1146.21,1146.21,1146.21
110,321,63200,EDIFICIS I ALTRES CONSTRUCCIONS,49000,2503.02,51503.02,21395.96
110,323,22610,PROGRAMES EDUCATIUS,4400,0,4400,2458.52
110,323,22700,FORMACIÓ,4500,0,4500,1289.85
110,324,48003,Transf.cts. institucions s.f. lucre,0,7358,7358,7358
110,324,48900,SUBVENCIONS ENTITATS EDUCATIVES,32500,0,32500,14423.55
120,929,12003,RETRIBUCIONS BASIQUES FUNCIONARIS SOUS GRUP C1,10080,0,10080,9884.84
120,929,12004,RETRIBUCIONS BASIQUES FUNCIONARIS SOUS GRUP C2,8389,0,8389,8398.74
120,929,12006,TRIENNIS,3360,0,3360,3123.7
120,929,12100,COMPLEMENT DE DESTINACIÓ,10426,0,10426,10385.28
120,929,12101,COMPLEMENT ESPECÍFIC,27899,0,27899,27926.72
120,929,15000,PRODUCTIVITAT,1200,100,1300,1200
120,929,15100,Gratificacions personal funcionari,0,0,0,100
120,929,20500,LLOGUER DE MOBILIARI I ESTRIS,4000,0,4000,1152.84
120,929,21500,MANTENIMENT MOBILIARI I ESTRIS,1000,377.63,1377.63,2589.92
120,929,21600,REPARACIÓ I MANTENIMENT EQUIPS INFORMÀTICS,0,0,0,828.91
120,929,22000,MATERIAL D'OFICINA,0,0,0,1074.37
120,929,22200,SERVEIS DE TELECOMUNICACIONS,3000,0,3000,2569.37
120,929,22602,PUBLICITAT I PROPAGANDA,1000,0,1000,1000
120,929,22717,MUNTATGE I DESMUNTATGE DE TARIMES,16000,0,16000,13555.32
130,340,13000,RETRIBUCIONS BÀSIQUES PERSONAL LABORAL FIX,100,0,100,0
130,340,15000,PRODUCTIVITAT,100,0,100,0
130,340,21200,MANTENIMENT EQUIPAMENTS ESPORTIUS,2000,0,2000,0
130,340,22106,SUBMINISTRAMENT PRODUCTES FARMACÈUTICS,180,0,180,0
130,340,22199,ALTRES SUBMINISTRAMENTS,3600,-1000,2600,147.86
130,340,22200,SERVEIS DE TELECOMUNICACIONS,1600,0,1600,2496.51
130,340,62501,Mobiliari i estris,0,0,0,371.95
130,341,22608,PROMOCIÓ ESPORTIVA,1000,0,1000,0
130,341,22609,ACTIVITATS DINAMITZACIÓ ESPORTIVA,12000,0,12000,12353
130,341,48900,SUBVENCIONS ENTITATS ESPORTIVES,43850,7141,50991,37981
130,342,22707,ASSESSORAMENT I ACTIVITAT GESTIÓ ESPORTIVA,18000,0,18000,8975.02
130,342,22709,COMPENSACIÓ EQUILIBRI FINANCER COMPLEX ESPORTIU,136000,51000,187000,187000
130,342,63200,EDIFICIS I ALTRES CONSTRUCCIONS,100,53255.17,53355.17,52255.17
130,342,63201,EDIFICIS I ALTRES CONSTRUCCIONS,543124,-50884.24,492239.76,492239.52
140,232,22608,PROGRAMA DE LA DONA,2500,50,2550,1365.13
140,232,22706,SERVEIS ATENCIÓ A LA DONA,9000,0,9000,6340.85
140,232,48900,SUBVENCIONS A ENTITATS,1800,360,2160,1800
150,310,12001,RETRIBUCIONS BÀSIQUES FUNCIONARIS SOUS GRUP A2,13426,0,13426,12906.52
150,310,12004,RETRIBUCIONS BÀSIQUES FUNCIONARIS SOUS GRUP C2,8389,0,8389,6863.72
150,310,12006,TRIENNIS,3215,0,3215,2662.34
150,310,12100,COMPLEMENT DE DESTINACIÓ,10779,0,10779,10111.27
150,310,12101,COMPLEMENT ESPECÍFIC,20966,0,20966,19131.17
150,310,15000,PRODUCTIVITAT,1200,0,1200,1200
150,313,21900,MANTENIMENT PROGRAMES INFORMÀTICS,400,0,400,0
150,313,22199,ALTRES SUBMINISTRAMENTS,500,0,500,803.31
150,313,22608,PROGRAMES SALUT I CONSUM,1350,0,1350,1078.74
150,313,22709,ACTUACIONS SALUT I CONSUM,53940,0,53940,53649.72
150,313,48003,TRANSFERÈNCIES CORRENTS INSTUCIONS SENSE FINALITAT DE LUCRE,300,0,300,0
150,313,48200,CONVENI CREU ROJA,4000,0,4000,4000
160,230,13000,RETRIBUCIONS BÀSIQUES PERSONAL LABORAL FIX,55917,0,55917,54027.31
160,230,13002,ALTRES REMUNERACIONS PERSONAL LABORAL FIX,67536,0,67536,67091.09
160,230,13100,REMUNERACIONS PERSONAL LABORAL TEMPORAL,27557,0,27557,27002.1
160,230,14300,Altre personal atípic,0,1400.15,1400.15,4289.65
160,230,15000,PRODUCTIVITAT,3000,0,3000,2300
160,230,22200,SERVEIS DE TELECOMUNICACIONS,1500,0,1500,0
160,230,62501,MOBILIARI I ESTRIS,100,11351.97,11451.97,3344.88
160,232,21400,MANTENIMENT VEHICLES,500,0,500,1067.9
160,232,22103,SUBMINISTRAMENT COMBUSTIBLE,300,0,300,317.43
160,232,22199,ALTRES SUBMINISTRAMENTS,500,217.8,717.8,1317.06
160,232,22611,ACTIVITATS GENT GRAN,22598,246.47,22844.47,22138.18
160,232,22706,Estudis i treballs tècnics.,0,3478.75,3478.75,11827.75
160,232,22709,AULA DE TARDA,40000,8349,48349,39898
160,232,48000,AJUTS SOCIALS,45000,1113.81,46113.81,32032.57
160,232,48003,AJUTS INFÀNCIA,7000,879.32,7879.32,3685.12
160,232,48004,AJUTS TRANSPORT ADAPTAT,4000,0,4000,3953.51
160,232,48005,AJUTS ASSISTÈNCIA JURIDICA,2040,0,2040,0
160,232,48900,SUBVENCIONS SERVEIS SOCIALS,0,0,0,4799.9
160,233,22608,ALTRES DESPESES DIVERSES,122960,9241.65,132201.65,64458.46
170,240,13000,RETRIBUCIONS BÀSIQUES PERSONAL LABORAL FIX,25383,0,25383,24469.99
170,240,13002,ALTRES REMUNERACIONS PERSONAL LABORAL FIX,33142,0,33142,33142.2
170,240,13100,REMUNERACIONS PERSONAL LABORAL TEMPORAL,61630,0,61630,60213.29
170,240,14100,PERSONAL PLANS D'OCUPACIÓ,0,0,0,21731.84
170,240,14101,ALTRE PERSONAL PLA D'OCUPACIÓ,0,34835.98,34835.98,0
170,240,15000,PRODUCTIVITAT,2400,0,2400,2400
170,240,20500,LLOGUER DE MOBILIARI I ESTRIS,500,0,500,0
170,240,21500,MANTENIMENT MOBILIARI I ESTRIS,200,57.75,257.75,390.19
170,240,22199,ALTRES SUBMINISTRAMENTS,2000,0,2000,165.53
170,240,22200,SERVEIS DE TELECOMUNICAC IONS,800,26.41,826.41,26.41
170,240,62501,MOBILIARI I ESTRIS,100,1388.5,1488.5,354.03
170,240,62601,EQUIPS PER A PROCESSOS D'INFORMACIO,0,0,0,989.78
170,241,22605,CURSOS FORMACIÓ,9000,77754.76,86754.76,56765.74
170,241,22606,FORMACIÓ OCUPACIONAL,0,89203.5,89203.5,0
170,241,22707,TREBALLS REALITZATS PER ALTRES EMPRESES,3000,2250.27,5250.27,3605.2
170,430,20800,Lloguers d'altre immobilitzat material,0,2101.04,2101.04,2101.04
170,430,22199,Altres subministraments.,0,42.29,42.29,42.29
170,430,22201,Postals.,0,0,0,0
170,430,22605,Altres despeses,0,8200,8200,8200
170,430,22606,"Reunions, conferències i cursos.",0,400,400,400
170,430,22607,Oposicions i proves selectives,0,0,0,0
170,430,22706,Estudis i treballs tècnics.,0,9701.78,9701.78,9701.78
170,430,48900,Altres transferències corrents a entitats,0,280,280,280
170,430,63200,Inv. repos.ass. edificis i construcc.,0,4656.27,4656.27,4656.27
180,160,13000,RETRIBUCIONS BÀSIQUES PERSONAL LABORAL FIX,64221,25067.42,89288.42,84195.53
180,160,13002,ALTRES REMUNERACIONS PERSONAL LABORAL FIX,115111,0,115111,120060.57
180,160,15000,PRODUCTIVITAT,3600,0,3600,3300
180,160,15100,GRATIFICACIONS,7000,0,7000,6999.84
180,160,20200,LLOGUER D'EDIFICIS I ALTRES CONSTRUCCIONS,26000,0,26000,19325.28
180,160,21200,MANTENIMENT LOCAL BRIGADA,1000,0,1000,941.43
180,160,21400,MANTENIMENT VEHICLES,6000,0,6000,4251.87
180,160,21500,MANTENIMENT MOBILIARI I ESTRIS,500,0,500,196.66
180,160,22100,SUBMINISTRE ELECTRIC MAGATZEM BRIGADA,4000,0,4000,2878.57
180,160,22103,SUBMINISTRAMENT  COMBUSTIBLE,6500,0,6500,4429.49
180,160,22104,SUBMINISTRAMENT  VESTUARI,3000,0,3000,5111.78
180,160,22199,ALTRES SUBMINISTRAMENTS,0,0,0,285.56
180,160,22200,SERVEIS DE TELECOMUNICACIONS,2500,0,2500,2350.91
180,164,21200,MANTENIMENT CEMENTIRI,1000,0,1000,90.75
180,165,22100,SUBMINISTRAMENT ENERGIA ELÈCTRICA ENLLUMENAT PÚBLIC,190000,5839.4,195839.4,183158.75
180,169,20300,LLOGUER DE MAQUINARIA INSTAL.LACIONS I UTILLATGE,100,0,100,0
180,169,20400,LLOGUER DE MATERIAL DE TRANSPORT,100,0,100,0
180,169,21000,ACTUACIONS EN VIES PÚBLIQUES,104000,55108.44,159108.44,102434.89
180,169,21300,"MANTENIMENT MAQUINARIA, INST. I UTILLATGE",500,0,500,0
180,169,21500,MOBILIARI I ESTSRES,0,0,0,0
180,169,22199,ALTRES SUBMINISTRAMENTS-MATERIALS BRIGADA-,80000,3870.1,83870.1,78789.52
180,179,21200,MANTENIMENT EDIFICIS SERV. MUNICIPALS DEIXALLERIA,600,0,600,0
180,179,22100,SUBMINISTRAMENT ENERGIA ELÈCTRICA DEIXALLERIA,1000,0,1000,542.56
180,230,21200,MANTENIMENT DEPENDÈNCIES BANC D'ALIMENTS,2600,0,2600,329.63
180,230,22100,SUBMINISTRAMENT ENERGIA ELÈCTRICA BANC D'ALIMENTS,1600,0,1600,0
180,320,21200,"MANTENIMENT EDIFICI """"EL ROURE""""",34000,0,34000,6701.78
180,320,21500,MOBILIARI I ESTRIS,500,0,500,0
180,320,22100,"SUBMINISTRAMENT ENERGIA ELÈCTRICA EDIFICI """"EL ROURE""""",50000,0,50000,58093.54
