#Data,Import,Orgànica,Area,Funcional,Econòmica,Nom terc.,Text lliure,Document
2014-01-14,1057.12,06,Serveis municipals i via pública,169,22709,"URBE SBD,SL",MATENIMENTS JOCS INFANTILS I GENT GRAN PARC CAN ROVIAR MES NOVEMBRE 2013,102233
2014-01-14,22318.66,06,Serveis municipals i via pública,169,22716,"PROCEDIMIENTO DE ASEO URBANO PAU, S.A.",CONSERVACIÓ I MANTENIMENT JARDINERIA NOVEMBRE 2013,00024
2014-01-14,35.07,02,Serveis generals,920,22201,"BAZ MARTINEZ, BERNARDINO",CORRESPONDENCIA NOVEMBRE,616
2014-01-14,15.3,08,Cultura,332,22001,"ABACUS, S.COOP.C.L.",COMPRA LLIBRES BIBLIOTECA,9030086529
2014-01-14,403.98,08,Cultura,332,22001,"ABACUS, S.COOP.C.L.",COMPRA LLIBRES BIBLIOTECA,9030086528
2014-01-14,4876.0,11,Educació,324,48003,"APREN JUGANT, SL",SERVEI  BEQUES EBM BADABADOC,2409
2014-01-14,365.42,18,Serveis de manteniment d'edificis i inversions,169,22199,MACOPOL,MATERIAL  BRIGADA,130291
2014-01-14,1111.14,18,Serveis de manteniment d'edificis i inversions,169,22199,MACOPOL,MATERIA BRIGADA,130292
2014-01-14,148.59,18,Serveis de manteniment d'edificis i inversions,169,22199,"SUBMINISTRES ROVIRA,SL -FERRETERIA ROVIRA",MATERIAL BRIGADA,250419
2014-01-14,50.65,18,Serveis de manteniment d'edificis i inversions,169,22199,"SUBMINISTRES ROVIRA,SL -FERRETERIA ROVIRA",MATERIAL BRIGADA,250418
2014-01-14,31.3,18,Serveis de manteniment d'edificis i inversions,169,22199,"SUBMINISTRES ROVIRA,SL -FERRETERIA ROVIRA",MATERIAL REPARACIONS BRIGADA,250416
2014-01-14,68.51,18,Serveis de manteniment d'edificis i inversions,169,22199,"COMERCIAL LIDER, S.A.",MATERIAL BRIGADA,304003165
2014-01-14,189.39,18,Serveis de manteniment d'edificis i inversions,169,22199,"COMERCIAL LIDER, S.A.",MATERIAL BRIGADA,304003161
2014-01-14,53.46,18,Serveis de manteniment d'edificis i inversions,169,22199,"COMERCIAL LIDER, S.A.",MATERIAL BRIGADA,304003166
2014-01-14,103.23,18,Serveis de manteniment d'edificis i inversions,169,22199,"COMERCIAL LIDER, S.A.",MATERIAL BRIGADA,304003167
2014-01-14,3989.8,16,Serveis socials,232,22709,EL GRUP DE POLINYA,DINAMITZACIÓ PROGRAMA AULA TARDA MES NOVEMBRE 2013,12/13
2014-01-14,547.0,07,Medi ambient,172,22611,"BIOSFERA, ASSOCIACIÓ D'EDUCACIÓ AMBIENTAL",TALLERS MEDI AMBIENT A CENTRES ESCOLARS,13/12/119
2014-01-14,1590.0,07,Medi ambient,179,22602,"BIOSFERA, ASSOCIACIÓ D'EDUCACIÓ AMBIENTAL",TALLERS MEDI AMBIENT A CENTRES ESCOLARS,13/12/119
2014-01-14,237.36,15,Salut i consum ,313,22709,HELP-GUAU,RECOLLIDA I ESTADA D'ANIMALS MES NOVEMBRE 2013,A/4825
2014-01-14,1521.91,04,Urbanisme,150,22706,"PAYMA COSTAS, S.A.",ESTUDI PATOLOGIES URB. CAN ROVIRA,13002429
2014-01-14,175.0,16,Serveis socials,232,22611,MONTSERRAT GURRI,TALLER CORAL PER LA GENT GRAN MES NOVEMBRE 2013,10/13
2014-01-14,600.0,15,Salut i consum ,313,22608,COL·LEGI DE VETERINARIS DE BARCELONA,"CAMPANYA """"POSA'M EL XIP""""",454/2013
2014-01-14,396.18,18,Serveis de manteniment d'edificis i inversions,160,21400,"NEUMATICOS POLINYA, S.L.",REPARACIÓ VEHICLES,A 13003140
2014-01-14,300.0,11,Educació,320,22199,"ABACUS, S.COOP.C.L.",MATERIAL VARI,9010024214
2014-01-14,654.84,11,Educació,320,22199,"ABACUS, S.COOP.C.L.",MATERIAL VARI,9010024214
2014-01-14,273.0,08,Cultura,334,22609,"VIAJES SABADELL, S.L.",TRASLLAT TEATRE VITORIA 24/11/2013,0013/013702
2014-01-14,178.0,07,Medi ambient,179,22610,"BIOSFERA, ASSOCIACIÓ D'EDUCACIÓ AMBIENTAL",TALLERS MEDI AMBIENT A CENTRES ESCOLARS,13/12/119
2014-01-14,758.48,10,Joventut,330,62501,IMSA - INSTRUMENTS MUSICALS SABADELL,MATERIAL MUSICAL,F01188
2014-01-14,592.46,16,Serveis socials,233,22608,"CLECE, SA",EXECUCIÓ OBRES REHABILITACIÓ PROG. DIBA EXPEDIENTS. 8167/12010-8167/12009-8167/12003,023230031313FAC
2014-01-14,30.92,16,Serveis socials,233,22608,"CLECE, SA",OBRES REHABILITACIÓ PROGRAMA DIBA EXPEDIENT 08167/12004,023230031413FAC
2014-01-14,526.35,04,Urbanisme,150,62601,"EQUIPS D'OFICINA SALVANS, S.L.",IMPRESSORA SAMSUNG AREA TERRITORI,1303861
2014-01-14,515.46,08,Cultura,330,62501,"CORNEJO ANTON, GREGORIO - G.C.A.",MATERIAL PER A PRESENTACIÓ DE LLIBRES A LA BIBLIOTECA,2036
2014-01-14,277.0,08,Cultura,334,22609,"VIAJES SABADELL, S.L.",TRASLLAT TEATRE VITORIA 24/11/2013,0013/013702
2014-01-14,961.95,03,Seguretat ciutadana,130,20400,"MUELAS NAVARRETE, RAFAEL - GRUAS SANTA COLOMA",SERVEI DE GRUA - RETIRADA DE VEHICLES VIA PUBLICA MES NOVEMBRE 2013,P-2013-11
2014-01-14,774.4,18,Serveis de manteniment d'edificis i inversions,169,22199,"CAMACHO JIMÉNEZ, ANTONIO",ESTRUCTURA D'ACER INOXIDABLE PER FORMACIÓ ARBRE DE NADAL ROTONDA AMETLLERS B142,1367
2014-01-14,770.0,10,Joventut,330,62501,EL CORTE INGLES,"TV LED LG 50"""" CASAL DE JOVES",92077242
2014-01-14,154.3,08,Cultura,330,62501,"INFORMATICA ESLO 7, S.L.",ADQUISICIÓ MATERIAL VARIS,0/35.348
2014-01-14,65.16,02,Serveis generals,920,22000,"LYRECO ESPAÑA, SA. ( OFISERVICE - ANTALIS )",MATERIAL OFICINA,7310249930
2014-01-14,42.3,02,Serveis generals,920,22000,"LYRECO ESPAÑA, SA. ( OFISERVICE - ANTALIS )",MATERIAL D'OFICINA,7310249931
2014-01-14,15.33,02,Serveis generals,920,22000,"LYRECO ESPAÑA, SA. ( OFISERVICE - ANTALIS )",MATERIAL D'OFICINA,7310249932
2014-01-14,253.16,14,Dona i igualtat,232,22608,"ORTEGA TOBIAS, PURIFICACIÓN","TALLER """"DIVINA DE LA MUERTE"""" 4T ESO",37/13
2014-01-14,0.02,02,Serveis generals,920,22706,"UNIVERSAL PREVENCIÓN Y SALUD, SOCIEDAD DE PREVENCIÓN, S.L.U.",CONTRACTE NÚM. 60658 PREVENCIÓ DE RISCOS LABORAL ANY 2013. QUOTA MES DESEMBRE 2013,F13151617ND
2014-01-14,544.25,15,Salut i consum ,313,22709,HELP-GUAU,RECOLLIDA I ESTADA D'ANIMALS MES NOVEMBRE 2013,A/4825
2014-01-14,0.2,11,Educació,324,48003,"APREN JUGANT, SL",SERVEI  BEQUES EBM BADABADOC,2409
2014-01-14,291.41,16,Serveis socials,232,48000,"GEDESCO, S.A. - MAHESO",COMPRA BANC ALIMENTS,PV203669
2014-01-14,1450.12,08,Cultura,338,22614,SGAE - SOCIETAT GENERAL D'AUTORS I EDITORS,DRETS MUSICALS,3339468
2014-01-14,203.28,02,Serveis generals,920,22603,"VALLESANA DE PUBLICACIONS,S.A.",ANUNCI LICITACIÓ AJPOLINYA VIVERS D'EMPRESES CAN GAVARRA PUBLICACIÓ 30/11/2013,P13110248
2014-01-14,179.69,09,"Comunicació, participació ciutadana i qualitat democràtica",923,22602,"GONZALEZ RODRIGUEZ, JUAN - REPARTOS PUBLICITARIOS",REPARTIMENT AGENDA NOVEMBRE,1749
2014-01-16,62.98,04,Urbanisme,150,22103,"DISA PENINSULA, S.L.U.",CONSUM BENZINA VEHICLES BRIGADES MES DESEMBRE 2013,001033988
2014-01-16,208.81,18,Serveis de manteniment d'edificis i inversions,160,22103,"DISA PENINSULA, S.L.U.",CONSUM BENZINA VEHICLES BRIGADES MES DESEMBRE 2013,001033988
2014-01-16,384.21,03,Seguretat ciutadana,130,22103,"DISA PENINSULA, S.L.U.",DESPESES BENZINA VEHICLES POLICIA LOCAL DESEMBRE 2013,001033848
2014-01-29,45.11,18,Serveis de manteniment d'edificis i inversions,165,22100,"ENDESA ENERGIA XXI, S.L.U.",CONSUM ELECTRIC OCT. -NOVEMBRE,AGRUP. 0343789
2014-01-29,728.64,16,Serveis socials,233,22608,"TELEVIDA SERVICIO SOCIOSANITARIO, S.L.",SERVEI TELEASSISTÈNCIA DOMICILIÀRIA MES NOVEMBRE 2013,FC-010559
2014-01-29,729.34,16,Serveis socials,233,22608,"TELEVIDA SERVICIO SOCIOSANITARIO, S.L.",SERVEI TELEASSISTÈNCIA DOMICILIARIA MES DE DESEMBRE 2013,FC-010878
2014-01-29,3823.45,06,Serveis municipals i via pública,162,22700,"CESPA GESTIÓN DE RESIDUOS, S.A.",UTILITZACIÓN PLANTA CAN BARBA TRACTAMENT FORM NOVEMBRE,13AFH00215
2014-01-29,59.0,06,Serveis municipals i via pública,162,22700,"EMBALAJES MONTE, SL",TRACTAMENT FUSTA DEIXALLERIA MES DE DESEMBRE 2013,197
2014-01-29,5.93,06,Serveis municipals i via pública,162,22700,"INNOVET-98,S.L.  - MASCAROL",INCINERACIÓ ANIMALS MES DESEMBRE 2013,33829
2014-01-29,28602.34,06,Serveis municipals i via pública,163,22700,"SERVICIOS SEMAT, S.A.","NETEJA VIARIA, RECOLLIDA RESIDUS I DEIXALLERIA DESEMBRE 2013",26
2014-01-29,152.4,14,Dona i igualtat,232,22706,ASSISTÈNCIA I GESTIÓ INTEGRAL,SERVEI ATENCIÓ PSICOLÒGICA MES DESEMBRE 2013,A/1916
2014-01-29,1057.12,06,Serveis municipals i via pública,169,22709,"URBE SBD,SL",MANTENIMENT JOCS INFANTILS I GENT GRAN PARC CAN ROVIRA MES DESEMBRE 2013,102276
2014-01-29,2297.69,06,Serveis municipals i via pública,169,22716,"JORDI L'ESPIGOL JARDINER, S.L.",MANTENIMENT NOVEMBRE NETEJA-JARDINERIA CAN ROVIRA,8424
2014-01-29,2297.69,06,Serveis municipals i via pública,169,22716,"JORDI L'ESPIGOL JARDINER, S.L.",CONTRACTE DE SERVEI MANTENIMENT JARDINERIA SECTOR CAN ROVIRA MES DE DESEMBRE 2013,8461
2014-01-29,22318.66,06,Serveis municipals i via pública,169,22716,"PROCEDIMIENTO DE ASEO URBANO PAU, S.A.",CONSERVACIÓ I MANTENIMENT JARDINERIA DESEMBRE 2013,00025
2014-01-29,375.1,08,Cultura,338,20800,"SUMINISTRES INDUSTRIALS SM, S.L. ( K2)","QUOTA MES NOVEMBRE 2013 - LLOGUER MODULS C/ ESCOLES, 2",1497/13
2014-01-29,375.1,08,Cultura,338,20800,"SUMINISTRES INDUSTRIALS SM, S.L. ( K2)","LLOGUER MODULS C/ ESCOLES, 2    -   MES DE DESEMBRE 2013",1.618/13
2014-01-29,580.8,14,Dona i igualtat,232,22706,"SANTANDREU GRACIA, NATALIA",SERVEIS ASSESORAMENT JURIDIC PROGRAMA IGUALTAT 2013 MESOS NOVEMBRE I DESEMBRE 2013,S 30-13
2014-01-29,7355.13,06,Serveis municipals i via pública,169,22700,"CLECE, SA",SERVEI NETEJA CEIP PERE CALDERS MES NOVEMBRE 2013,602160003313FAC
2014-01-29,7355.13,06,Serveis municipals i via pública,169,22700,"CLECE, SA",SERVEI NETEJA CEIP PERE CALDERS MES DESEMBRE 2013,602160003613FAC
2014-01-29,6625.03,06,Serveis municipals i via pública,169,22700,"CLECE, SA",SERVEI NETEJA CEIP ROSER CAPDEVILA MES DESEMBRE 2013,602160003513FAC
2014-01-29,2974.51,06,Serveis municipals i via pública,169,22700,"CLECE, SA",SERVEI NETEJA EBM BADABADOC MES DESEMBRE 2013,602160003713FAC
2014-01-29,6625.03,06,Serveis municipals i via pública,169,22700,"CLECE, SA",SERVEI NETEJA CEIP ROSER CAPDEVILA MES NOVEMBRE DE 2013,602160003213FAC
2014-01-29,2974.51,06,Serveis municipals i via pública,169,22700,"CLECE, SA",SERVEI NETEJA EBM BADABADOC I ANNEXES MES NOVEMBRE 2013,602160003413FAC
2014-01-29,66.55,07,Medi ambient,169,20200,"SUMINISTRES INDUSTRIALS SM, S.L. ( K2)",LLOGUER MODULS C/ JOAN MIRO -POLINYA MES DE DESEMBRE 2013,1.617/13
2014-01-29,66.55,07,Medi ambient,169,20200,"SUMINISTRES INDUSTRIALS SM, S.L. ( K2)",QUOTA MES AGOST 2013 - LLOGUER MODULS C/ JOAN MIRO QUOTA MES NOVEMBRE 2013 - LLOGUER MODULS C/ JOAN MIRO,1496/13
2014-01-29,64.29,02,Serveis generals,920,22201,"BAZ MARTINEZ, BERNARDINO",SERVEI CORREUS  MES DESEMBRE 2013,618
2014-01-29,540.39,02,Serveis generals,920,22201,"SOCIEDAD ESTATAL CORREOS Y TELÉGRAFOS,S.A.",CORREUS FACTURACIÓ MES NOVEMBRE 2013,4001233225
2014-01-29,8.13,02,Serveis generals,920,21500,"BASSO,S.A.","CÒPIES  MES DE NOVEMBRE FOTOCOPIADORES TERRITORI, S.GRALS. I AAPP",1/135561
2014-01-29,25.31,02,Serveis generals,920,21500,"BASSO,S.A.","CÒPIES  MES DE NOVEMBRE FOTOCOPIADORES TERRITORI, S.GRALS. I AAPP",1/135561
2014-01-29,12.11,08,Cultura,330,21500,"EQUIPS D'OFICINA SALVANS, S.L.","QUOTA LECTURA COMPTADORS IMPRESSORES EDUC., ALCALDIA, RECEPCIÓ I S.GRALS. NOVEMBRE 2013",1303873
2014-01-29,9.26,11,Educació,320,21500,"BASSO,S.A.","CÒPIES  MES DE NOVEMBRE FOTOCOPIADORES TERRITORI, S.GRALS. I AAPP",1/135561
2014-01-29,12.1,11,Educació,320,21500,"EQUIPS D'OFICINA SALVANS, S.L.","QUOTA LECTURA COMPTADORS IMPRESSORES EDUC., ALCALDIA, RECEPCIÓ I S.GRALS. NOVEMBRE 2013",1303873
2014-01-29,26705.57,06,Serveis municipals i via pública,169,22700,"SERVICIOS JAF, SA",QUOTA NETEJA NOVEMBRE,3585
2014-01-29,13027.93,06,Serveis municipals i via pública,169,22700,"SERVICIOS JAF, SA",QUOTA DESEMBRE NETEJA,3823
2014-01-29,185.09,02,Serveis generals,920,21600,SOLUCIONES INFORMATICAS ISGO,SERVEI MANTENIMENT MES DE NOVEMBRE,130466
2014-01-29,185.09,02,Serveis generals,920,21600,SOLUCIONES INFORMATICAS ISGO,SERVEI MANTENIMENT INFORMATIC MES DESEMBRE 2013,1/130514
2014-01-29,761.89,17,Ocupació,430,22707,"INNOVACIÓN Y CONSULTORIA en políticas públicas, s.l.",TREBALLS DE CONSULTORIA EIX RIERA DE CALDES CAN GAVARRA,13032
2014-01-29,5606.96,06,Serveis municipals i via pública,169,22715,"ETRA BONAL, S.A.",MANTENIMENT SERVEIS ENERGETICS MES DE DESEMBRE 2013,13/01938
2014-01-29,464.4,06,Serveis municipals i via pública,169,22713,"CATALANA DE CLIMA I C.LLONCH,S.L.","QUOTA MES NOVEMBRE 2013 TREBALLS REALITZATS EL ROURE, AAPP, CAMP FUTBOL, EBM LA GINESTA",1 131566
2014-01-29,464.4,06,Serveis municipals i via pública,169,22713,"CATALANA DE CLIMA I C.LLONCH,S.L.","MANTENIMENT CLIMATITZACIÓ EL ROURE, AAPP, CAMP FUTBOL EBM GINESTA MES OCTUBRE 2013",1 131427
2014-01-29,20.98,08,Cultura,332,22001,"ABACUS, S.COOP.C.L.",COMPRA LLIBRES BIBLIOTECA,9030090663
2014-01-29,314.7,08,Cultura,332,22001,"ABACUS, S.COOP.C.L.",COMPRA LLIBRES BIBLIOTECA,9030090662
2014-01-29,317.73,02,Serveis generals,920,20600,"ABAST SYSTEMS, SA",RENTING CONTRACTE ARRENDAMENT PERIODE 01/12/2013-31/12/2013,13002978
2014-01-29,1575.0,17,Ocupació,241,22605,"CADTECH FORMACION, S. L.",FORMACIÓ INTERPRETACIÓ DE PLANS,00Z/1.308
2014-01-29,94.86,18,Serveis de manteniment d'edificis i inversions,169,22199,"DROGUES I PINTURA LA MODERNA, SA",SUBMINISTRE DE MATERIAL PER A LA'EXECUCIÓ DE TREBALLS VIA PUBLICA,131009316
2014-01-29,423.52,18,Serveis de manteniment d'edificis i inversions,169,22199,"XIMENEZ CATALUNYA, S.L.U.",COMPRA FIL LLUMINOS,001/13.072
2014-01-29,514.25,18,Serveis de manteniment d'edificis i inversions,169,22199,"CAMACHO JIMÉNEZ, ANTONIO",REPARACIONS VARIES,1369
2014-01-29,18.3,18,Serveis de manteniment d'edificis i inversions,169,22199,"COMERCIAL LIDER, S.A.",MAATERIAL VARI,304003332
2014-01-29,6.72,18,Serveis de manteniment d'edificis i inversions,169,22199,"FERRETERIA VIACC, SCP",MATERIAL CONSERGES,61925
2014-01-29,6.72,18,Serveis de manteniment d'edificis i inversions,169,22199,"FERRETERIA VIACC, SCP",MATERIAL CONSERGES,61926
2014-01-29,266.8,18,Serveis de manteniment d'edificis i inversions,169,22199,MACOPOL,MATERIAL VARI BRIGADA,130321
2014-01-29,13.76,18,Serveis de manteniment d'edificis i inversions,169,22199,"FERRETERIA VIACC, SCP",MATERIAL CONSERGES,61924
2014-01-29,28.0,18,Serveis de manteniment d'edificis i inversions,169,22199,"FERRETERIA VIACC, SCP",MATERIAL CONSERGES,61924
2014-01-29,14.73,18,Serveis de manteniment d'edificis i inversions,169,22199,"FERRETERIA VIACC, SCP",MATERIAL VARI MANTENIMENT CONSERGES,61967
2014-01-29,1.8,18,Serveis de manteniment d'edificis i inversions,169,22199,"FERRETERIA VIACC, SCP",MATERIAL MANTENIMENT CONSERGES,61965
2014-01-29,3.05,18,Serveis de manteniment d'edificis i inversions,169,22199,"FERRETERIA VIACC, SCP",MATERIAL CONSERGES,61927
2014-01-29,25.42,18,Serveis de manteniment d'edificis i inversions,169,22199,"FERRETERIA VIACC, SCP",MATERIAL VARI MANTENIMENT CONSERGES,61966
2014-01-29,102.16,18,Serveis de manteniment d'edificis i inversions,169,22199,"SUBMINISTRES ROVIRA,SL -FERRETERIA ROVIRA",MATERIAL VARI BRIGADES,250720
2014-01-29,104.05,18,Serveis de manteniment d'edificis i inversions,169,22199,"SUBMINISTRES ROVIRA,SL -FERRETERIA ROVIRA",MATERIAL VARI BRIGADES,250719
2014-01-29,38.72,18,Serveis de manteniment d'edificis i inversions,320,21200,"ECOCLIMA VALLÈS, SL",REPARACIÓ CLIMATITZACIÓ ARXIU. 26/11/2013,EC-118
2014-01-29,180.41,18,Serveis de manteniment d'edificis i inversions,320,21200,"FORMASTAN, SL",REPARACIÓ ANG.ESQUINERO MAMP.DOBLE,130102
2014-01-29,315.57,18,Serveis de manteniment d'edificis i inversions,320,21200,"SEREMEX - Manteniments i instal. contra incendis SICI 2012, S.L.",REVISIÓ I MANTENIMENT EXTINTORS,15931
2014-01-29,2000.0,18,Serveis de manteniment d'edificis i inversions,330,21200,"BAUTISTA GONZALEZ, FRANCISCO - PINTURA INDUSTRIAL Y DECORATIVA",PINTURA PASSADIS BIBLIOTECA I DUES SALES,35
2014-01-29,13.31,18,Serveis de manteniment d'edificis i inversions,920,21200,"COMERCIAL LIDER, S.A.",MATERIAL VARI,304003331
2014-01-29,359.98,18,Serveis de manteniment d'edificis i inversions,920,21200,"ECOCLIMA VALLÈS, SL",MANTENIMENT CLIMATITZACIÓ DESEMBRE CAN GAVARRA,MT-99
2014-01-29,899.27,06,Serveis municipals i via pública,169,22713,"ECOCLIMA VALLÈS, SL",MANTENIMENT CLIMATITZACIÓ S/CONTRACTE N. EXP. 38/10 MES NOVEMBRE 2013,MT-95
2014-01-29,539.29,06,Serveis municipals i via pública,169,22713,"ECOCLIMA VALLÈS, SL",MANTENIMENT CLIMATITZACIÓ MES DE DESEMBRE,MT-98
2014-01-29,359.98,06,Serveis municipals i via pública,169,22713,"ECOCLIMA VALLÈS, SL",MANTENIMENT CLIMATITZACIÓ CAN GAVARRA MES NOVEMBRE 2013,MT-96
2014-01-29,8000.0,13,Esports,340,22706,"ITIK CONSULTORIA DE L'ESPORT I EL LLEURE, S.L.",ESTUDI DINAMITZACIÓ COMPLEX ESPORTIU,58/2013
2014-01-29,35.56,18,Serveis de manteniment d'edificis i inversions,430,21200,"SERVICIOS JAF, SA",AMPLIACIÓ QUOTA CAN GAVARRA 4T TRIMESTRE 2013,3835
2014-01-29,1026.17,09,"Comunicació, participació ciutadana i qualitat democràtica",923,22602,"ANMAN GRAFIQUES DEL VALLES, S.L.",IMPRESSIÓ I ENCUADERNACIÓ BUTLLETÍ,13939
2014-01-29,826.8,09,"Comunicació, participació ciutadana i qualitat democràtica",923,22602,"ANMAN GRAFIQUES DEL VALLES, S.L.",AGENDA ACTIVITATS MES DE JULIOL,131035
2014-01-29,910.0,09,"Comunicació, participació ciutadana i qualitat democràtica",923,22602,"ANMAN GRAFIQUES DEL VALLES, S.L.",AGENDA D'ACTIVITATS,13973
2014-01-29,536.64,09,"Comunicació, participació ciutadana i qualitat democràtica",923,22602,"CLOS MOLINA, FRANCESC   (DEDEDE COMUNICACIÓ GRÀFICA I VISUAL)",AGENDA INFORMACIÓ MUNICIPAL NÚN 64,36
2014-01-29,1024.4,09,"Comunicació, participació ciutadana i qualitat democràtica",923,22602,"CLOS MOLINA, FRANCESC   (DEDEDE COMUNICACIÓ GRÀFICA I VISUAL)",,37
2014-01-29,3989.8,16,Serveis socials,232,22709,EL GRUP DE POLINYA,DINAMITZACIÓ PROGRAMA AULA DE TARDA MES DESEMBRE,13/13
2014-01-29,220.36,07,Medi ambient,179,22706,"AGRUPACION DEFENSA FORESTAL, NUM 263 DE POLINYA (ADF)",ARRENJAMENT CAMI CAN MAURI,2
2014-01-29,968.21,15,Salut i consum ,313,22709,"COLOMBA CONTROL, S.L.",CONTROL DE COLOMS AMB GÀBIES MUNICIPI POLINYÀ,13/133
2014-01-29,200.0,16,Serveis socials,232,22611,"CALA JIMENEZ, ROSA",TALLER DE CORO ROCIERO DESEMBRE 2013,02/13
2014-01-29,175.0,16,Serveis socials,232,22611,MONTSERRAT GURRI,TALLER DE CORAL PER LA GENT GRANT MES DESEMBRE 2013,11/13
2014-01-29,72.45,16,Serveis socials,232,22611,"NUPIK INTERNACIONAL, S.L.",ADQUISICIÓ COPES I PLATS CASAL DE LA GENT GRAN,FA/822825
2014-01-29,26.0,16,Serveis socials,232,22611,"PRIETO ALDANA, CARMEN - LA FLORISTERIA DE CARMEN",ADQUISICIÓ DOS PLANTES NATURALS (VRIESIAS) CASAL DE LA GENT GRAN,9/13
2014-01-29,484.0,11,Educació,320,22602,MOMA Fotògrafs Montalban Mayo S.l.,VIDEO ESCOLES BRESSOLS MUNICIPALS,1338
2014-01-29,68.97,16,Serveis socials,232,22611,GIM GEMMA,MANTENIMENT GENT GRAN,03
2014-01-29,100.0,11,Educació,320,22602,"GRADO PÉREZ, ÀNGELS","XERRADA/TALLER """"FEM BON US DE LES XARXES: COMPETENCIES PER CONVIURE ROURE 1T 2013-14",8
2014-01-29,809.55,18,Serveis de manteniment d'edificis i inversions,160,21400,"NEUMATICOS POLINYA, S.L.",MANTENIMENT VEHICLE 8128FHK,A 13003432
2014-01-29,229.9,13,Esports,341,22609,GIM GEMMA,MANTENIMENT GENT GRAN,03
2014-01-29,187.2,08,Cultura,334,22609,"GIRAVENT PALLEROLA, SONIA",CURS PINTURA DESEMBRE 2013,9/2013
2014-01-29,2169.65,06,Serveis municipals i via pública,169,62501,"MECALUX, S.A.",SUBMINISTRAMENT I INSTAL·LACIO DE PRESTATGERIES,566038
2014-01-29,27.16,16,Serveis socials,232,22199,"SUBMINISTRES ROVIRA,SL -FERRETERIA ROVIRA",MATERIAL VARIS BRIGADA,250420
2014-01-29,102.25,08,Cultura,332,22609,"GONZALEZ ASENSIO, EVA","CONTE BIBLIOTECA POLINYA """"EL NADAL D'EN PERE PEROT"""" 18/12/2013",103/2013
2014-01-29,127.05,02,Serveis generals,920,21900,SOFTMACHINE,ADQUISICIÓ MATERIAL RELLOTGE FITXATGE PERSONAL AJPOLINYA,13000866
2014-01-29,15.9,11,Educació,320,22199,"ABACUS, S.COOP.C.L.",JOC DE TE,9010025381
2014-01-29,242.21,10,Joventut,330,62501,"MARCTECNIC POLINYA, S. L.",MATERIAL D'OFICINA VARI,31647
2014-01-29,651.77,10,Joventut,330,62501,"MARCTECNIC POLINYA, S. L.",MATERIAL D'OFICINA VARI,31647
