#Org.,Pro.,Eco.,Descripció,Crèdits inicials,Modificacions de crèdit,Crèdits totals consignats,Obligacions reconegudes
02,920,64800,QUOTES ARRENDAMENT FINANCER FOTOCOPIADORES I ORDINADORS,12000.0,229.24,12229.24,0.0
02,920,16000,SEGURETAT SOCIAL PERSONAL SERVEIS GENERALS,173492.0,-6942.32,166549.68,35128.77
02,920,12100,COMPLEMENT DE DESTINACIÓ,93545.0,-11710.0,81835.0,22207.74
02,920,22002,MATERIAL INFORMÀTIC NO INVENTARIABLE,10000.0,1415.69,11415.69,908.91
02,920,22105,PRODUCTES ALIMENTARIS,1000.0,0.0,1000.0,248.82
02,920,22199,ALTRES SUBMINISTRAMENTS,1000.0,0.0,1000.0,697.61
02,920,12001,RETRIBUCIONS BASIQUES FUNCIONARIS SOUS GRUP A2,40680.0,0.0,40680.0,10836.27
02,920,12000,RETRIBUCIONS BASIQUES FUNCIONARIS SOUS GRUP A1,31364.0,-14000.0,17364.0,4051.66
02,920,13002,ALTRES REMUNERACIONS PERSONAL LABORAL FIX,76904.0,0.0,76904.0,21511.46
02,920,21500,MANTENIMENT MOBILIARI I ESTRIS,6000.0,0.0,6000.0,1699.74
02,920,23020,DIETES PERSONAL NO DIRECTIU,3500.0,0.0,3500.0,143.92
02,920,23120,LOCOMOCIÓ PERSONAL NO DIRECTIU,2000.0,0.0,2000.0,1159.98
02,920,12101,COMPLEMENT ESPECÍFIC,282376.0,-22144.64,260231.36,74273.14
02,920,62601,EQUIPS PER A PROCESSOS D'INFORMACIO,12000.0,0.0,12000.0,0.0
02,920,12003,RETRIBUCIONS BASIQUES FUNCIONARIS SOUS GRUP C1,52361.0,0.0,52361.0,14206.59
02,920,62501,MOBILIARI I ESTRIS,6000.0,12704.96,18704.96,83.38
02,920,22201,COMUNICACIONS POSTALS,6000.0,0.0,6000.0,2794.03
02,920,21300,"REPARAC. MANTENIM. I CONSERV. MAQUINÀRIA, INSTAL·LAC. I UTIL",5500.0,87.37,5587.37,3404.94
02,920,15000,PRODUCTIVITAT,9600.0,0.0,9600.0,0.0
02,920,22400,PRIMES ASSEGURANCES,36000.0,30.8,36030.8,12206.84
02,920,12004,RETRIBUCIONS BASIQUES FUNCIONARIS SOUS GRUP C2,43578.0,0.0,43578.0,12417.4
02,920,35800,INTERESSOS ARRENDAMENTS FINANCERS,900.0,61.94,961.94,0.0
02,920,22299,ALTRES DESPESES EN COMUNICACIONS,10000.0,750.39,10750.39,197.1
02,920,21600,MANTENIMENT EQUIPS INFORMÀTICS,3000.0,473.9,3473.9,3587.78
02,920,63300,"MAQUINARIA, INSTAL.LACIONS I ESTRIS - EDIFICI AJUNTAMENT-",23000.0,0.0,23000.0,0.0
02,920,22602,PUBLICITAT I PROPAGANDA,3000.0,0.0,3000.0,333.96
02,920,12006,TRIENNIS,28017.0,0.0,28017.0,6592.19
02,920,22200,SERVEIS DE TELECOMUNICACIONS,10000.0,0.0,10000.0,1767.51
02,920,15100,GRATIFICACIONS,4000.0,0.0,4000.0,0.0
02,920,22604,DESPESES JURIDIQUES,10000.0,9283.95,19283.95,8340.0
02,920,22603,PUBLICACIÓ DIARIS OFICIALS,6000.0,0.0,6000.0,2322.28
02,920,21900,MANTENIMENT PROGRAMES INFORMÀTICS,30000.0,0.0,30000.0,0.0
02,920,63200,EDIFICIS I ALTRES CONSTRUCCIONS -EDIFICI AJUNTAMENT-,15000.0,0.0,15000.0,0.0
02,920,13000,RETRIBUCIONS BÀSIQUES PERSONAL LABORAL FIX,51946.0,0.0,51946.0,13838.74
02,920,22001,"PREMSA, REVISTES, LLIBRES I ALTRES PUBLICACIONS",10000.0,0.0,10000.0,1917.9
02,920,22000,MATERIAL D'OFICINA,10000.0,0.0,10000.0,12806.68
02,920,23300,ALTRES INDEMNITZACIONS,1500.0,0.0,1500.0,0.0
02,932,22708,SERVEIS DE RECAPTACIÓ A FAVOR DE L'ENTITAT,100000.0,0.0,100000.0,36752.57
02,934,35900,ALTRES DESPESES FINANCERES,1000.0,0.0,1000.0,728.61
02,934,34100,INTERESSOS DE FIANCES,100.0,0.0,100.0,10.11
02,934,35200,INTERESSOS DE DEMORA,1000.0,0.0,1000.0,0.0
02,934,31100,DESP. FORMALITZACIO MODIFICACIÓ I CANCEL.PRESTECS INTERIOR,900.0,0.0,900.0,0.0
02,942,46600,A ALTRES AGRUPACIONS DE MUNICIPIS,4100.0,0.0,4100.0,1376.96
02,9290,50000,FONS DE CONTINGÈNCIA,52000.0,0.0,52000.0,0.0
03,130,20400,LLOGUER DE MATERIAL DE TRANSPORT,8500.0,0.0,8500.0,260.15
03,130,12003,RETRIBUCIONS BASIQUES FUNCIONARIS SOUS GRUP C1,183262.0,0.0,183262.0,51819.5
03,130,35800,INTERESSOS ARRENDAMENTS FINANCERS,800.0,0.0,800.0,0.0
03,130,22699,DESPESES DIVERSES,1000.0,0.0,1000.0,335.16
03,130,15000,PRODUCTIVITAT,10800.0,810.0,11610.0,765.0
03,130,22200,SERVEIS DE TELECOMUNICACIONS,5000.0,0.0,5000.0,809.35
03,130,16000,SEGURETAT SOCIAL PERSONAL SEGURETAT CIUTADANA,182799.0,0.0,182799.0,35966.77
03,130,63300,"MAQUINARIA, INSTAL.LACIONS I ESTRIS SEGURETAT CIUTADANA",22000.0,0.0,22000.0,0.0
03,130,12100,COMPLEMENT DE DESTINACIÓ,83070.0,0.0,83070.0,21900.62
03,130,62501,MOBILIARI I ESTRIS,6000.0,454.36,6454.36,0.0
03,130,21400,MANTENIMENT VEHICLES,11580.0,391.32,11971.32,852.5
03,130,12004,RETRIBUCIONS BÀSIQUES FUNCIONARIS SOUS GRUP C2,0.0,0.0,0.0,0.0
03,130,12101,COMPLEMENT ESPECÍFIC,332277.0,0.0,332277.0,95059.02
03,130,22199,ALTRES SUBMINISTRAMENTS,1000.0,0.0,1000.0,1594.18
03,130,62601,EQUIPS PER A PROCESSOS D'INFORMACIO,2000.0,1000.0,3000.0,142.48
03,130,22103,SUBMINISTRAMENT  COMBUSTIBLE,5000.0,0.0,5000.0,841.27
03,130,12006,TRIENNIS,24238.0,0.0,24238.0,5778.7
03,130,21900,REPARAC. MANTEN. ALTRE IMMOBILIZ.MATERIAL,2600.0,0.0,2600.0,686.07
03,130,64800,QUOTES ARRENDAMENT FINANCER VEHICLES I EQUIPS DE TRANSMISSIÓ,22000.0,669.2,22669.2,669.2
03,130,22104,SUBMINISTRAMENT  VESTUARI,8000.0,0.0,8000.0,814.18
03,130,21300,"MANTENIMENT MAQUINARIA, INSTAL.LACIONS I UTILLATGE",1500.0,0.0,1500.0,672.87
03,130,21500,MANTENIMENT MOBILIARI I ESTRIS,500.0,0.0,500.0,1013.98
03,130,20300,"LLOGUER DE MAQUINÀRIA,INSTAL·LACIONS I ESTRIS",0.0,0.0,0.0,0.0
03,130,15100,GRATIFICACIONS,15000.0,24900.0,39900.0,9084.4
03,135,22699,ALTRES DESPESES DIVERSES- PROTECCIO CIVIL-,3000.0,0.0,3000.0,0.0
04,135,22706,ESTUDIS I TREBALLS TECNICS,0.0,0.0,0.0,786.5
04,150,22199,ALTRES SUBMINISTRAMENTS,1000.0,0.0,1000.0,0.0
04,150,22103,SUBMINISTRAMENT COMBUSTIBLE,2000.0,0.0,2000.0,108.25
04,150,12004,RETRIBUCIONS BASIQUES FUNCIONARIS SOUS GRUP C2,25420.0,0.0,25420.0,6767.93
04,150,16000,SEGURETAT SOCIAL PERSONAL URBANISME,113975.0,0.0,113975.0,24951.3
04,150,12000,RETRIBUCIONS BASIQUES FUNCIONARIS SOUS GRUP A1,43126.0,0.0,43126.0,11193.07
04,150,12006,TRIENNIS,12323.0,0.0,12323.0,3029.58
04,150,22699,ALTRES DESPESES DIVERSES,1500.0,0.0,1500.0,171.64
04,150,13000,RETRIBUCIONS BÀSIQUES PERSONAL LABORAL FIX,29817.0,0.0,29817.0,7890.77
04,150,12003,RETRIBUCIONS BASIQUES FUNCIONARIS SOUS GRUP C1,16351.0,0.0,16351.0,2844.49
04,150,13100,REMUNERACIONS PERSONAL LABORAL TEMPORAL,26795.0,0.0,26795.0,7443.54
04,150,62601,EQUIPS PER A PROCESSOS D'INFORMACIO,1000.0,0.0,1000.0,0.0
04,150,14300,ALTRE PERSONAL ATIPIC,4807.0,0.0,4807.0,1453.77
04,150,62501,MOBILIARI I ESTRIS,1000.0,0.0,1000.0,0.0
04,150,15100,GRATIFICACIONS,0.0,0.0,0.0,0.0
04,150,21900,REPARAC. MANTEN. ALTRE IMMOBILIZ.MATERIAL,1500.0,0.0,1500.0,0.0
04,150,22706,"ESTUDIS, PROJECTES I ALTRES TREBALLS TÈCNICS URBANISME",25000.0,11603.9,36603.9,7310.51
04,150,12101,COMPLEMENT ESPECÍFIC,126252.0,0.0,126252.0,34243.27
04,150,12001,RETRIBUCIONS BASIQUES FUNCIONARIS SOUS GRUP A2,13560.0,0.0,13560.0,3612.09
04,150,12100,COMPLEMENT DE DESTINACIÓ,55560.0,0.0,55560.0,14337.71
04,150,16106,INDEMNITZACIONS,8760.0,0.0,8760.0,0.0
04,150,48900,ALTRES TRANSFERÈNCIES,500.0,0.0,500.0,0.0
04,150,21400,MANTENIMENT VEHICLES,1500.0,0.0,1500.0,832.5
04,150,13002,ALTRES REMUNERACIONS PERSONAL LABORAL FIX,58094.0,0.0,58094.0,16510.74
04,150,22200,SERVEIS DE TELECOMUNICACIONS,2000.0,0.0,2000.0,226.29
04,150,15000,PRODUCTIVITAT,6600.0,0.0,6600.0,0.0
04,151,64000,REPARCEL.LACIÓ PLAÇA CENTRAL,0.0,0.0,0.0,0.0
04,151,60000,INVERSIONS EN TERRENYS,0.0,0.0,0.0,0.0
04,336,22707,REDACCIÓ CATÀLEG PATRIMONI,6000.0,0.0,6000.0,0.0
04,336,61900,REURBANITZACIÓ PASSEIG ESGLÉSIA,0.0,0.0,0.0,0.0
05,151,22699,ALTRES DESPESES DIVERSES,0.0,59171.22,59171.22,0.0
05,165,63300,"MAQUINARIA, INSTAL.LACIONS I ESTRIS",0.0,7301.08,7301.08,6958.29
05,171,62501,MOBILIARI I ESTRIS,0.0,0.0,0.0,1022.45
05,171,61000,INVERSIONS PARCS,15000.0,0.0,15000.0,7072.45
05,430,62200,EDIFICIS I ALTRES CONSTRUCCIONS,0.0,24422.65,24422.65,254.1
05,430,62601,EQUIPS PER A PROCESSOS D'INFORMACIO,0.0,0.0,0.0,0.0
05,430,62501,MOBILIARI I ESTRIS,0.0,12874.93,12874.93,0.0
05,1530,63300,"MAQUINARIA, INSTAL.LACIONS I ESTRIS",36000.0,37615.7,73615.7,0.0
05,1530,61000,INVERSIONS EN VIA PÚBLICA,20000.0,877084.69,897084.69,27436.63
05,1532,21300,REPAR. MANT. I CONSERV. MAQUIINÀRIA INSTAL. I UTILLATGE,0.0,0.0,0.0,0.0
05,1532,61001,INVERSIONS EN TERRENYS,0.0,0.0,0.0,0.0
05,1532,61000,INVERSIONS EN TERRENYS,0.0,109901.04,109901.04,6280.79
06,160,22714,MANTENIMENT CLAVEGUERAM,99000.0,-2748.51,96251.49,0.0
06,161,22608,ALTRES DESPESES,0.0,0.0,0.0,0.0
06,163,22700,NETEJA VIÀRIA,425000.0,0.0,425000.0,103462.02
06,164,22707,EXHUMACIONS CEMENTIRI,0.0,0.0,0.0,0.0
06,165,22715,MANTENIMENT ENLLUMENAT PÚBLIC,112000.0,1476.44,113476.44,62467.2
06,171,62501,MOBILIARI I ESTRIS,0.0,0.0,0.0,0.0
06,171,22700,MANTENIMENT PERIURBANS,20000.0,0.0,20000.0,0.0
06,171,22716,MANTENIMENT JARDINERIA,338000.0,0.0,338000.0,80540.61
06,171,21500,MANTENIMENT MOBILIARI I ESTRIS,0.0,0.0,0.0,0.0
06,171,22709,MANTENIMENT JOCS INFANTILS,22000.0,2748.51,24748.51,3171.36
06,231,22700,NETEJA DEPENDÈNCIES SERVEIS SOCIALS,1102.0,0.0,1102.0,0.0
06,231,22713,CLIMATITZACIÓ DEPENDÈNCIES SERVEIS SOCIALS,800.0,0.0,800.0,195.6
06,333,22713,CLIMATITZACIÓ EQUIPAMENTS CULTURA,1500.0,0.0,1500.0,287.28
06,333,22700,NETEJA EQUIPAMENTS CULTURA,26276.0,0.0,26276.0,0.0
06,337,22713,CLIMATITZACIÓ CASAL DE JOVES,250.0,0.0,250.0,44.52
06,337,22700,NETEJA CASAL DE JOVES,11741.0,0.0,11741.0,0.0
06,342,22707,MANTENIMENT ZONA ESPORTIVA,30000.0,0.0,30000.0,6547.05
06,342,22700,NETEJA EQUIPAMENTS ESPORTIUS,14332.0,0.0,14332.0,0.0
06,342,22713,CLIMATITZACIÓ EQUIPAMENTS ESPORTIUS,4000.0,0.0,4000.0,956.04
06,430,22713,CLIMATITZACIO CENTRE D'EMPRESES CAN GAVARRA,7000.0,0.0,7000.0,0.0
06,430,22700,NETEJA CENTRE DE EMPRESES CAN GAVARRA,13230.0,0.0,13230.0,0.0
06,451,62501,EDIFICIS I ALTRES CONSTRUCCIONS -MAGATZEM BRIGADA-,3500.0,0.0,3500.0,0.0
06,451,22700,NETEJA MAGATZEM BRIGADA,4961.0,0.0,4961.0,0.0
06,451,62200,EDIFICIS I ALTRES CONSTRUCCIONS,0.0,-285000.0,-285000.0,0.0
06,459,22707,DINAMITZACIÓ HORTS MUNICIPALS,1000.0,0.0,1000.0,0.0
06,920,22713,CLIMATITZACIÓ EDIFICIS MUNICIPALS,3000.0,0.0,3000.0,569.25
06,920,22700,NETEJA EDIFICIS MUNICIPALS,41894.0,0.0,41894.0,0.0
06,1530,62501,MOBILIARI I ESTRIS,0.0,33000.0,33000.0,0.0
06,1532,62501,MOBILIARI I ESTRIS,0.0,121.0,121.0,0.0
06,1621,22700,RECOLLIDA DE RESIDUS,510000.0,0.0,510000.0,110193.89
06,1622,22700,GESTIÓ DE RESIDUS SÒLIDS URBANS,37000.0,0.0,37000.0,10961.51
06,1623,22700,TRACTAMENT DE RESIDUS,230000.0,0.0,230000.0,53003.65
06,3230,22713,CLIMATITZACIÓ ESCOLES PÚBLIQUES,5800.0,0.0,5800.0,1127.7
06,3230,22700,NETEJA ESCOLES PÚBLIQUES,221322.0,0.0,221322.0,0.0
06,3231,22700,NETEJA ESCOLES BRESSOL MUNICIPALS,81859.0,0.0,81859.0,0.0
06,3231,22713,CLIMATITZACIÓ ESCOLES BRESSOL MUNICIPALS,3500.0,0.0,3500.0,725.05
06,3321,22713,CLIMATITZACIÓ BIBLIOTECA,150.0,0.0,150.0,26.97
06,3321,22700,NETEJA BIBLIOTECA,15159.0,0.0,15159.0,0.0
06,9290,22713,CLIMATITZACIÓ LOCAL ÀREA ATENCIÓ A LES PERSONES,400.0,0.0,400.0,96.36
06,9290,22700,NETEJA LOCAL D'ÀREA ATENCIÓ A LES PERSONES,7166.0,0.0,7166.0,0.0
06,9293,22700,NETEJA EQUIPAMENT EL ROURE,38587.0,0.0,38587.0,0.0
06,9293,22713,CLIMATITZACIÓ EQUIPAMENT EL ROURE,2200.0,0.0,2200.0,526.64
07,136,22707,PLANS DE MOBILITAT,3000.0,0.0,3000.0,0.0
07,170,15100,GRATIFICACIONS PERSONAL FUNCIONARI,0.0,0.0,0.0,98.42
07,170,61000,INVERSIONS EN TERRENYS,35000.0,0.0,35000.0,0.0
07,170,22200,SERVEIS DE TELECOMUNICACIONS,250.0,0.0,250.0,95.47
07,170,13000,RETRIBUCIONS BÀSIQUES PERSONAL LABORAL FIX,15527.0,0.0,15527.0,4096.8
07,170,62501,MOBILIARI I ESTRIS,0.0,3000.0,3000.0,2852.22
07,170,16000,SEGURETAT SOCIAL PERSONAL MEDI AMBIENT,10524.0,0.0,10524.0,2681.58
07,170,15000,PRODUCTIVITAT,600.0,0.0,600.0,0.0
07,170,13002,ALTRES REMUNERACIONS PERSONAL LABORAL FIX,18286.0,0.0,18286.0,5228.75
07,459,61000,INVERSIONS EN TERRENYS,6000.0,0.0,6000.0,0.0
07,942,46700,A CONSORCIS,4000.0,0.0,4000.0,198.31
07,1622,22707,PLA DE PREVENCIÓ DE RESIDUS,4000.0,0.0,4000.0,0.0
07,1622,63201,EDIFICIS I ALTRES CONSTRUCCIONS,23000.0,0.0,23000.0,0.0
07,1622,20200,LLOGUER EDIFICIS I ALTRES CONSTRUCCIONS,0.0,0.0,0.0,0.0
07,1622,20800,LLOGUER D'ALTRE IMMOBILITZAT MATERIAL,800.0,0.0,800.0,199.65
07,1622,22200,SERVEIS DE TELECOMUNICACIONS,0.0,0.0,0.0,0.0
07,1722,21300,"REPARACIO, MANTENIMENT I CONSERVACIO MAQ. INST. UTILL.",0.0,0.0,0.0,0.0
07,1722,21900,MANTENIMENT APP NATURA LOCAL,800.0,0.0,800.0,0.0
07,1722,22706,ACTUACIONS CAMINS FORESTALS,10000.0,0.0,10000.0,756.25
07,1722,22608,ALTRES DESPESES DIVERSES,5000.0,0.0,5000.0,0.0
07,1722,22199,SUBMINISTRAMENT SENYALS,500.0,0.0,500.0,0.0
07,1722,22610,CAMPANYES PREVENCIÓ RESIDUS,300.0,0.0,300.0,0.0
07,1722,22611,ACTIVITATS MEDI AMBIENT,2300.0,0.0,2300.0,1877.38
07,1722,22602,CAMPANYES SENSIBILITZACIÓ AMBIENTAL,16000.0,0.0,16000.0,1420.06
08,330,68900,MONUMENT RAMBLA,0.0,0.0,0.0,0.0
08,330,16000,SEGURETAT SOCIAL PERSONAL CULTURA,16135.0,0.0,16135.0,3768.9
08,330,62501,MOBILIARI I ESTRIS,22000.0,24099.15,46099.15,0.0
08,330,22602,PUBLICITAT I PROPAGANDA,100.0,0.0,100.0,69.15
08,330,22200,Serveis de Telecomunicacions.,0.0,0.0,0.0,0.0
08,330,14300,ALTRE PERSONAL ATÍPIC,17166.0,0.0,17166.0,4766.82
08,330,15100,GRATIFICACIONS,3500.0,0.0,3500.0,363.37
08,330,13000,RETRIBUCIONS BÀSIQUES PERSONAL LABORAL FIX,12421.0,0.0,12421.0,3308.8
08,330,13002,ALTRES REMUNERACIONS PERSONAL LABORAL FIX,15926.0,0.0,15926.0,4550.24
08,330,22199,ALTRES SUBMINISTRAMENTS,0.0,0.0,0.0,34.75
08,330,15000,PRODUCTIVITAT,1200.0,0.0,1200.0,0.0
08,333,20800,LLOGUER D'ALTRE IMMOBILITZAT MATERIAL,0.0,0.0,0.0,0.0
08,333,63201,EDIFICIS I ALTRES CONSTRUCCIONS,0.0,60000.0,60000.0,5130.4
08,333,22200,SERVEIS DE TELECOMUNICACIONS,1500.0,0.0,1500.0,170.83
08,333,22199,ALTRES SUBMINISTRAMENTS,200.0,0.0,200.0,0.0
08,333,21500,MANTENIMENT MOBILIARI I ESTRIS,1000.0,0.0,1000.0,0.0
08,333,62501,MOBILIARI I ESTRIS-CENTRE CIVIC-,20000.0,0.0,20000.0,0.0
08,334,78900,Altres transferències de capital a entitats,0.0,0.0,0.0,0.0
08,334,48900,SUBVENCIONS ENTITATS CULTURALS,27000.0,7883.03,34883.03,5341.85
08,334,22606,EXPOSICIÓ MEMÒRIA HISTÒRICA,10000.0,0.0,10000.0,0.0
08,334,22609,ACTIVITATS CULTURA,7000.0,0.0,7000.0,901.02
08,338,22610,FESTA MAJOR D'HIVERN,7000.0,0.0,7000.0,0.0
08,338,22611,FESTES NADALENQUES,7000.0,0.0,7000.0,79.24
08,338,22612,ALTRES FESTES POPULARS,10000.0,0.0,10000.0,185.82
08,338,22614,FESTA MAJOR D'ESTIU,77000.0,0.0,77000.0,1240.0
08,338,22706,INFRAESTRUCTURA FESTES,0.0,0.0,0.0,0.0
08,338,20800,LLOGUER D'ALTRE IMMOBILITZAT MATERIAL,37500.0,0.0,37500.0,1125.3
08,942,46700,CONSORCI NORMALITZACIÓ LINGÜISTICA,9600.0,0.0,9600.0,0.0
08,3321,63200,EDIFICIS I ALTRES CONSTRUCCIONS -BIBLIOTECA-,0.0,0.0,0.0,0.0
08,3321,15000,PRODUCTIVITAT,1200.0,0.0,1200.0,0.0
08,3321,13000,RETRIBUCIONS BÀSIQUES PERSONAL LABORAL FIX,24099.0,0.0,24099.0,6658.49
08,3321,62200,EDIFICIS I ALTRES CONSTRUCCIONS,0.0,0.0,0.0,0.0
08,3321,22605,ALTRES DESPESES,0.0,0.0,0.0,230.25
08,3321,22200,SERVEIS DE TELECOMUNICACIONS,1200.0,0.0,1200.0,184.29
08,3321,21500,MANTENIMENT MOBILIARI I ESTRIS,1000.0,0.0,1000.0,18.63
08,3321,22199,ALTRES SUBMINISTRAMENTS,200.0,0.0,200.0,112.19
08,3321,13002,ALTRES REMUNERACIONS PERSONAL LABORAL FIX,26451.0,0.0,26451.0,7557.52
08,3321,22609,ACTIVITATS BIBLIOTECA,7200.0,0.0,7200.0,1560.58
08,3321,62501,MOBILIARI I ESTRIS,2000.0,0.0,2000.0,0.0
08,3321,63201,EDIFICIS I ALTRES CONSTRUCCIONS,0.0,28415.21,28415.21,0.0
08,3321,15100,GRATIFICACIONS,0.0,0.0,0.0,350.76
08,3321,16000,SEGURETAT SOCIAL PERSONAL BIBLIOTECA,15526.0,0.0,15526.0,3989.98
08,3321,22001,LLIBRES BIBLIOTECA,4000.0,0.0,4000.0,800.02
09,924,22707,TREBALLS REALITZATS PER ALTRES EMPRESES,0.0,0.0,0.0,0.0
09,924,22706,PARTICIPACIÓ CIUTADADA,7000.0,0.0,7000.0,0.0
09,9230,22706,CAMPANYES DE COMUNICACIÓ,5000.0,0.0,5000.0,0.0
09,9232,22602,"BUTLLETÍ, AGENDA I ALTRES PUBLIC MUNICIPALS -TRANSPARÈNCIA-",35000.0,12636.72,47636.72,20896.3
09,9232,22608,MANTENIMENT PÀGINA WEB I IMATGE CORPORATIVA,2900.0,0.0,2900.0,0.0
10,337,15100,GRATIFICACIONS PERSONAL FUNCIONARI,1500.0,0.0,1500.0,0.0
10,337,22199,ALTRES SUBMINISTRAMENTS,500.0,0.0,500.0,105.95
10,337,22613,CASAL D'ESTIU,97000.0,0.0,97000.0,18419.72
10,337,13100,REMUNERACIONS PERSONAL LABORAL TEMPORAL,42924.0,0.0,42924.0,9283.11
10,337,63201,EDIFICIS I ALTRES CONSTRUCCIONS,0.0,72.27,72.27,0.0
10,337,22609,ACTIVITATS INFANTILS I JUVENILS,18000.0,0.0,18000.0,2278.35
10,337,21500,MANTENIMENT MOBILIARI I ESTRIS,2000.0,0.0,2000.0,11.77
10,337,22200,SERVEIS DE TELECOMUNICACIONS,3200.0,0.0,3200.0,480.74
10,337,22707,PUNT D'INFORMACIÓ JUVENIL,21000.0,0.0,21000.0,4231.95
10,337,21200,Reparac.mantenim. i conserv.edificis i altres construccions,0.0,0.0,0.0,0.0
10,337,48900,SUBVENCIONS ENTITATS JUVENILS,20000.0,1572.65,21572.65,1572.65
10,337,15000,PRODUCTIVITAT,600.0,0.0,600.0,0.0
10,337,22699,ALTRES DESPESES DIVERSES,0.0,0.0,0.0,2.65
10,337,16000,SEGURETAT SOCIAL PERSONAL JOVENTUT,13545.0,0.0,13545.0,694.49
10,337,63200,EDIFICIS I ALTRES CONSTRUCCIONS -CASAL DE JOVES-,0.0,5631.75,5631.75,0.0
10,337,62501,MOBILIARI I ESTRIS,4000.0,0.0,4000.0,0.0
10,337,22706,ESTUDI I DISSENY PLA LOCAL DE JOVENTUT,6000.0,0.0,6000.0,0.0
11,320,22602,PUBLICITAT I PROPAGANDA EDUCACIÓ,300.0,0.0,300.0,0.0
11,320,14300,ALTRE PERSONAL ATIPIC,0.0,0.0,0.0,5871.79
11,320,16000,SEGURETAT SOCIAL PERSONAL EDUCACIÓ,19432.0,0.0,19432.0,5475.71
11,320,13000,RETRIBUCIONS BÀSIQUES PERSONAL LABORAL FIX,27569.0,0.0,27569.0,5038.78
